#HEADER
#TITLES
 , ,CLD1-1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
193,7916.683000,-0.612637
194,7916.684000,-0.1401385
195,7916.685000,-0.207774
196,7916.686000,-0.7615941
197,7916.687000,-1.292923
198,7916.688000,-1.12835
199,7916.689000,-0.4908217
200,7916.690000,-0.5366533
201,7916.691000,-0.7795593
202,7916.692000,-0.8591321
203,7916.693000,-0.7950993
204,7916.694000,-0.8471255
205,7916.695000,-0.9297645
206,7916.696000,-0.8376659
207,7916.697000,-0.8736686
208,7916.698000,-0.9723032
209,7916.699000,-0.9118994
210,7916.700000,-0.942652
211,7916.701000,-0.9596627
212,7916.702000,-0.9563445
213,7916.703000,-0.9317946
214,7916.704000,-1.094485
215,7916.705000,-1.149236
216,7916.706000,-1.002941
217,7916.707000,-0.9083633
218,7916.708000,-1.461691
219,7916.709000,-1.40059
220,7916.710000,-1.08518
221,7916.711000,-1.111291
222,7916.712000,-1.087489
223,7916.713000,-0.8967692
224,7916.714000,-0.8813112
225,7916.715000,-0.9267379
226,7916.716000,-0.8219357
227,7916.717000,-0.5706632
228,7916.718000,-0.3330773
229,7916.719000,-0.2044678
230,7916.720000,-0.1570865
231,7916.721000,-0.2873429
232,7916.722000,-0.3318504
233,7916.723000,-0.3146809
234,7916.724000,-0.3594422
235,7916.725000,-0.4233086
236,7916.726000,-0.3878362
237,7916.727000,0.07315511
238,7916.728000,1.196851
239,7916.729000,2.048955
240,7916.730000,1.708972
241,7916.731000,0.1818197
242,7916.732000,-0.8970935
243,7916.733000,-1.276433
244,7916.734000,-1.360819
245,7916.735000,-1.221568
246,7916.736000,-0.6214314
247,7916.737000,-0.5215437
248,7916.738000,-0.8440838
249,7916.739000,-0.7484927
250,7916.740000,-0.9280334
251,7916.741000,-0.9971087
252,7916.742000,-1.006363
253,7916.743000,-0.8972609
254,7916.744000,-0.7150751
255,7916.745000,-0.4277261
256,7916.746000,-0.2429342
257,7916.747000,-0.1727798
258,7916.748000,-0.1034366
259,7916.749000,-0.08806598
260,7916.750000,0.325183
261,7916.751000,0.8803228
262,7916.752000,0.8358615
263,7916.753000,0.09432632
264,7916.754000,-0.7270092
265,7916.755000,-0.6246835
266,7916.756000,-0.6329085
267,7916.757000,-0.6751331
268,7916.758000,-0.6753278
269,7916.759000,-0.8264698
270,7916.760000,-0.8110995
271,7916.761000,-0.6816397
272,7916.762000,-0.4194411
273,7916.763000,-0.2791827
274,7916.764000,0.03758007
275,7916.765000,0.4191245
276,7916.766000,0.6173893
277,7916.767000,0.6155576
278,7916.768000,0.5742428
279,7916.769000,0.477616
280,7916.770000,0.1249459
281,7916.771000,0.1101313
282,7916.772000,-0.0443331
283,7916.773000,-0.341388
284,7916.774000,-0.5343915
285,7916.775000,-0.7057744
286,7916.776000,-0.5625958
287,7916.777000,-0.5025059
288,7916.778000,-0.3974457
289,7916.779000,-0.3826013
290,7916.780000,-0.3024422
291,7916.781000,-0.2002435
292,7916.782000,-3.204346E-4
293,7916.783000,0.3180131
294,7916.784000,0.7288372
295,7916.785000,1.158584
296,7916.786000,1.382647
297,7916.787000,1.329822
298,7916.788000,0.9476166
299,7916.789000,0.6261039
300,7916.790000,0.5948635
301,7916.791000,1.081827
302,7916.792000,1.533017
303,7916.793000,1.338425
304,7916.794000,0.388412
305,7916.795000,-0.3860053
306,7916.796000,-0.8085132
307,7916.797000,-0.7210696
308,7916.798000,-0.692041
309,7916.799000,-0.8190811
310,7916.800000,-1.006267
311,7916.801000,-0.3522189
312,7916.802000,0.2160429
313,7916.803000,0.3171364
314,7916.804000,-0.07437193
315,7916.805000,0.2341028
316,7916.806000,1.235983
317,7916.807000,2.491454
318,7916.808000,3.574771
319,7916.809000,3.453096
320,7916.810000,1.235942
321,7916.811000,-0.7623923
322,7916.812000,-0.881404
323,7916.813000,0.4220734
324,7916.814000,0.8343584
325,7916.815000,0.4291607
326,7916.816000,0.1552027
327,7916.817000,-0.2561666
328,7916.818000,-0.5661406
329,7916.819000,-0.6337507
330,7916.820000,0.4912386
331,7916.821000,0.3378933
332,7916.822000,-0.3246095
333,7916.823000,-0.3661914
334,7916.824000,-0.4195328
335,7916.825000,0.1971859
336,7916.826000,0.8626875
337,7916.827000,1.776757
338,7916.828000,2.322463
339,7916.829000,2.407213
340,7916.830000,2.476414
341,7916.831000,2.358477
342,7916.832000,1.636629
343,7916.833000,0.4721496
344,7916.834000,0.2352473
345,7916.835000,-0.117892
346,7916.836000,-0.2942266
347,7916.837000,-0.3506664
348,7916.838000,-0.1713939
349,7916.839000,-0.4104126
350,7916.840000,-0.4697677
351,7916.841000,-0.316353
352,7916.842000,-0.2489983
353,7916.843000,-0.141858
354,7916.844000,-0.002670288
355,7916.845000,0.1578708
356,7916.846000,0.6904147
357,7916.847000,1.629213
358,7916.848000,3.234645
359,7916.849000,3.450632
360,7916.850000,2.891426
361,7916.851000,2.265862
362,7916.852000,1.709367
363,7916.853000,1.718558
364,7916.854000,1.44666
365,7916.855000,1.161113
366,7916.856000,0.4827166
367,7916.857000,0.7507406
368,7916.858000,0.8503678
369,7916.859000,0.4300347
370,7916.860000,-0.1492096
371,7916.861000,-0.5990353
372,7916.862000,-0.8654623
373,7916.863000,-0.7893946
374,7916.864000,-0.778509
375,7916.865000,-0.7555172
376,7916.866000,-0.1511945
377,7916.867000,0.3335006
378,7916.868000,0.1532256
379,7916.869000,1.19882
380,7916.870000,1.570202
381,7916.871000,1.964774
382,7916.872000,1.470383
383,7916.873000,1.486009
384,7916.874000,1.842654
385,7916.875000,1.771465
386,7916.876000,1.91362
387,7916.877000,1.912575
388,7916.878000,1.684953
389,7916.879000,0.4912983
390,7916.880000,-0.6131217
391,7916.881000,-1.361084
392,7916.882000,-1.451074
393,7916.883000,-0.4378977
394,7916.884000,0.05764049
395,7916.885000,0.2196651
396,7916.886000,0.6163053
397,7916.887000,0.9762867
398,7916.888000,1.064645
399,7916.889000,0.8711003
400,7916.890000,0.5292856
401,7916.891000,-0.03177822
402,7916.892000,-0.069718
403,7916.893000,0.4877072
404,7916.894000,1.475365
405,7916.895000,2.482176
406,7916.896000,2.103765
407,7916.897000,1.707536
408,7916.898000,1.591511
409,7916.899000,2.152686
410,7916.900000,3.280294
411,7916.901000,3.460656
412,7916.902000,2.604839
413,7916.903000,1.466958
414,7916.904000,0.2317052
415,7916.905000,-0.936873
416,7916.906000,-1.494829
417,7916.907000,-1.206053
418,7916.908000,-0.02730483
419,7916.909000,1.651441
420,7916.910000,2.500059
421,7916.911000,2.182411
422,7916.912000,1.767077
423,7916.913000,1.034108
424,7916.914000,0.8324776
425,7916.915000,0.8582792
426,7916.916000,0.6703916
427,7916.917000,0.4172876
428,7916.918000,1.196311
429,7916.919000,2.746623
430,7916.920000,2.259384
431,7916.921000,1.274546
432,7916.922000,1.038454
433,7916.923000,1.353403
434,7916.924000,1.063959
435,7916.925000,0.3590821
436,7916.926000,0.7732625
437,7916.927000,1.709496
438,7916.928000,2.335314
439,7916.929000,1.560776
440,7916.930000,0.660285
441,7916.931000,0.7132338
442,7916.932000,0.882314
443,7916.933000,1.190514
444,7916.934000,1.424702
445,7916.935000,1.390429
446,7916.936000,1.14436
447,7916.937000,1.179312
448,7916.938000,1.091646
449,7916.939000,1.127514
450,7916.940000,1.273718
451,7916.941000,1.371319
452,7916.942000,1.090426
453,7916.943000,1.195845
454,7916.944000,1.125012
455,7916.945000,1.156498
456,7916.946000,1.348449
457,7916.947000,1.371156
458,7916.948000,1.10501
459,7916.949000,1.152477
460,7916.950000,1.434385
461,7916.951000,1.306622
462,7916.952000,1.218458
463,7916.953000,1.329197
464,7916.954000,1.310835
465,7916.955000,1.317315
466,7916.956000,1.327924
467,7916.957000,1.34298
468,7916.958000,1.335785
469,7916.959000,1.305303
470,7916.960000,1.409347
471,7916.961000,1.409377
472,7916.962000,1.360621
473,7916.963000,1.235605
474,7916.964000,1.545288
475,7916.965000,1.591889
476,7916.966000,1.216896
477,7916.967000,1.346607
478,7916.968000,1.56851
479,7916.969000,1.659233
480,7916.970000,1.230438
481,7916.971000,1.291343
482,7916.972000,1.636035
483,7916.973000,1.370262
484,7916.974000,1.330785
485,7916.975000,1.395099
486,7916.976000,1.560348
487,7916.977000,1.790937
488,7916.978000,1.360325
489,7916.979000,1.151788
490,7916.980000,1.255624
491,7916.981000,1.450005
492,7916.982000,1.538222
493,7916.983000,1.439151
494,7916.984000,1.321947
495,7916.985000,1.332953
496,7916.986000,1.493581
497,7916.987000,1.655996
498,7916.988000,1.227663
499,7916.989000,1.521374
500,7916.990000,1.579112
501,7916.991000,1.571603
502,7916.992000,1.556835
503,7916.993000,1.428983
504,7916.994000,1.77187
505,7916.995000,1.766473
506,7916.996000,1.532843
507,7916.997000,1.763772
508,7916.998000,1.772794
509,7916.999000,1.713451
510,7917.000000,1.682184
511,7917.001000,1.615899
512,7917.002000,1.541116
513,7917.003000,1.458385
514,7917.004000,1.350018
515,7917.005000,1.219012
516,7917.006000,1.15145
517,7917.007000,1.153376
518,7917.008000,1.18617
519,7917.009000,1.273436
520,7917.010000,1.346377
521,7917.011000,1.400554
522,7917.012000,1.477183
523,7917.013000,1.559835
524,7917.014000,1.67695
525,7917.015000,1.733609
526,7917.016000,1.667281
527,7917.017000,1.504103
528,7917.018000,1.898505
529,7917.019000,2.129121
530,7917.020000,1.634679
531,7917.021000,1.517533
532,7917.022000,1.212014
533,7917.023000,1.097758
534,7917.024000,1.499422
535,7917.025000,1.651378
536,7917.026000,1.819986
537,7917.027000,1.704723
538,7917.028000,1.366558
539,7917.029000,1.329603
540,7917.030000,1.233844
541,7917.031000,1.344459
542,7917.032000,1.475958
543,7917.033000,1.683598
544,7917.034000,1.844038
545,7917.035000,1.936069
546,7917.036000,2.067142
547,7917.037000,2.204159
548,7917.038000,2.225735
549,7917.039000,2.129951
550,7917.040000,1.905887
551,7917.041000,1.605611
552,7917.042000,1.041723
553,7917.043000,0.2215469
554,7917.044000,0.3003664
555,7917.045000,1.179587
556,7917.046000,2.233913
557,7917.047000,3.11141
558,7917.048000,2.481436
559,7917.049000,1.937402
560,7917.050000,1.680456
561,7917.051000,1.733903
562,7917.052000,1.162775
563,7917.053000,0.2918224
564,7917.054000,0.1005846
565,7917.055000,0.6130117
566,7917.056000,1.427005
567,7917.057000,2.805098
568,7917.058000,3.499399
569,7917.059000,3.635522
570,7917.060000,3.309322
571,7917.061000,3.047733
572,7917.062000,2.456362
573,7917.063000,1.023764
574,7917.064000,-0.2978666
575,7917.065000,-0.4916166
576,7917.066000,0.9134815
577,7917.067000,1.994832
578,7917.068000,2.980849
579,7917.069000,2.494816
580,7917.070000,2.011464
581,7917.071000,1.54706
582,7917.072000,1.539696
583,7917.073000,2.394888
584,7917.074000,2.125971
585,7917.075000,1.604531
586,7917.076000,1.135839
587,7917.077000,0.7596863
588,7917.078000,1.746426
589,7917.079000,2.353133
590,7917.080000,2.610996
591,7917.081000,1.887667
592,7917.082000,1.232983
593,7917.083000,1.209268
594,7917.084000,1.387919
595,7917.085000,2.279278
596,7917.086000,1.391341
597,7917.087000,1.337421
598,7917.088000,1.983113
599,7917.089000,1.445049
600,7917.090000,1.4992
601,7917.091000,1.36926
602,7917.092000,1.06031
603,7917.093000,0.5421724
604,7917.094000,1.163306
605,7917.095000,1.480697
606,7917.096000,1.801167
607,7917.097000,1.710459
608,7917.098000,1.435059
609,7917.099000,1.89063
610,7917.100000,2.230371
611,7917.101000,2.933938
612,7917.102000,2.955891
613,7917.103000,2.266463
614,7917.104000,1.560096
615,7917.105000,0.8195548
616,7917.106000,0.9021165
617,7917.107000,0.7089551
618,7917.108000,1.146671
619,7917.109000,1.795707
620,7917.110000,2.315849
621,7917.111000,2.637198
622,7917.112000,3.205182
623,7917.113000,3.910745
624,7917.114000,3.591621
625,7917.115000,2.544505
626,7917.116000,1.728193
627,7917.117000,1.079177
628,7917.118000,1.29614
629,7917.119000,1.759114
630,7917.120000,2.073207
631,7917.121000,2.037169
632,7917.122000,1.938799
633,7917.123000,2.346009
634,7917.124000,2.442827
635,7917.125000,2.272758
636,7917.126000,1.743832
637,7917.127000,0.7100731
638,7917.128000,0.04978198
639,7917.129000,-0.2539212
640,7917.130000,0.9588962
641,7917.131000,2.598332
642,7917.132000,3.32534
643,7917.133000,2.705124
644,7917.134000,2.55809
645,7917.135000,2.552368
646,7917.136000,1.98642
647,7917.137000,1.090267
648,7917.138000,0.6993006
649,7917.139000,0.8176196
650,7917.140000,1.083329
651,7917.141000,1.707192
652,7917.142000,2.452403
653,7917.143000,3.313827
654,7917.144000,3.356944
655,7917.145000,2.425818
656,7917.146000,1.79383
657,7917.147000,1.24041
658,7917.148000,0.8671901
659,7917.149000,0.9091792
660,7917.150000,1.35394
661,7917.151000,2.352474
662,7917.152000,3.01469
663,7917.153000,3.295171
664,7917.154000,3.191058
665,7917.155000,2.601537
666,7917.156000,2.203489
667,7917.157000,2.006979
668,7917.158000,1.760762
669,7917.159000,1.629417
670,7917.160000,1.732549
671,7917.161000,2.105863
672,7917.162000,2.22755
673,7917.163000,2.105959
674,7917.164000,1.876273
675,7917.165000,1.821274
676,7917.166000,1.797387
677,7917.167000,1.989539
678,7917.168000,2.204056
679,7917.169000,2.499168
680,7917.170000,2.680685
681,7917.171000,2.715568
682,7917.172000,2.655247
683,7917.173000,2.623096
684,7917.174000,2.328957
685,7917.175000,1.825863
686,7917.176000,1.401245
687,7917.177000,1.038975
688,7917.178000,1.192132
689,7917.179000,1.981298
690,7917.180000,1.965516
691,7917.181000,1.191584
692,7917.182000,0.7886837
693,7917.183000,0.8228431
694,7917.184000,0.9280088
695,7917.185000,1.423913
696,7917.186000,1.696335
697,7917.187000,1.758877
698,7917.188000,1.963582
699,7917.189000,2.445395
700,7917.190000,2.749933
701,7917.191000,3.007137
702,7917.192000,3.230705
703,7917.193000,3.250717
704,7917.194000,2.809159
705,7917.195000,2.129506
706,7917.196000,1.945944
707,7917.197000,2.381092
708,7917.198000,2.313818
709,7917.199000,1.915398
710,7917.200000,1.845318
711,7917.201000,1.960266
712,7917.202000,1.941342
713,7917.203000,1.866787
714,7917.204000,1.845829
715,7917.205000,1.838051
716,7917.206000,1.864131
717,7917.207000,1.937674
718,7917.208000,2.033883
719,7917.209000,2.162024
720,7917.210000,2.412673
721,7917.211000,2.793841
722,7917.212000,2.894407
723,7917.213000,2.70249
724,7917.214000,2.030231
725,7917.215000,0.9307293
726,7917.216000,0.7854289
727,7917.217000,1.713431
728,7917.218000,2.514345
729,7917.219000,2.624749
730,7917.220000,2.263672
731,7917.221000,1.817447
732,7917.222000,1.581078
733,7917.223000,1.840441
734,7917.224000,2.230851
735,7917.225000,2.150204
736,7917.226000,2.03605
737,7917.227000,2.338884
738,7917.228000,2.366673
739,7917.229000,2.399989
740,7917.230000,2.566348
741,7917.231000,2.314377
742,7917.232000,1.829473
743,7917.233000,1.531153
744,7917.234000,1.312174
745,7917.235000,1.427308
746,7917.236000,1.966716
747,7917.237000,2.324748
748,7917.238000,2.538477
749,7917.239000,2.303262
750,7917.240000,1.947155
751,7917.241000,1.464851
752,7917.242000,1.574614
753,7917.243000,2.268311
754,7917.244000,2.475065
755,7917.245000,2.281542
756,7917.246000,1.799957
757,7917.247000,1.394762
758,7917.248000,1.408476
759,7917.249000,1.952429
760,7917.250000,2.174949
761,7917.251000,2.164659
762,7917.252000,2.233405
763,7917.253000,2.230031
764,7917.254000,2.036441
765,7917.255000,1.847192
766,7917.256000,1.915805
767,7917.257000,1.594736
768,7917.258000,1.191867
769,7917.259000,1.402644
770,7917.260000,1.597261
771,7917.261000,1.893727
772,7917.262000,1.839123
773,7917.263000,2.007114
774,7917.264000,2.141336
775,7917.265000,2.196437
776,7917.266000,2.108096
777,7917.267000,1.797909
778,7917.268000,1.769968
779,7917.269000,2.01193
780,7917.270000,1.970314
781,7917.271000,1.816405
782,7917.272000,1.757672
783,7917.273000,1.757475
784,7917.274000,1.712403
785,7917.275000,1.65664
786,7917.276000,1.596066
787,7917.277000,1.520426
788,7917.278000,1.437093
789,7917.279000,1.343824
790,7917.280000,1.198069
791,7917.281000,1.693861
792,7917.282000,2.12432
793,7917.283000,2.092905
794,7917.284000,2.130348
795,7917.285000,2.522817
796,7917.286000,2.721147
797,7917.287000,2.708592
798,7917.288000,2.904523
799,7917.289000,2.953717
800,7917.290000,2.20611
801,7917.291000,1.23396
802,7917.292000,0.8134305
803,7917.293000,1.1516
804,7917.294000,0.9874833
805,7917.295000,0.553178
806,7917.296000,0.5743451
807,7917.297000,0.9140058
808,7917.298000,1.102681
809,7917.299000,1.228354
810,7917.300000,1.579171
811,7917.301000,1.722478
812,7917.302000,1.942398
813,7917.303000,2.105973
814,7917.304000,2.475821
815,7917.305000,2.730734
816,7917.306000,1.950284
817,7917.307000,1.15146
818,7917.308000,1.281253
819,7917.309000,2.508139
820,7917.310000,3.595076
821,7917.311000,4.823347
822,7917.312000,4.14861
823,7917.313000,2.672671
824,7917.314000,1.424578
825,7917.315000,0.08758652
826,7917.316000,-0.7893517
827,7917.317000,-0.9907955
828,7917.318000,-0.3048888
829,7917.319000,0.6839138
830,7917.320000,1.049908
831,7917.321000,0.827466
832,7917.322000,0.9419498
833,7917.323000,1.221555
834,7917.324000,2.162961
835,7917.325000,3.980666
836,7917.326000,5.437535
837,7917.327000,5.370718
838,7917.328000,4.055222
839,7917.329000,3.233915
840,7917.330000,3.23195
841,7917.331000,2.61106
842,7917.332000,2.048051
843,7917.333000,0.9641238
844,7917.334000,-0.4020796
845,7917.335000,-1.151884
846,7917.336000,-1.250777
847,7917.337000,-0.782082
848,7917.338000,-0.03005612
849,7917.339000,0.9799075
850,7917.340000,1.106049
851,7917.341000,1.009227
852,7917.342000,2.049809
853,7917.343000,2.231868
854,7917.344000,2.49062
855,7917.345000,2.196349
856,7917.346000,2.59967
857,7917.347000,2.630214
858,7917.348000,2.458538
859,7917.349000,2.421801
860,7917.350000,2.51464
861,7917.351000,2.927127
862,7917.352000,3.319112
863,7917.353000,3.778434
864,7917.354000,2.749203
865,7917.355000,1.504281
866,7917.356000,0.6373283
867,7917.357000,1.204066
868,7917.358000,1.757881
869,7917.359000,1.355607
870,7917.360000,1.150196
871,7917.361000,0.5633236
872,7917.362000,0.5272828
873,7917.363000,0.7005478
874,7917.364000,0.7890926
875,7917.365000,0.8029444
876,7917.366000,0.8388847
877,7917.367000,0.8144719
878,7917.368000,0.5058142
879,7917.369000,0.8821014
880,7917.370000,1.825104
881,7917.371000,2.496693
882,7917.372000,3.120147
883,7917.373000,3.252156
884,7917.374000,3.497833
885,7917.375000,3.690263
886,7917.376000,3.574104
887,7917.377000,3.177556
888,7917.378000,2.78471
889,7917.379000,2.361482
890,7917.380000,1.663178
891,7917.381000,0.8849403
892,7917.382000,0.3924352
893,7917.383000,0.2647673
894,7917.384000,0.2659576
895,7917.385000,0.5280601
896,7917.386000,0.7152319
897,7917.387000,0.8051483
898,7917.388000,1.078602
899,7917.389000,1.463647
900,7917.390000,1.80852
901,7917.391000,2.13522
902,7917.392000,2.470252
903,7917.393000,2.782624
904,7917.394000,2.924229
905,7917.395000,2.885552
906,7917.396000,2.736118
907,7917.397000,2.435299
908,7917.398000,1.948844
909,7917.399000,1.690064
910,7917.400000,1.266195
911,7917.401000,0.690217
912,7917.402000,0.2463391
913,7917.403000,-0.1196542
914,7917.404000,0.009387434
915,7917.405000,0.475915
916,7917.406000,0.8880271
917,7917.407000,1.229944
918,7917.408000,1.929966
919,7917.409000,2.906189
920,7917.410000,3.409923
921,7917.411000,3.436893
922,7917.412000,3.397817
923,7917.413000,3.118444
924,7917.414000,1.982665
925,7917.415000,0.8210431
926,7917.416000,0.5983834
927,7917.417000,1.706733
928,7917.418000,2.006944
929,7917.419000,1.521287
930,7917.420000,0.828038
931,7917.421000,-0.5830101
932,7917.422000,-1.005601
933,7917.423000,-0.391574
934,7917.424000,0.3604759
935,7917.425000,1.419261
936,7917.426000,2.028991
937,7917.427000,3.141582
938,7917.428000,5.154345
939,7917.429000,6.577866
940,7917.430000,6.85777
941,7917.431000,5.307325
942,7917.432000,3.334967
943,7917.433000,0.4697259
944,7917.434000,-1.332788
945,7917.435000,-1.776424
946,7917.436000,-1.886776
947,7917.437000,-1.071178
948,7917.438000,-0.4079496
949,7917.439000,-0.09408098
950,7917.440000,-0.3337595
951,7917.441000,-0.5602573
952,7917.442000,-0.08568937
953,7917.443000,1.417848
954,7917.444000,3.667989
955,7917.445000,5.558143
956,7917.446000,5.317821
957,7917.447000,3.194532
958,7917.448000,2.079883
959,7917.449000,2.067689
960,7917.450000,2.081492
961,7917.451000,1.931829
962,7917.452000,1.261214
963,7917.453000,0.4898595
964,7917.454000,0.4419096
965,7917.455000,0.4883092
966,7917.456000,0.004089057
967,7917.457000,-0.3445255
968,7917.458000,-0.6757444
969,7917.459000,-0.4411554
970,7917.460000,1.195637
971,7917.461000,0.8762778
972,7917.462000,0.6594996
973,7917.463000,2.271552
974,7917.464000,3.495366
975,7917.465000,5.33678
976,7917.466000,6.373908
977,7917.467000,6.505802
978,7917.468000,5.391316
979,7917.469000,2.826607
980,7917.470000,1.327551
981,7917.471000,0.9368087
982,7917.472000,-0.02952528
983,7917.473000,-1.31735
984,7917.474000,-1.975736
985,7917.475000,-2.232753
986,7917.476000,-2.070873
987,7917.477000,-1.40992
988,7917.478000,-0.8055786
989,7917.479000,-0.4593171
990,7917.480000,-0.5271792
991,7917.481000,0.2180164
992,7917.482000,0.8669806
993,7917.483000,1.972757
994,7917.484000,2.132331
995,7917.485000,3.401942
996,7917.486000,5.525221
997,7917.487000,5.568378
998,7917.488000,5.995542
999,7917.489000,5.409211
1000,7917.490000,4.537948
1001,7917.491000,2.790437
1002,7917.492000,0.965768
1003,7917.493000,-0.2213832
1004,7917.494000,-0.3655427
1005,7917.495000,1.180018
1006,7917.496000,1.28328
1007,7917.497000,0.1370673
1008,7917.498000,-0.4417236
1009,7917.499000,-1.004908
1010,7917.500000,-1.069028
1011,7917.501000,-0.3808458
1012,7917.502000,0.7257683
1013,7917.503000,1.366861
