#HEADER
#TITLES
 , ,Dniuzhuan1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
402,7428.093000,0.6453502
403,7428.094000,0.650919
404,7428.095000,0.6518747
405,7428.096000,0.6757789
406,7428.097000,0.6726974
407,7428.098000,0.6834932
408,7428.099000,0.6916206
409,7428.100000,0.7001619
410,7428.101000,0.7091721
411,7428.102000,0.7158329
412,7428.103000,0.7199892
413,7428.104000,0.7328972
414,7428.105000,0.7345253
415,7428.106000,0.7414469
416,7428.107000,0.7470968
417,7428.108000,0.7522016
418,7428.109000,0.7568216
419,7428.110000,0.7614551
420,7428.111000,0.7660902
421,7428.112000,0.7705177
422,7428.113000,0.7748513
423,7428.114000,0.7786915
424,7428.115000,0.7820035
425,7428.116000,0.7850724
426,7428.117000,0.7877998
427,7428.118000,0.7905967
428,7428.119000,0.7935274
429,7428.120000,0.7963228
430,7428.121000,0.7991024
431,7428.122000,0.8016863
432,7428.123000,0.8040518
433,7428.124000,0.8063937
434,7428.125000,0.8086745
435,7428.126000,0.8104769
436,7428.127000,0.8117895
437,7428.128000,0.8127874
438,7428.129000,0.8133639
439,7428.130000,0.8138093
440,7428.131000,0.8141421
441,7428.132000,0.8141253
442,7428.133000,0.8138229
443,7428.134000,0.8139465
444,7428.135000,0.8145409
445,7428.136000,0.8153133
446,7428.137000,0.8164622
447,7428.138000,0.8177699
448,7428.139000,0.8192469
449,7428.140000,0.8189849
450,7428.141000,0.8167405
451,7428.142000,0.8214926
452,7428.143000,0.8334917
453,7428.144000,0.7986748
454,7428.145000,0.817255
455,7428.146000,0.8054268
456,7428.147000,0.7965532
457,7428.148000,0.7976718
458,7428.149000,0.7843042
459,7428.150000,0.7845604
460,7428.151000,0.7908846
461,7428.152000,0.8010628
462,7428.153000,0.8173232
463,7428.154000,0.8349094
464,7428.155000,0.8536338
465,7428.156000,0.8778808
466,7428.157000,0.9067604
467,7428.158000,0.8980148
468,7428.159000,0.8480101
469,7428.160000,0.7760642
470,7428.161000,0.6701882
471,7428.162000,0.6280558
472,7428.163000,0.6581393
473,7428.164000,0.703151
474,7428.165000,0.7888947
475,7428.166000,0.8200343
476,7428.167000,0.7857811
477,7428.168000,0.7913266
478,7428.169000,0.8157673
479,7428.170000,0.8092871
480,7428.171000,0.7838703
481,7428.172000,0.7604356
482,7428.173000,0.733025
483,7428.174000,0.7161508
484,7428.175000,0.7143319
485,7428.176000,0.7191698
486,7428.177000,0.7361769
487,7428.178000,0.7414387
488,7428.179000,0.7334878
489,7428.180000,0.7287672
490,7428.181000,0.7216739
491,7428.182000,0.7176666
492,7428.183000,0.7186595
493,7428.184000,0.7002457
494,7428.185000,0.688886
495,7428.186000,0.7059696
496,7428.187000,0.7143796
497,7428.188000,0.712389
498,7428.189000,0.6894524
499,7428.190000,0.681812
500,7428.191000,0.6849913
501,7428.192000,0.682155
502,7428.193000,0.6787067
503,7428.194000,0.6595578
504,7428.195000,0.6613486
