#HEADER
#TITLES
 , ,Dcegun1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
195,7427.886000,-2.480953
196,7427.887000,-2.485294
197,7427.888000,-2.489547
198,7427.889000,-2.493679
199,7427.890000,-2.497832
200,7427.891000,-2.502014
201,7427.892000,-2.50613
202,7427.893000,-2.510212
203,7427.894000,-2.513984
204,7427.895000,-2.517408
205,7427.896000,-2.520641
206,7427.897000,-2.523601
207,7427.898000,-2.526427
208,7427.899000,-2.52913
209,7427.900000,-2.531566
210,7427.901000,-2.533762
211,7427.902000,-2.535953
212,7427.903000,-2.538136
213,7427.904000,-2.540216
214,7427.905000,-2.542246
215,7427.906000,-2.54406
216,7427.907000,-2.545644
217,7427.908000,-2.547097
218,7427.909000,-2.548375
219,7427.910000,-2.550086
220,7427.911000,-2.551966
221,7427.912000,-2.554047
222,7427.913000,-2.55635
223,7427.914000,-2.558677
224,7427.915000,-2.561017
225,7427.916000,-2.563594
226,7427.917000,-2.56637
227,7427.918000,-2.568812
228,7427.919000,-2.570907
229,7427.920000,-2.574738
230,7427.921000,-2.58036
231,7427.922000,-2.577419
232,7427.923000,-2.565465
233,7427.924000,-2.596978
234,7427.925000,-2.603132
235,7427.926000,-2.567705
236,7427.927000,-2.599571
237,7427.928000,-2.594796
238,7427.929000,-2.597055
239,7427.930000,-2.599289
240,7427.931000,-2.601512
241,7427.932000,-2.603598
242,7427.933000,-2.605569
243,7427.934000,-2.607701
244,7427.935000,-2.609998
245,7427.936000,-2.612345
246,7427.937000,-2.614809
247,7427.938000,-2.617198
248,7427.939000,-2.6195
249,7427.940000,-2.621867
250,7427.941000,-2.624259
251,7427.942000,-2.626173
252,7427.943000,-2.62758
253,7427.944000,-2.628682
254,7427.945000,-2.629339
255,7427.946000,-2.629875
256,7427.947000,-2.630299
257,7427.948000,-2.630326
258,7427.949000,-2.630011
259,7427.950000,-2.629658
260,7427.951000,-2.629254
261,7427.952000,-2.628685
262,7427.953000,-2.62802
263,7427.954000,-2.626994
264,7427.955000,-2.625588
265,7427.956000,-2.623981
266,7427.957000,-2.622112
267,7427.958000,-2.620565
268,7427.959000,-2.619413
269,7427.960000,-2.618331
270,7427.961000,-2.617489
271,7427.962000,-2.616589
272,7427.963000,-2.615608
273,7427.964000,-2.614848
274,7427.965000,-2.614252
275,7427.966000,-2.613326
276,7427.967000,-2.61207
277,7427.968000,-2.610687
278,7427.969000,-2.609058
279,7427.970000,-2.607555
280,7427.971000,-2.606204
281,7427.972000,-2.604723
282,7427.973000,-2.603198
283,7427.974000,-2.601984
284,7427.975000,-2.60109
285,7427.976000,-2.600411
286,7427.977000,-2.600044
287,7427.978000,-2.599773
288,7427.979000,-2.599603
289,7427.980000,-2.599
290,7427.981000,-2.597857
291,7427.982000,-2.600837
292,7427.983000,-2.60821
293,7427.984000,-2.596137
294,7427.985000,-2.585093
295,7427.986000,-2.621731
296,7427.987000,-2.603885
297,7427.988000,-2.603734
298,7427.989000,-2.584476
299,7427.990000,-2.631731
300,7427.991000,-2.599074
301,7427.992000,-2.606634
302,7427.993000,-2.60561
303,7427.994000,-2.604492
304,7427.995000,-2.603309
305,7427.996000,-2.601544
306,7427.997000,-2.599296
307,7427.998000,-2.597304
308,7427.999000,-2.595556
309,7428.000000,-2.593758
310,7428.001000,-2.592085
311,7428.002000,-2.589958
312,7428.003000,-2.587334
313,7428.004000,-2.584639
314,7428.005000,-2.581739
315,7428.006000,-2.579358
316,7428.007000,-2.577612
317,7428.008000,-2.576059
318,7428.009000,-2.574918
319,7428.010000,-2.573867
320,7428.011000,-2.572879
321,7428.012000,-2.572159
322,7428.013000,-2.571632
323,7428.014000,-2.572052
324,7428.015000,-2.573509
325,7428.016000,-2.569499
326,7428.017000,-2.559614
327,7428.018000,-2.577946
328,7428.019000,-2.563293
329,7428.020000,-2.5656
330,7428.021000,-2.575968
331,7428.022000,-2.556211
332,7428.023000,-2.568268
333,7428.024000,-2.564066
334,7428.025000,-2.562855
335,7428.026000,-2.561559
336,7428.027000,-2.560195
337,7428.028000,-2.558621
338,7428.029000,-2.556852
339,7428.030000,-2.555272
340,7428.031000,-2.553889
341,7428.032000,-2.552527
342,7428.033000,-2.551282
343,7428.034000,-2.54989
344,7428.035000,-2.548329
345,7428.036000,-2.546809
346,7428.037000,-2.545268
347,7428.038000,-2.543518
348,7428.039000,-2.541563
349,7428.040000,-2.539447
350,7428.041000,-2.537121
351,7428.042000,-2.534721
352,7428.043000,-2.532244
353,7428.044000,-2.529757
354,7428.045000,-2.527303
355,7428.046000,-2.524039
356,7428.047000,-2.519922
357,7428.048000,-2.519441
358,7428.049000,-2.514444
359,7428.050000,-2.511535
360,7428.051000,-2.508005
361,7428.052000,-2.504333
362,7428.053000,-2.500501
363,7428.054000,-2.496693
364,7428.055000,-2.492925
365,7428.056000,-2.488695
366,7428.057000,-2.484011
367,7428.058000,-2.483117
368,7428.059000,-2.486313
369,7428.060000,-2.470077
370,7428.061000,-2.433921
371,7428.062000,-2.492891
372,7428.063000,-2.491442
373,7428.064000,-2.410435
374,7428.065000,-2.465222
375,7428.066000,-2.4458
376,7428.067000,-2.440848
377,7428.068000,-2.435753
378,7428.069000,-2.430535
379,7428.070000,-2.425425
380,7428.071000,-2.420434
381,7428.072000,-2.415471
382,7428.073000,-2.4106
383,7428.074000,-2.405668
384,7428.075000,-2.400671
385,7428.076000,-2.395742
386,7428.077000,-2.390852
387,7428.078000,-2.385866
388,7428.079000,-2.380789
389,7428.080000,-2.375671
390,7428.081000,-2.370481
391,7428.082000,-2.365337
392,7428.083000,-2.360247
393,7428.084000,-2.355131
394,7428.085000,-2.350016
395,7428.086000,-2.344709
396,7428.087000,-2.339185
397,7428.088000,-2.333555
398,7428.089000,-2.327765
399,7428.090000,-2.322031
400,7428.091000,-2.316374
401,7428.092000,-2.309548
402,7428.093000,-2.301495
403,7428.094000,-2.297843
404,7428.095000,-2.298786
405,7428.096000,-2.276758
406,7428.097000,-2.281696
407,7428.098000,-2.272724
408,7428.099000,-2.266388
409,7428.100000,-2.259614
410,7428.101000,-2.252345
411,7428.102000,-2.247368
412,7428.103000,-2.244835
413,7428.104000,-2.233504
414,7428.105000,-2.233396
415,7428.106000,-2.227958
416,7428.107000,-2.223756
417,7428.108000,-2.220045
418,7428.109000,-2.216768
419,7428.110000,-2.213446
420,7428.111000,-2.210089
421,7428.112000,-2.206899
422,7428.113000,-2.203767
423,7428.114000,-2.201075
424,7428.115000,-2.198857
425,7428.116000,-2.196839
426,7428.117000,-2.195115
427,7428.118000,-2.193293
428,7428.119000,-2.191312
429,7428.120000,-2.189427
430,7428.121000,-2.187525
431,7428.122000,-2.185778
432,7428.123000,-2.184206
433,7428.124000,-2.182624
434,7428.125000,-2.181067
435,7428.126000,-2.179933
436,7428.127000,-2.179234
437,7428.128000,-2.178802
438,7428.129000,-2.178739
439,7428.130000,-2.178767
440,7428.131000,-2.178868
441,7428.132000,-2.179269
442,7428.133000,-2.179908
443,7428.134000,-2.180123
444,7428.135000,-2.179872
445,7428.136000,-2.179426
446,7428.137000,-2.178602
447,7428.138000,-2.177585
448,7428.139000,-2.176364
449,7428.140000,-2.176876
450,7428.141000,-2.179356
451,7428.142000,-2.174643
452,7428.143000,-2.162471
453,7428.144000,-2.196985
454,7428.145000,-2.177921
455,7428.146000,-2.1892
456,7428.147000,-2.197461
457,7428.148000,-2.195565
458,7428.149000,-2.208012
459,7428.150000,-2.207977
460,7428.151000,-2.203132
461,7428.152000,-2.195101
462,7428.153000,-2.182024
463,7428.154000,-2.167891
464,7428.155000,-2.152857
465,7428.156000,-2.133256
466,7428.157000,-2.109835
467,7428.158000,-2.118263
468,7428.159000,-2.161615
469,7428.160000,-2.223585
470,7428.161000,-2.314298
471,7428.162000,-2.339703
472,7428.163000,-2.291456
473,7428.164000,-2.223345
474,7428.165000,-2.110209
475,7428.166000,-2.084058
476,7428.167000,-2.158846
477,7428.168000,-2.212508
478,7428.169000,-2.276342
479,7428.170000,-2.306861
480,7428.171000,-2.283814
481,7428.172000,-2.25739
482,7428.173000,-2.210437
483,7428.174000,-2.190653
484,7428.175000,-2.206326
485,7428.176000,-2.218865
486,7428.177000,-2.241625
487,7428.178000,-2.253282
488,7428.179000,-2.248804
489,7428.180000,-2.248833
490,7428.181000,-2.247251
491,7428.182000,-2.248652
492,7428.183000,-2.255582
493,7428.184000,-2.243534
494,7428.185000,-2.239049
495,7428.186000,-2.262531
496,7428.187000,-2.27681
497,7428.188000,-2.284085
498,7428.189000,-2.266752
499,7428.190000,-2.267311
500,7428.191000,-2.279006
501,7428.192000,-2.277395
502,7428.193000,-2.267231
503,7428.194000,-2.277331
504,7428.195000,-2.266159
505,7428.196000,-2.263975
506,7428.197000,-2.258512
507,7428.198000,-2.262499
508,7428.199000,-2.276834
509,7428.200000,-2.296655
510,7428.201000,-2.324984
511,7428.202000,-2.337409
512,7428.203000,-2.331818
513,7428.204000,-2.322243
514,7428.205000,-2.302844
515,7428.206000,-2.29567
516,7428.207000,-2.303503
517,7428.208000,-2.310022
518,7428.209000,-2.321057
519,7428.210000,-2.335685
520,7428.211000,-2.352684
521,7428.212000,-2.356197
522,7428.213000,-2.343906
523,7428.214000,-2.345995
524,7428.215000,-2.35974
525,7428.216000,-2.365933
526,7428.217000,-2.369409
527,7428.218000,-2.374976
528,7428.219000,-2.380368
529,7428.220000,-2.385547
530,7428.221000,-2.390789
531,7428.222000,-2.3968
532,7428.223000,-2.403696
533,7428.224000,-2.407076
534,7428.225000,-2.406763
535,7428.226000,-2.425003
536,7428.227000,-2.421402
537,7428.228000,-2.428984
538,7428.229000,-2.434348
539,7428.230000,-2.440234
540,7428.231000,-2.446697
541,7428.232000,-2.453471
542,7428.233000,-2.460709
543,7428.234000,-2.467008
544,7428.235000,-2.472238
545,7428.236000,-2.477008
546,7428.237000,-2.48092
547,7428.238000,-2.482304
548,7428.239000,-2.480927
549,7428.240000,-2.480288
550,7428.241000,-2.480127
551,7428.242000,-2.513019
552,7428.243000,-2.501702
553,7428.244000,-2.508824
554,7428.245000,-2.5059
555,7428.246000,-2.508203
556,7428.247000,-2.515092
557,7428.248000,-2.519138
558,7428.249000,-2.52219
559,7428.250000,-2.526023
560,7428.251000,-2.529757
561,7428.252000,-2.533507
562,7428.253000,-2.537368
563,7428.254000,-2.540937
564,7428.255000,-2.544223
565,7428.256000,-2.547368
566,7428.257000,-2.550283
567,7428.258000,-2.553224
568,7428.259000,-2.556207
569,7428.260000,-2.55903
570,7428.261000,-2.561748
571,7428.262000,-2.564644
572,7428.263000,-2.567723
573,7428.264000,-2.57089
574,7428.265000,-2.574222
575,7428.266000,-2.577506
576,7428.267000,-2.580738
577,7428.268000,-2.584089
578,7428.269000,-2.58752
579,7428.270000,-2.591218
580,7428.271000,-2.595228
581,7428.272000,-2.596628
582,7428.273000,-2.595193
583,7428.274000,-2.605103
584,7428.275000,-2.626871
585,7428.276000,-2.589601
586,7428.277000,-2.621809
587,7428.278000,-2.61817
588,7428.279000,-2.621258
589,7428.280000,-2.624243
590,7428.281000,-2.627045
591,7428.282000,-2.629802
592,7428.283000,-2.632522
593,7428.284000,-2.635069
594,7428.285000,-2.637469
595,7428.286000,-2.639971
596,7428.287000,-2.642577
597,7428.288000,-2.644804
598,7428.289000,-2.646675
599,7428.290000,-2.650596
600,7428.291000,-2.656692
601,7428.292000,-2.652344
602,7428.293000,-2.647751
603,7428.294000,-2.669706
604,7428.295000,-2.661655
605,7428.296000,-2.662869
606,7428.297000,-2.670079
607,7428.298000,-2.672807
608,7428.299000,-2.676533
609,7428.300000,-2.680577
610,7428.301000,-2.684899
611,7428.302000,-2.689157
612,7428.303000,-2.693353
613,7428.304000,-2.697636
614,7428.305000,-2.701927
615,7428.306000,-2.706491
616,7428.307000,-2.711352
617,7428.308000,-2.716315
618,7428.309000,-2.721444
619,7428.310000,-2.726503
620,7428.311000,-2.731454
621,7428.312000,-2.736454
622,7428.313000,-2.741435
623,7428.314000,-2.746491
624,7428.315000,-2.751636
625,7428.316000,-2.75676
626,7428.317000,-2.761882
627,7428.318000,-2.767232
628,7428.319000,-2.772812
629,7428.320000,-2.778527
630,7428.321000,-2.784434
631,7428.322000,-2.790373
632,7428.323000,-2.796332
633,7428.324000,-2.802439
634,7428.325000,-2.808659
635,7428.326000,-2.814798
636,7428.327000,-2.820852
637,7428.328000,-2.826886
638,7428.329000,-2.832847
639,7428.330000,-2.838881
640,7428.331000,-2.844989
641,7428.332000,-2.851054
642,7428.333000,-2.857104
643,7428.334000,-2.862714
644,7428.335000,-2.867825
645,7428.336000,-2.872649
646,7428.337000,-2.877057
647,7428.338000,-2.881255
648,7428.339000,-2.885246
649,7428.340000,-2.888805
650,7428.341000,-2.891962
651,7428.342000,-2.898291
652,7428.343000,-2.908114
653,7428.344000,-2.919765
654,7428.345000,-2.93426
655,7428.346000,-2.940026
656,7428.347000,-2.935998
657,7428.348000,-2.928572
658,7428.349000,-2.914596
659,7428.350000,-2.917269
660,7428.351000,-2.938929
661,7428.352000,-2.964538
662,7428.353000,-3.000251
663,7428.354000,-3.017325
664,7428.355000,-3.012198
665,7428.356000,-2.985845
666,7428.357000,-2.989356
667,7428.358000,-2.982614
668,7428.359000,-2.990737
669,7428.360000,-3.001778
670,7428.361000,-3.019919
671,7428.362000,-3.028211
672,7428.363000,-3.025094
673,7428.364000,-3.038136
674,7428.365000,-3.033525
675,7428.366000,-3.038557
676,7428.367000,-3.044424
677,7428.368000,-3.0491
678,7428.369000,-3.05346
679,7428.370000,-3.057682
680,7428.371000,-3.061311
681,7428.372000,-3.064985
682,7428.373000,-3.068601
683,7428.374000,-3.07217
684,7428.375000,-3.075792
685,7428.376000,-3.079347
686,7428.377000,-3.08288
687,7428.378000,-3.086321
688,7428.379000,-3.089658
689,7428.380000,-3.092976
690,7428.381000,-3.096258
691,7428.382000,-3.099312
692,7428.383000,-3.102131
693,7428.384000,-3.1048
694,7428.385000,-3.107266
695,7428.386000,-3.109616
696,7428.387000,-3.111851
697,7428.388000,-3.114313
698,7428.389000,-3.117063
699,7428.390000,-3.118229
700,7428.391000,-3.117748
701,7428.392000,-3.126292
702,7428.393000,-3.124378
703,7428.394000,-3.127815
704,7428.395000,-3.130112
705,7428.396000,-3.132486
706,7428.397000,-3.134903
707,7428.398000,-3.137505
708,7428.399000,-3.14033
709,7428.400000,-3.143292
710,7428.401000,-3.146443
711,7428.402000,-3.149136
712,7428.403000,-3.151314
713,7428.404000,-3.15333
714,7428.405000,-3.155009
715,7428.406000,-3.156917
716,7428.407000,-3.159107
717,7428.408000,-3.161155
718,7428.409000,-3.163197
719,7428.410000,-3.164941
720,7428.411000,-3.166318
721,7428.412000,-3.167572
722,7428.413000,-3.168614
723,7428.414000,-3.169761
724,7428.415000,-3.171059
725,7428.416000,-3.172278
726,7428.417000,-3.173508
727,7428.418000,-3.174585
728,7428.419000,-3.175483
729,7428.420000,-3.176351
730,7428.421000,-3.177148
731,7428.422000,-3.17804
732,7428.423000,-3.17906
733,7428.424000,-3.180099
734,7428.425000,-3.181209
735,7428.426000,-3.182325
736,7428.427000,-3.183442
737,7428.428000,-3.184581
738,7428.429000,-3.185727
739,7428.430000,-3.187245
740,7428.431000,-3.189168
741,7428.432000,-3.189021
742,7428.433000,-3.186669
743,7428.434000,-3.195114
744,7428.435000,-3.191006
745,7428.436000,-3.19335
746,7428.437000,-3.194428
747,7428.438000,-3.195444
748,7428.439000,-3.196379
749,7428.440000,-3.197289
750,7428.441000,-3.198151
751,7428.442000,-3.198986
752,7428.443000,-3.199797
753,7428.444000,-3.200555
754,7428.445000,-3.201265
755,7428.446000,-3.202017
756,7428.447000,-3.202812
757,7428.448000,-3.203612
758,7428.449000,-3.204439
759,7428.450000,-3.205234
760,7428.451000,-3.205992
761,7428.452000,-3.206764
762,7428.453000,-3.207535
763,7428.454000,-3.208107
764,7428.455000,-3.208466
765,7428.456000,-3.208696
766,7428.457000,-3.20874
767,7428.458000,-3.208727
768,7428.459000,-3.208658
769,7428.460000,-3.208423
770,7428.461000,-3.208042
771,7428.462000,-3.207642
772,7428.463000,-3.207218
773,7428.464000,-3.206722
774,7428.465000,-3.206182
775,7428.466000,-3.205494
776,7428.467000,-3.204646
777,7428.468000,-3.203715
778,7428.469000,-3.202673
779,7428.470000,-3.201672
780,7428.471000,-3.200731
781,7428.472000,-3.199761
782,7428.473000,-3.198805
783,7428.474000,-3.197793
784,7428.475000,-3.196718
785,7428.476000,-3.195654
786,7428.477000,-3.194587
787,7428.478000,-3.19338
788,7428.479000,-3.192031
789,7428.480000,-3.190598
790,7428.481000,-3.189046
791,7428.482000,-3.187475
792,7428.483000,-3.18589
793,7428.484000,-3.184217
794,7428.485000,-3.182475
795,7428.486000,-3.181025
796,7428.487000,-3.179894
797,7428.488000,-3.17893
798,7428.489000,-3.178236
799,7428.490000,-3.177588
800,7428.491000,-3.176977
801,7428.492000,-3.176612
802,7428.493000,-3.176449
803,7428.494000,-3.176261
804,7428.495000,-3.176057
805,7428.496000,-3.175926
806,7428.497000,-3.175817
807,7428.498000,-3.175927
808,7428.499000,-3.176273
809,7428.500000,-3.176718
810,7428.501000,-3.177311
811,7428.502000,-3.177778
812,7428.503000,-3.178081
813,7428.504000,-3.178387
814,7428.505000,-3.178616
815,7428.506000,-3.178901
816,7428.507000,-3.179254
817,7428.508000,-3.179541
818,7428.509000,-3.179789
819,7428.510000,-3.18025
820,7428.511000,-3.18093
821,7428.512000,-3.181725
822,7428.513000,-3.182697
823,7428.514000,-3.183665
824,7428.515000,-3.184618
825,7428.516000,-3.1857
826,7428.517000,-3.186871
827,7428.518000,-3.187905
828,7428.519000,-3.188794
829,7428.520000,-3.189618
830,7428.521000,-3.190317
831,7428.522000,-3.191056
832,7428.523000,-3.19184
833,7428.524000,-3.192532
834,7428.525000,-3.193164
835,7428.526000,-3.193848
836,7428.527000,-3.194576
837,7428.528000,-3.195314
838,7428.529000,-3.196087
839,7428.530000,-3.196788
840,7428.531000,-3.197412
841,7428.532000,-3.198028
842,7428.533000,-3.198612
843,7428.534000,-3.199373
844,7428.535000,-3.200338
845,7428.536000,-3.20139
846,7428.537000,-3.202587
847,7428.538000,-3.203828
848,7428.539000,-3.205102
849,7428.540000,-3.206518
850,7428.541000,-3.208054
851,7428.542000,-3.209535
852,7428.543000,-3.21096
853,7428.544000,-3.212404
854,7428.545000,-3.213821
855,7428.546000,-3.215346
856,7428.547000,-3.216988
857,7428.548000,-3.218646
858,7428.549000,-3.22035
859,7428.550000,-3.221817
860,7428.551000,-3.223006
861,7428.552000,-3.224073
862,7428.553000,-3.224934
863,7428.554000,-3.225726
864,7428.555000,-3.226458
865,7428.556000,-3.226982
866,7428.557000,-3.227322
867,7428.558000,-3.227721
868,7428.559000,-3.228175
869,7428.560000,-3.228581
870,7428.561000,-3.228993
871,7428.562000,-3.229228
872,7428.563000,-3.229269
873,7428.564000,-3.229252
874,7428.565000,-3.229132
875,7428.566000,-3.229068
876,7428.567000,-3.229084
877,7428.568000,-3.229076
878,7428.569000,-3.229088
879,7428.570000,-3.229059
880,7428.571000,-3.228981
881,7428.572000,-3.228925
882,7428.573000,-3.228879
883,7428.574000,-3.228673
884,7428.575000,-3.228302
885,7428.576000,-3.22784
886,7428.577000,-3.227243
887,7428.578000,-3.226627
888,7428.579000,-3.226002
889,7428.580000,-3.225271
890,7428.581000,-3.224461
891,7428.582000,-3.223829
892,7428.583000,-3.22339
893,7428.584000,-3.223041
894,7428.585000,-3.222853
895,7428.586000,-3.222654
896,7428.587000,-3.22244
897,7428.588000,-3.222359
898,7428.589000,-3.222379
899,7428.590000,-3.222349
900,7428.591000,-3.222277
901,7428.592000,-3.222215
902,7428.593000,-3.22213
903,7428.594000,-3.222155
904,7428.595000,-3.222301
905,7428.596000,-3.222474
906,7428.597000,-3.222706
907,7428.598000,-3.222791
908,7428.599000,-3.2227
909,7428.600000,-3.222555
910,7428.601000,-3.222295
911,7428.602000,-3.222021
912,7428.603000,-3.22174
913,7428.604000,-3.22135
914,7428.605000,-3.22087
915,7428.606000,-3.220484
916,7428.607000,-3.220193
917,7428.608000,-3.219921
918,7428.609000,-3.219713
919,7428.610000,-3.219434
920,7428.611000,-3.219074
921,7428.612000,-3.218739
922,7428.613000,-3.218396
923,7428.614000,-3.217888
924,7428.615000,-3.217209
925,7428.616000,-3.216411
926,7428.617000,-3.215451
927,7428.618000,-3.214447
928,7428.619000,-3.213398
929,7428.620000,-3.212207
930,7428.621000,-3.210897
931,7428.622000,-3.209541
932,7428.623000,-3.208134
933,7428.624000,-3.206651
934,7428.625000,-3.205107
935,7428.626000,-3.203429
936,7428.627000,-3.201611
937,7428.628000,-3.199699
938,7428.629000,-3.197675
939,7428.630000,-3.195688
940,7428.631000,-3.193753
941,7428.632000,-3.191787
942,7428.633000,-3.189832
943,7428.634000,-3.187812
944,7428.635000,-3.185719
945,7428.636000,-3.18363
946,7428.637000,-3.181526
947,7428.638000,-3.179284
948,7428.639000,-3.176903
949,7428.640000,-3.174431
950,7428.641000,-3.171838
951,7428.642000,-3.169216
952,7428.643000,-3.166572
953,7428.644000,-3.163831
954,7428.645000,-3.161014
955,7428.646000,-3.158189
956,7428.647000,-3.155351
957,7428.648000,-3.152485
958,7428.649000,-3.149607
959,7428.650000,-3.146662
960,7428.651000,-3.143648
961,7428.652000,-3.140608
962,7428.653000,-3.137531
963,7428.654000,-3.134395
964,7428.655000,-3.131202
965,7428.656000,-3.127957
966,7428.657000,-3.124654
967,7428.658000,-3.121355
968,7428.659000,-3.118062
969,7428.660000,-3.11444
970,7428.661000,-3.110473
971,7428.662000,-3.107611
972,7428.663000,-3.105898
973,7428.664000,-3.097704
974,7428.665000,-3.096926
975,7428.666000,-3.092221
976,7428.667000,-3.088209
977,7428.668000,-3.084093
978,7428.669000,-3.079881
979,7428.670000,-3.075632
980,7428.671000,-3.071344
981,7428.672000,-3.066994
982,7428.673000,-3.062596
983,7428.674000,-3.058104
984,7428.675000,-3.053517
985,7428.676000,-3.048865
986,7428.677000,-3.044139
987,7428.678000,-3.039505
