#HEADER
#TITLES
 , ,4-DCQ
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
191,7723.654000,5.111694E-4
192,7723.655000,-4.882813E-4
193,7723.656000,-0.001403809
194,7723.657000,-0.002204895
195,7723.658000,-0.003005981
196,7723.659000,-0.003768921
197,7723.660000,-0.004440308
198,7723.661000,-0.005027771
199,7723.662000,-0.005615234
200,7723.663000,-0.006217957
201,7723.664000,-0.006782532
202,7723.665000,-0.007331848
203,7723.666000,-0.007789612
204,7723.667000,-0.008155823
205,7723.668000,-0.008476257
206,7723.669000,-0.008735657
207,7723.670000,-0.009048462
208,7723.671000,-0.009422302
209,7723.672000,-0.009788513
210,7723.673000,-0.01018524
211,7723.674000,-0.01056671
212,7723.675000,-0.01089478
213,7723.676000,-0.01127625
214,7723.677000,-0.01166534
215,7723.678000,-0.01196289
216,7723.679000,-0.01216888
217,7723.680000,-0.01232147
218,7723.681000,-0.0124054
219,7723.682000,-0.01248169
220,7723.683000,-0.01258087
221,7723.684000,-0.01260376
222,7723.685000,-0.0125885
223,7723.686000,-0.01263428
224,7723.687000,-0.01274872
225,7723.688000,-0.01287079
226,7723.689000,-0.01304626
227,7723.690000,-0.01321411
228,7723.691000,-0.01334381
229,7723.692000,-0.01351929
230,7723.693000,-0.01371765
231,7723.694000,-0.01389313
232,7723.695000,-0.01404572
233,7723.696000,-0.0141983
234,7723.697000,-0.01432037
235,7723.698000,-0.01447296
236,7723.699000,-0.0146637
237,7723.700000,-0.01485443
238,7723.701000,-0.01503754
239,7723.702000,-0.01515961
240,7723.703000,-0.01519775
241,7723.704000,-0.01519012
242,7723.705000,-0.01512909
243,7723.706000,-0.01504517
244,7723.707000,-0.01493073
245,7723.708000,-0.01477051
246,7723.709000,-0.01454926
247,7723.710000,-0.01435089
248,7723.711000,-0.01417542
249,7723.712000,-0.01397705
250,7723.713000,-0.01380157
251,7723.714000,-0.01356506
252,7723.715000,-0.01328278
253,7723.716000,-0.01299286
254,7723.717000,-0.01268005
255,7723.718000,-0.01246643
256,7723.719000,-0.01236725
257,7723.720000,-0.01231384
258,7723.721000,-0.01235199
259,7723.722000,-0.0124054
260,7723.723000,-0.01248169
261,7723.724000,-0.01264191
262,7723.725000,-0.01287842
263,7723.726000,-0.01309204
264,7723.727000,-0.01328278
265,7723.728000,-0.01348114
266,7723.729000,-0.0136795
267,7723.730000,-0.01394653
268,7723.731000,-0.01428223
269,7723.732000,-0.01464844
270,7723.733000,-0.0150528
271,7723.734000,-0.01543427
272,7723.735000,-0.01577759
273,7723.736000,-0.01612091
274,7723.737000,-0.0164566
275,7723.738000,-0.01681519
276,7723.739000,-0.0171814
277,7723.740000,-0.01753235
278,7723.741000,-0.0178833
279,7723.742000,-0.01828766
280,7723.743000,-0.01877594
281,7723.744000,-0.01928711
282,7723.745000,-0.01985931
283,7723.746000,-0.02042389
284,7723.747000,-0.02099609
285,7723.748000,-0.02160645
286,7723.749000,-0.02224731
287,7723.750000,-0.02281189
288,7723.751000,-0.02330017
289,7723.752000,-0.02373505
290,7723.753000,-0.02410889
291,7723.754000,-0.0244751
292,7723.755000,-0.02484131
293,7723.756000,-0.02513885
294,7723.757000,-0.02539825
295,7723.758000,-0.02568054
296,7723.759000,-0.02597809
297,7723.760000,-0.02626038
298,7723.761000,-0.02655029
299,7723.762000,-0.02679443
300,7723.763000,-0.02697754
301,7723.764000,-0.02715302
302,7723.765000,-0.02728271
303,7723.766000,-0.02749634
304,7723.767000,-0.02776337
305,7723.768000,-0.02805328
306,7723.769000,-0.02838898
307,7723.770000,-0.02872467
308,7723.771000,-0.02906799
309,7723.772000,-0.02944946
310,7723.773000,-0.02984619
311,7723.774000,-0.03022003
312,7723.775000,-0.03055573
313,7723.776000,-0.03086853
314,7723.777000,-0.03115845
315,7723.778000,-0.03145599
316,7723.779000,-0.03179932
317,7723.780000,-0.03212738
318,7723.781000,-0.03244019
319,7723.782000,-0.03276825
320,7723.783000,-0.0330658
321,7723.784000,-0.0333786
322,7723.785000,-0.03367615
323,7723.786000,-0.03398132
324,7723.787000,-0.03425598
325,7723.788000,-0.03453827
326,7723.789000,-0.03479767
327,7723.790000,-0.0350647
328,7723.791000,-0.03535461
329,7723.792000,-0.0356369
330,7723.793000,-0.03592682
331,7723.794000,-0.03620148
332,7723.795000,-0.03648376
333,7723.796000,-0.03675842
334,7723.797000,-0.03702545
335,7723.798000,-0.03728485
336,7723.799000,-0.03752899
337,7723.800000,-0.03777313
338,7723.801000,-0.0380249
339,7723.802000,-0.03824615
340,7723.803000,-0.03845978
341,7723.804000,-0.03866577
342,7723.805000,-0.03887177
343,7723.806000,-0.03907776
344,7723.807000,-0.03927612
345,7723.808000,-0.03946686
346,7723.809000,-0.0396347
347,7723.810000,-0.03981781
348,7723.811000,-0.03998566
349,7723.812000,-0.04014587
350,7723.813000,-0.0402832
351,7723.814000,-0.03930664
352,7723.815000,-0.03710175
353,7723.816000,-0.03416443
354,7723.817000,-0.03018951
355,7723.818000,-0.03581238
356,7723.819000,-0.05207062
357,7723.820000,-0.07368469
358,7723.821000,-0.1036758
359,7723.822000,-0.09116364
360,7723.823000,-0.03118896
361,7723.824000,0.04956818
362,7723.825000,0.1653061
363,7723.826000,0.06079865
364,7723.827000,-0.2893829
365,7723.828000,-0.2845612
366,7723.829000,0.05158997
367,7723.830000,0.09625244
368,7723.831000,-0.06073761
369,7723.832000,-0.07566071
370,7723.833000,-0.0378418
371,7723.834000,-0.04138184
372,7723.835000,-0.04628754
373,7723.836000,-0.04535675
374,7723.837000,-0.04556274
375,7723.838000,-0.04577637
376,7723.839000,-0.04598999
377,7723.840000,-0.04621887
378,7723.841000,-0.04644775
379,7723.842000,-0.04668427
380,7723.843000,-0.04689789
381,7723.844000,-0.04712677
382,7723.845000,-0.04734802
383,7723.846000,-0.04755402
384,7723.847000,-0.04775238
385,7723.848000,-0.04795074
386,7723.849000,-0.04811859
387,7723.850000,-0.04827118
388,7723.851000,-0.04843903
389,7723.852000,-0.04859161
390,7723.853000,-0.04872131
391,7723.854000,-0.04886627
392,7723.855000,-0.04898834
393,7723.856000,-0.04911804
394,7723.857000,-0.04923248
395,7723.858000,-0.04933929
396,7723.859000,-0.04943848
397,7723.860000,-0.0495224
398,7723.861000,-0.04959869
399,7723.862000,-0.04968262
400,7723.863000,-0.04977417
401,7723.864000,-0.04987335
402,7723.865000,-0.0499649
403,7723.866000,-0.05005646
404,7723.867000,-0.05014801
405,7723.868000,-0.0502243
406,7723.869000,-0.05031586
407,7723.870000,-0.05038452
408,7723.871000,-0.05044556
409,7723.872000,-0.05051422
410,7723.873000,-0.05054474
411,7723.874000,-0.05059814
412,7723.875000,-0.05064392
413,7723.876000,-0.0506897
414,7723.877000,-0.05071259
415,7723.878000,-0.05075073
416,7723.879000,-0.05079651
417,7723.880000,-0.05082703
418,7723.881000,-0.05085754
419,7723.882000,-0.05090332
420,7723.883000,-0.05094147
421,7723.884000,-0.05097961
422,7723.885000,-0.05101013
423,7723.886000,-0.05104828
424,7723.887000,-0.0510788
425,7723.888000,-0.05110168
426,7723.889000,-0.05111694
427,7723.890000,-0.05113983
428,7723.891000,-0.05116272
429,7723.892000,-0.05119324
430,7723.893000,-0.0512085
431,7723.894000,-0.05117035
432,7723.895000,-0.05103302
433,7723.896000,-0.05086517
434,7723.897000,-0.05064392
435,7723.898000,-0.05090332
436,7723.899000,-0.05170441
437,7723.900000,-0.05278015
438,7723.901000,-0.05429077
439,7723.902000,-0.05358887
440,7723.903000,-0.05043793
441,7723.904000,-0.04620361
442,7723.905000,-0.04016113
443,7723.906000,-0.04550934
444,7723.907000,-0.06355286
445,7723.908000,-0.06323242
446,7723.909000,-0.04576111
447,7723.910000,-0.04340363
448,7723.911000,-0.05151367
449,7723.912000,-0.05229187
450,7723.913000,-0.05036163
451,7723.914000,-0.05059052
452,7723.915000,-0.05089569
453,7723.916000,-0.05091858
454,7723.917000,-0.05102539
455,7723.918000,-0.0511322
456,7723.919000,-0.05124664
457,7723.920000,-0.05135345
458,7723.921000,-0.05146027
459,7723.922000,-0.0515976
460,7723.923000,-0.05175781
461,7723.924000,-0.05192566
462,7723.925000,-0.05210876
463,7723.926000,-0.05229187
464,7723.927000,-0.05245972
465,7723.928000,-0.05264282
466,7723.929000,-0.05281067
467,7723.930000,-0.05299377
468,7723.931000,-0.05318451
469,7723.932000,-0.05337524
470,7723.933000,-0.05355072
471,7723.934000,-0.05376434
472,7723.935000,-0.05401611
473,7723.936000,-0.05426025
474,7723.937000,-0.05452728
475,7723.938000,-0.05480194
476,7723.939000,-0.0550766
477,7723.940000,-0.05537415
478,7723.941000,-0.05567169
479,7723.942000,-0.05595398
480,7723.943000,-0.05622101
481,7723.944000,-0.05648041
482,7723.945000,-0.05673981
483,7723.946000,-0.05699158
484,7723.947000,-0.05725098
485,7723.948000,-0.05749512
486,7723.949000,-0.05774689
487,7723.950000,-0.05799866
488,7723.951000,-0.05825806
489,7723.952000,-0.05852509
490,7723.953000,-0.05880737
491,7723.954000,-0.05905914
492,7723.955000,-0.05931091
493,7723.956000,-0.05956268
494,7723.957000,-0.05980682
495,7723.958000,-0.06007385
496,7723.959000,-0.06036377
497,7723.960000,-0.06066895
498,7723.961000,-0.06098938
499,7723.962000,-0.06131744
500,7723.963000,-0.06164551
501,7723.964000,-0.06198883
502,7723.965000,-0.06233978
503,7723.966000,-0.06269836
504,7723.967000,-0.06304932
505,7723.968000,-0.06340027
506,7723.969000,-0.06374359
507,7723.970000,-0.06410217
508,7723.971000,-0.06447601
509,7723.972000,-0.06484985
510,7723.973000,-0.06520844
511,7723.974000,-0.06557465
512,7723.975000,-0.06591797
513,7723.976000,-0.06626129
514,7723.977000,-0.06659698
515,7723.978000,-0.06690979
516,7723.979000,-0.06723785
517,7723.980000,-0.06754303
518,7723.981000,-0.06783295
519,7723.982000,-0.06813049
520,7723.983000,-0.06842804
521,7723.984000,-0.06874084
522,7723.985000,-0.06903839
523,7723.986000,-0.06932831
524,7723.987000,-0.0696106
525,7723.988000,-0.06990051
526,7723.989000,-0.07016754
527,7723.990000,-0.07044983
528,7723.991000,-0.07073212
529,7723.992000,-0.07102203
530,7723.993000,-0.07130432
531,7723.994000,-0.07159424
532,7723.995000,-0.07188416
533,7723.996000,-0.07216644
534,7723.997000,-0.07246399
535,7723.998000,-0.07273865
536,7723.999000,-0.07301331
537,7724.000000,-0.07328033
538,7724.001000,-0.0735321
539,7724.002000,-0.07378387
540,7724.003000,-0.07402802
541,7724.004000,-0.07427979
542,7724.005000,-0.07452393
543,7724.006000,-0.07479095
544,7724.007000,-0.07506561
545,7724.008000,-0.07535553
546,7724.009000,-0.07565308
547,7724.010000,-0.07595825
548,7724.011000,-0.07626343
549,7724.012000,-0.07657623
550,7724.013000,-0.07689667
551,7724.014000,-0.0772171
552,7724.015000,-0.07753754
553,7724.016000,-0.07785797
554,7724.017000,-0.07817841
555,7724.018000,-0.07850647
556,7724.019000,-0.07884979
557,7724.020000,-0.07920074
558,7724.021000,-0.0795517
559,7724.022000,-0.07991028
560,7724.023000,-0.08024597
561,7724.024000,-0.08058929
562,7724.025000,-0.08091736
563,7724.026000,-0.08123779
564,7724.027000,-0.08156586
565,7724.028000,-0.08189392
566,7724.029000,-0.08220673
567,7724.030000,-0.08253479
568,7724.031000,-0.08287048
569,7724.032000,-0.08321381
570,7724.033000,-0.08356476
571,7724.034000,-0.08391571
572,7724.035000,-0.0842514
573,7724.036000,-0.08459473
574,7724.037000,-0.08494568
575,7724.038000,-0.08525085
576,7724.039000,-0.08552551
577,7724.040000,-0.08577728
578,7724.041000,-0.08599091
579,7724.042000,-0.0861969
580,7724.043000,-0.08639526
581,7724.044000,-0.08654785
582,7724.045000,-0.08669281
583,7724.046000,-0.08682251
584,7724.047000,-0.08695221
585,7724.048000,-0.08707428
586,7724.049000,-0.08718872
587,7724.050000,-0.08726501
588,7724.051000,-0.08731079
589,7724.052000,-0.08734131
590,7724.053000,-0.08734894
591,7724.054000,-0.0873642
592,7724.055000,-0.08738708
593,7724.056000,-0.08740997
594,7724.057000,-0.08744812
595,7724.058000,-0.08745575
596,7724.059000,-0.08745575
597,7724.060000,-0.08744812
598,7724.061000,-0.08745575
599,7724.062000,-0.08743286
600,7724.063000,-0.0873642
601,7724.064000,-0.08729553
602,7724.065000,-0.08717346
603,7724.066000,-0.08706665
604,7724.067000,-0.08695984
605,7724.068000,-0.08683014
606,7724.069000,-0.08667755
607,7724.070000,-0.08652496
608,7724.071000,-0.08638763
609,7724.072000,-0.08625793
610,7724.073000,-0.08613586
611,7724.074000,-0.08599854
612,7724.075000,-0.08584595
613,7724.076000,-0.08569336
614,7724.077000,-0.0855484
615,7724.078000,-0.08539581
616,7724.079000,-0.08522034
617,7724.080000,-0.08504486
618,7724.081000,-0.0848465
619,7724.082000,-0.08465576
620,7724.083000,-0.08448029
621,7724.084000,-0.08428192
622,7724.085000,-0.08409119
623,7724.086000,-0.08387756
624,7724.087000,-0.08362579
625,7724.088000,-0.08336639
626,7724.089000,-0.08307648
627,7724.090000,-0.08278656
628,7724.091000,-0.08248138
629,7724.092000,-0.08215332
630,7724.093000,-0.08181763
631,7724.094000,-0.08146667
632,7724.095000,-0.08111572
633,7724.096000,-0.0807724
634,7724.097000,-0.08041382
635,7724.098000,-0.08003235
636,7724.099000,-0.07962799
637,7724.100000,-0.07922363
638,7724.101000,-0.07881165
639,7724.102000,-0.07842255
640,7724.103000,-0.07803345
641,7724.104000,-0.07766724
642,7724.105000,-0.07731628
643,7724.106000,-0.07696533
644,7724.107000,-0.07661438
645,7724.108000,-0.07627869
646,7724.109000,-0.07595825
647,7724.110000,-0.07561493
648,7724.111000,-0.07527161
649,7724.112000,-0.07491302
650,7724.113000,-0.07455444
651,7724.114000,-0.07421875
652,7724.115000,-0.07389832
653,7724.116000,-0.07357025
654,7724.117000,-0.0732193
655,7724.118000,-0.07288361
656,7724.119000,-0.07254028
657,7724.120000,-0.0721817
658,7724.121000,-0.07181549
659,7724.122000,-0.07144165
660,7724.123000,-0.07106781
661,7724.124000,-0.07069397
662,7724.125000,-0.07030487
663,7724.126000,-0.0699234
664,7724.127000,-0.06955719
665,7724.128000,-0.06919098
666,7724.129000,-0.0688324
667,7724.130000,-0.06848145
668,7724.131000,-0.06811523
669,7724.132000,-0.06774902
670,7724.133000,-0.06739044
671,7724.134000,-0.06700897
672,7724.135000,-0.06658936
673,7724.136000,-0.06616211
674,7724.137000,-0.06570435
675,7724.138000,-0.06524658
676,7724.139000,-0.06477356
677,7724.140000,-0.06429291
678,7724.141000,-0.06378174
679,7724.142000,-0.0632782
680,7724.143000,-0.06276703
681,7724.144000,-0.06224823
682,7724.145000,-0.06172943
683,7724.146000,-0.06118774
684,7724.147000,-0.06062317
685,7724.148000,-0.06005096
686,7724.149000,-0.05945587
687,7724.150000,-0.0588913
688,7724.151000,-0.05831909
689,7724.152000,-0.05775452
690,7724.153000,-0.05718994
691,7724.154000,-0.05662537
692,7724.155000,-0.05605316
693,7724.156000,-0.05548859
694,7724.157000,-0.05490875
695,7724.158000,-0.05432892
696,7724.159000,-0.0537262
697,7724.160000,-0.05311584
698,7724.161000,-0.0524826
699,7724.162000,-0.05186462
700,7724.163000,-0.05123138
701,7724.164000,-0.05058289
702,7724.165000,-0.04994965
703,7724.166000,-0.04931641
704,7724.167000,-0.04869843
705,7724.168000,-0.04810333
706,7724.169000,-0.04750061
707,7724.170000,-0.04689789
708,7724.171000,-0.0463028
709,7724.172000,-0.04571533
710,7724.173000,-0.04512787
711,7724.174000,-0.04454803
712,7724.175000,-0.04396057
713,7724.176000,-0.04337311
714,7724.177000,-0.04278564
715,7724.178000,-0.04220581
716,7724.179000,-0.04164124
717,7724.180000,-0.04106903
718,7724.181000,-0.04050446
719,7724.182000,-0.03993225
720,7724.183000,-0.03936005
721,7724.184000,-0.03877258
722,7724.185000,-0.03817749
723,7724.186000,-0.0375824
724,7724.187000,-0.0369873
725,7724.188000,-0.03639984
726,7724.189000,-0.03578186
727,7724.190000,-0.03518677
728,7724.191000,-0.0345993
729,7724.192000,-0.03401947
730,7724.193000,-0.03343964
731,7724.194000,-0.0328598
732,7724.195000,-0.03227234
733,7724.196000,-0.03168488
734,7724.197000,-0.03110504
735,7724.198000,-0.03051758
736,7724.199000,-0.02990723
737,7724.200000,-0.02931213
738,7724.201000,-0.02870178
739,7724.202000,-0.02809906
740,7724.203000,-0.02748108
741,7724.204000,-0.0268631
742,7724.205000,-0.02625275
743,7724.206000,-0.02561951
744,7724.207000,-0.0249939
745,7724.208000,-0.02437592
746,7724.209000,-0.02374268
747,7724.210000,-0.02312469
748,7724.211000,-0.02249146
749,7724.212000,-0.02185059
750,7724.213000,-0.02119446
751,7724.214000,-0.02056885
752,7724.215000,-0.01993561
753,7724.216000,-0.01931
754,7724.217000,-0.01867676
755,7724.218000,-0.01806641
756,7724.219000,-0.01742554
757,7724.220000,-0.01681519
758,7724.221000,-0.01618958
759,7724.222000,-0.01557159
760,7724.223000,-0.01494598
761,7724.224000,-0.014328
762,7724.225000,-0.01368713
763,7724.226000,-0.01306152
764,7724.227000,-0.01244354
765,7724.228000,-0.0118103
766,7724.229000,-0.01117706
767,7724.230000,-0.01053619
768,7724.231000,-0.009864807
769,7724.232000,-0.009185791
770,7724.233000,-0.008491516
771,7724.234000,-0.007789612
772,7724.235000,-0.00705719
773,7724.236000,-0.006332397
774,7724.237000,-0.005577087
775,7724.238000,-0.004837036
776,7724.239000,-0.004074097
777,7724.240000,-0.003326416
778,7724.241000,-0.002563477
779,7724.242000,-0.001785278
780,7724.243000,-9.994507E-4
781,7724.244000,-1.983643E-4
782,7724.245000,6.17981E-4
783,7724.246000,0.001434326
784,7724.247000,0.002235413
785,7724.248000,0.003036499
786,7724.249000,0.003860474
787,7724.250000,0.004684448
788,7724.251000,0.005500793
789,7724.252000,0.006332397
790,7724.253000,0.007164001
791,7724.254000,0.008010864
792,7724.255000,0.008872986
793,7724.256000,0.009742737
794,7724.257000,0.01062012
795,7724.258000,0.01151276
796,7724.259000,0.01241302
797,7724.260000,0.01331329
798,7724.261000,0.01422882
799,7724.262000,0.01513672
800,7724.263000,0.01603699
801,7724.264000,0.01692963
802,7724.265000,0.01781464
803,7724.266000,0.01869965
804,7724.267000,0.01960754
805,7724.268000,0.02048492
806,7724.269000,0.02138519
807,7724.270000,0.02228546
808,7724.271000,0.0231781
809,7724.272000,0.02407837
810,7724.273000,0.0249939
811,7724.274000,0.02590179
812,7724.275000,0.02680206
813,7724.276000,0.02770996
814,7724.277000,0.02861786
815,7724.278000,0.02952576
816,7724.279000,0.03045654
817,7724.280000,0.03139496
818,7724.281000,0.03234863
819,7724.282000,0.03330994
820,7724.283000,0.03426361
821,7724.284000,0.03523254
822,7724.285000,0.03622437
823,7724.286000,0.03720093
824,7724.287000,0.03816986
825,7724.288000,0.03913116
826,7724.289000,0.04011536
827,7724.290000,0.04110718
828,7724.291000,0.042099
829,7724.292000,0.04309845
830,7724.293000,0.04409027
831,7724.294000,0.04503632
832,7724.295000,0.0459137
833,7724.296000,0.04676056
834,7724.297000,0.04754639
835,7724.298000,0.04831696
836,7724.299000,0.04907227
837,7724.300000,0.04977417
838,7724.301000,0.05043793
839,7724.302000,0.05109406
840,7724.303000,0.05175018
841,7724.304000,0.05239868
842,7724.305000,0.05303192
843,7724.306000,0.05361176
844,7724.307000,0.05415344
845,7724.308000,0.05466461
846,7724.309000,0.05515289
847,7724.310000,0.0556488
848,7724.311000,0.05615234
849,7724.312000,0.05664825
850,7724.313000,0.05713654
851,7724.314000,0.05761719
852,7724.315000,0.05807495
853,7724.316000,0.05853271
854,7724.317000,0.05898285
855,7724.318000,0.05938721
856,7724.319000,0.05974579
857,7724.320000,0.06006622
858,7724.321000,0.06036377
859,7724.322000,0.06063843
860,7724.323000,0.06091309
861,7724.324000,0.06115723
862,7724.325000,0.06136322
863,7724.326000,0.06169128
864,7724.327000,0.06214905
865,7724.328000,0.06264496
866,7724.329000,0.06324768
867,7724.330000,0.0606842
868,7724.331000,0.05461884
869,7724.332000,0.06606293
870,7724.333000,0.09611511
871,7724.334000,0.05316162
872,7724.335000,-0.06572723
873,7724.336000,0.2267761
874,7724.337000,0.04265594
875,7724.338000,0.08102417
876,7724.339000,0.04402161
877,7724.340000,0.0307312
878,7724.341000,0.03691101
879,7724.342000,0.05843353
880,7724.343000,0.1065826
881,7724.344000,0.1046829
882,7724.345000,0.04994202
883,7724.346000,0.04203796
884,7724.347000,0.06861877
885,7724.348000,0.0712204
886,7724.349000,0.06466675
887,7724.350000,0.06520081
888,7724.351000,0.065979
889,7724.352000,0.06575012
890,7724.353000,0.06573486
891,7724.354000,0.0656662
892,7724.355000,0.06557465
893,7724.356000,0.06546783
894,7724.357000,0.06535339
895,7724.358000,0.06525421
896,7724.359000,0.06518555
897,7724.360000,0.06512451
898,7724.361000,0.06507874
899,7724.362000,0.06402588
900,7724.363000,0.06187439
901,7724.364000,0.06789398
902,7724.365000,0.08272552
903,7724.366000,0.06225586
904,7724.367000,0.004920959
905,7724.368000,0.1327286
906,7724.369000,0.04284668
907,7724.370000,0.06468201
908,7724.371000,0.06465912
909,7724.372000,0.06461334
910,7724.373000,0.0645752
911,7724.374000,0.06451416
912,7724.375000,0.06443024
913,7724.376000,0.06434631
914,7724.377000,0.06425476
915,7724.378000,0.06415558
916,7724.379000,0.06404114
917,7724.380000,0.06391907
918,7724.381000,0.063797
919,7724.382000,0.0636673
920,7724.383000,0.06356049
921,7724.384000,0.06344604
922,7724.385000,0.06334686
923,7724.386000,0.06324005
924,7724.387000,0.06311035
925,7724.388000,0.06300354
926,7724.389000,0.0628891
927,7724.390000,0.06272888
928,7724.391000,0.06253815
929,7724.392000,0.06230927
930,7724.393000,0.06204987
931,7724.394000,0.06175995
932,7724.395000,0.06148529
933,7724.396000,0.06116486
934,7724.397000,0.06082153
935,7724.398000,0.06047821
936,7724.399000,0.06012726
937,7724.400000,0.05975342
938,7724.401000,0.05937195
939,7724.402000,0.05897522
940,7724.403000,0.05852509
941,7724.404000,0.05807495
