#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
418,7642.377000,-11.00063
419,7642.378000,-10.84981
420,7642.379000,-10.77576
421,7642.380000,-10.88703
422,7642.381000,-10.85049
423,7642.382000,-10.76452
424,7642.383000,-10.7316
425,7642.384000,-10.56938
426,7642.385000,-10.42303
427,7642.386000,-10.46762
428,7642.387000,-10.52755
429,7642.388000,-10.22343
430,7642.389000,-10.34533
431,7642.390000,-10.51697
432,7642.391000,-10.50916
433,7642.392000,-10.56729
434,7642.393000,-10.72291
435,7642.394000,-10.88932
436,7642.395000,-10.81409
437,7642.396000,-10.80227
438,7642.397000,-10.7184
439,7642.398000,-10.70216
440,7642.399000,-10.76471
441,7642.400000,-10.77114
442,7642.401000,-10.74692
443,7642.402000,-10.9122
444,7642.403000,-10.84323
445,7642.404000,-10.68056
446,7642.405000,-10.52754
447,7642.406000,-10.7748
448,7642.407000,-10.64328
449,7642.408000,-10.62972
450,7642.409000,-10.7485
451,7642.410000,-10.79385
452,7642.411000,-10.83081
453,7642.412000,-10.89901
454,7642.413000,-10.98252
455,7642.414000,-11.02107
456,7642.415000,-11.01349
457,7642.416000,-11.03835
458,7642.417000,-11.01574
459,7642.418000,-10.92015
460,7642.419000,-10.94309
461,7642.420000,-10.87964
462,7642.421000,-10.80711
463,7642.422000,-10.79082
464,7642.423000,-10.8329
465,7642.424000,-10.7494
466,7642.425000,-10.75312
467,7642.426000,-10.93025
468,7642.427000,-10.79898
469,7642.428000,-10.90188
470,7642.429000,-10.89467
471,7642.430000,-10.93844
472,7642.431000,-10.98356
473,7642.432000,-10.91547
474,7642.433000,-10.95719
475,7642.434000,-10.95302
476,7642.435000,-10.95279
477,7642.436000,-10.95298
478,7642.437000,-10.94819
479,7642.438000,-10.95661
480,7642.439000,-10.97835
481,7642.440000,-10.97857
482,7642.441000,-10.95861
483,7642.442000,-10.95166
484,7642.443000,-10.95213
485,7642.444000,-10.94826
486,7642.445000,-10.94503
487,7642.446000,-10.90868
488,7642.447000,-10.90265
489,7642.448000,-10.90487
490,7642.449000,-10.94003
491,7642.450000,-10.82991
492,7642.451000,-10.83112
493,7642.452000,-10.88813
494,7642.453000,-10.80118
495,7642.454000,-10.80704
496,7642.455000,-10.81239
497,7642.456000,-10.76055
498,7642.457000,-10.78026
499,7642.458000,-10.76433
500,7642.459000,-10.76177
501,7642.460000,-10.74821
502,7642.461000,-10.72492
503,7642.462000,-10.76265
504,7642.463000,-10.74056
505,7642.464000,-10.73473
506,7642.465000,-10.74705
507,7642.466000,-10.7487
508,7642.467000,-10.75359
509,7642.468000,-10.77708
510,7642.469000,-10.82066
511,7642.470000,-10.79497
512,7642.471000,-10.69662
513,7642.472000,-10.95623
514,7642.473000,-10.79631
515,7642.474000,-10.85145
516,7642.475000,-10.86428
517,7642.476000,-10.8884
518,7642.477000,-10.92495
519,7642.478000,-10.86772
520,7642.479000,-10.83982
521,7642.480000,-10.75178
522,7642.481000,-10.64115
523,7642.482000,-10.5691
524,7642.483000,-10.54391
525,7642.484000,-10.54067
526,7642.485000,-10.59464
527,7642.486000,-10.5506
528,7642.487000,-10.63811
529,7642.488000,-10.80451
530,7642.489000,-10.90458
531,7642.490000,-11.00272
532,7642.491000,-10.99273
533,7642.492000,-10.91243
534,7642.493000,-10.82238
535,7642.494000,-10.78099
536,7642.495000,-10.80101
537,7642.496000,-10.78921
538,7642.497000,-10.85673
539,7642.498000,-10.80962
540,7642.499000,-10.74289
541,7642.500000,-10.97639
542,7642.501000,-11.03459
543,7642.502000,-10.84941
544,7642.503000,-11.0055
545,7642.504000,-10.98418
546,7642.505000,-10.89275
547,7642.506000,-10.96649
548,7642.507000,-10.89492
549,7642.508000,-10.94589
550,7642.509000,-10.91843
551,7642.510000,-10.92603
552,7642.511000,-10.92667
553,7642.512000,-10.89834
554,7642.513000,-10.74556
555,7642.514000,-10.9811
556,7642.515000,-10.88068
557,7642.516000,-10.74131
558,7642.517000,-10.79282
559,7642.518000,-10.80571
560,7642.519000,-10.72814
561,7642.520000,-10.70427
562,7642.521000,-10.66551
563,7642.522000,-10.65117
564,7642.523000,-10.6702
565,7642.524000,-10.63857
566,7642.525000,-10.56061
567,7642.526000,-10.54793
568,7642.527000,-10.57304
569,7642.528000,-10.55865
570,7642.529000,-10.58962
571,7642.530000,-10.57048
572,7642.531000,-10.51684
573,7642.532000,-10.49325
574,7642.533000,-10.53392
575,7642.534000,-10.28282
576,7642.535000,-10.30861
577,7642.536000,-10.41156
578,7642.537000,-10.43361
579,7642.538000,-10.19193
580,7642.539000,-10.17124
581,7642.540000,-10.39081
582,7642.541000,-10.21378
583,7642.542000,-10.19746
584,7642.543000,-10.22618
585,7642.544000,-10.34191
586,7642.545000,-10.33396
587,7642.546000,-10.40963
588,7642.547000,-10.47655
589,7642.548000,-10.33014
590,7642.549000,-10.33726
591,7642.550000,-10.43271
592,7642.551000,-10.38776
593,7642.552000,-10.40736
594,7642.553000,-10.44864
595,7642.554000,-10.45662
596,7642.555000,-10.44818
597,7642.556000,-10.44124
598,7642.557000,-10.4682
599,7642.558000,-10.40897
600,7642.559000,-10.46103
601,7642.560000,-10.56838
602,7642.561000,-10.59636
603,7642.562000,-10.64244
604,7642.563000,-10.63323
605,7642.564000,-10.65559
606,7642.565000,-10.56556
607,7642.566000,-10.65582
608,7642.567000,-10.64764
