DATE,DEXUSAL
2016-02-09,0.7065
2016-02-10,0.7089
2016-02-11,0.7096
2016-02-12,0.7098
2016-02-15,.
2016-02-16,0.7103
2016-02-17,0.7168
2016-02-18,0.7150
2016-02-19,0.7125
2016-02-22,0.7238
2016-02-23,0.7209
2016-02-24,0.7177
2016-02-25,0.7208
2016-02-26,0.7130
2016-02-29,0.7152
2016-03-01,0.7172
2016-03-02,0.7268
2016-03-03,0.7360
2016-03-04,0.7425
2016-03-07,0.7467
2016-03-08,0.7451
2016-03-09,0.7528
2016-03-10,0.7444
2016-03-11,0.7572
2016-03-14,0.7515
2016-03-15,0.7465
2016-03-16,0.7435
2016-03-17,0.7637
2016-03-18,0.7618
2016-03-21,0.7594
2016-03-22,0.7625
2016-03-23,0.7533
2016-03-24,0.7516
2016-03-25,0.7518
2016-03-28,0.7549
2016-03-29,0.7567
2016-03-30,0.7667
2016-03-31,0.7677
2016-04-01,0.7672
2016-04-04,0.7614
2016-04-05,0.7519
2016-04-06,0.7613
2016-04-07,0.7504
2016-04-08,0.7554
2016-04-11,0.7599
2016-04-12,0.7659
2016-04-13,0.7649
2016-04-14,0.7705
2016-04-15,0.7717
2016-04-18,0.7746
2016-04-19,0.7806
2016-04-20,0.7817
2016-04-21,0.7758
2016-04-22,0.7713
2016-04-25,0.7717
2016-04-26,0.7741
2016-04-27,0.7594
2016-04-28,0.7635
2016-04-29,0.7612
2016-05-02,0.7641
2016-05-03,0.7492
2016-05-04,0.7454
2016-05-05,0.7465
2016-05-06,0.7358
2016-05-09,0.7323
2016-05-10,0.7351
2016-05-11,0.7398
2016-05-12,0.7314
2016-05-13,0.7273
2016-05-16,0.7300
2016-05-17,0.7352
2016-05-18,0.7285
2016-05-19,0.7213
2016-05-20,0.7215
2016-05-23,0.7203
2016-05-24,0.7184
2016-05-25,0.7186
2016-05-26,0.7227
2016-05-27,0.7205
2016-05-30,.
2016-05-31,0.7242
2016-06-01,0.7242
2016-06-02,0.7225
2016-06-03,0.7339
2016-06-06,0.7362
2016-06-07,0.7452
2016-06-08,0.7479
2016-06-09,0.7431
2016-06-10,0.7395
2016-06-13,0.7394
2016-06-14,0.7360
2016-06-15,0.7404
2016-06-16,0.7312
2016-06-17,0.7385
2016-06-20,0.7458
2016-06-21,0.7461
2016-06-22,0.7491
2016-06-23,0.7598
2016-06-24,0.7451
2016-06-27,0.7357
2016-06-28,0.7353
2016-06-29,0.7444
2016-06-30,0.7432
2016-07-01,0.7485
2016-07-04,.
2016-07-05,0.7456
2016-07-06,0.7511
2016-07-07,0.7488
2016-07-08,0.7559
2016-07-11,0.7534
2016-07-12,0.7631
2016-07-13,0.7624
2016-07-14,0.7632
2016-07-15,0.7587
2016-07-18,0.7597
2016-07-19,0.7496
2016-07-20,0.7486
2016-07-21,0.7497
2016-07-22,0.7453
2016-07-25,0.7458
2016-07-26,0.7516
2016-07-27,0.7460
2016-07-28,0.7511
2016-07-29,0.7599
2016-08-01,0.7567
2016-08-02,0.7611
2016-08-03,0.7592
2016-08-04,0.7637
2016-08-05,0.7615
2016-08-08,0.7656
2016-08-09,0.7677
2016-08-10,0.7717
2016-08-11,0.7710
2016-08-12,0.7669
2016-08-15,0.7687
2016-08-16,0.7697
2016-08-17,0.7619
2016-08-18,0.7684
2016-08-19,0.7620
2016-08-22,0.7629
2016-08-23,0.7632
2016-08-24,0.7605
2016-08-25,0.7611
2016-08-26,0.7614
2016-08-29,0.7576
2016-08-30,0.7516
2016-08-31,0.7519
2016-09-01,0.7542
2016-09-02,0.7557
2016-09-05,.
2016-09-06,0.7674
2016-09-07,0.7675
2016-09-08,0.7666
2016-09-09,0.7549
2016-09-12,0.7526
2016-09-13,0.7470
2016-09-14,0.7485
2016-09-15,0.7512
2016-09-16,0.7489
2016-09-19,0.7560
2016-09-20,0.7552
2016-09-21,0.7589
2016-09-22,0.7644
2016-09-23,0.7621
2016-09-26,0.7642
2016-09-27,0.7658
2016-09-28,0.7659
2016-09-29,0.7676
2016-09-30,0.7667
2016-10-03,0.7664
2016-10-04,0.7644
2016-10-05,0.7618
2016-10-06,0.7580
2016-10-07,0.7556
2016-10-10,.
2016-10-11,0.7545
2016-10-12,0.7553
2016-10-13,0.7558
2016-10-14,0.7610
2016-10-17,0.7626
2016-10-18,0.7679
2016-10-19,0.7715
2016-10-20,0.7640
2016-10-21,0.7597
2016-10-24,0.7603
2016-10-25,0.7652
2016-10-26,0.7657
2016-10-27,0.7606
2016-10-28,0.7578
2016-10-31,0.7611
2016-11-01,0.7659
2016-11-02,0.7667
2016-11-03,0.7681
2016-11-04,0.7669
2016-11-07,0.7700
2016-11-08,0.7733
2016-11-09,0.7674
2016-11-10,0.7590
2016-11-11,.
2016-11-14,0.7532
2016-11-15,0.7540
2016-11-16,0.7492
2016-11-17,0.7455
2016-11-18,0.7345
2016-11-21,0.7357
2016-11-22,0.7388
2016-11-23,0.7391
2016-11-24,.
2016-11-25,0.7425
2016-11-28,0.7478
2016-11-29,0.7469
2016-11-30,0.7387
2016-12-01,0.7411
2016-12-02,0.7445
2016-12-05,0.7476
2016-12-06,0.7454
2016-12-07,0.7479
2016-12-08,0.7448
2016-12-09,0.7442
2016-12-12,0.7486
2016-12-13,0.7494
2016-12-14,0.7512
2016-12-15,0.7343
2016-12-16,0.7298
2016-12-19,0.7264
2016-12-20,0.7252
2016-12-21,0.7244
2016-12-22,0.7216
2016-12-23,0.7174
2016-12-26,.
2016-12-27,0.7189
2016-12-28,0.7185
2016-12-29,0.7220
2016-12-30,0.7230
2017-01-02,.
2017-01-03,0.7231
2017-01-04,0.7270
2017-01-05,0.7334
2017-01-06,0.7305
2017-01-09,0.7364
2017-01-10,0.7370
2017-01-11,0.7400
2017-01-12,0.7508
2017-01-13,0.7481
2017-01-16,.
2017-01-17,0.7540
2017-01-18,0.7553
2017-01-19,0.7545
2017-01-20,.
2017-01-23,0.7564
2017-01-24,0.7584
2017-01-25,0.7565
2017-01-26,0.7531
2017-01-27,0.7549
2017-01-30,0.7556
2017-01-31,0.7582
2017-02-01,0.7564
2017-02-02,0.7673
2017-02-03,0.7686
