DATE,DEXUSAL
2007-07-16,0.8722
2007-07-17,0.8732
2007-07-18,0.8778
2007-07-19,0.8796
2007-07-20,0.8796
2007-07-23,0.8835
2007-07-24,0.8841
2007-07-25,0.8828
2007-07-26,0.8780
2007-07-27,0.8560
2007-07-30,0.8509
2007-07-31,0.8594
2007-08-01,0.8537
2007-08-02,0.8595
2007-08-03,0.8573
2007-08-06,0.8572
2007-08-07,0.8543
2007-08-08,0.8618
2007-08-09,0.8542
2007-08-10,0.8455
2007-08-13,0.8430
2007-08-14,0.8384
2007-08-15,0.8243
2007-08-16,0.7860
2007-08-17,0.7887
2007-08-20,0.8005
2007-08-21,0.8000
2007-08-22,0.8043
2007-08-23,0.8134
2007-08-24,0.8242
2007-08-27,0.8288
2007-08-28,0.8207
2007-08-29,0.8190
2007-08-30,0.8183
2007-08-31,0.8157
2007-09-03,0.8157
2007-09-04,0.8245
2007-09-05,0.8245
2007-09-06,0.8275
2007-09-07,0.8259
2007-09-10,0.8238
2007-09-11,0.8310
2007-09-12,0.8401
2007-09-13,0.8395
2007-09-14,0.8415
2007-09-17,0.8328
2007-09-18,0.8363
2007-09-19,0.8555
2007-09-20,0.8641
2007-09-21,0.8650
2007-09-24,0.8669
2007-09-25,0.8691
2007-09-26,0.8749
2007-09-27,0.8776
2007-09-28,0.8855
2007-10-01,0.8931
2007-10-02,0.8846
2007-10-03,0.8882
2007-10-04,0.8883
2007-10-05,0.8998
2007-10-08,0.8998
2007-10-09,0.8975
2007-10-10,0.8992
2007-10-11,0.9043
2007-10-12,0.9042
2007-10-15,0.9012
2007-10-16,0.8860
2007-10-17,0.8942
2007-10-18,0.8947
2007-10-19,0.8935
2007-10-22,0.8785
2007-10-23,0.8943
2007-10-24,0.8997
2007-10-25,0.9059
2007-10-26,0.9163
2007-10-29,0.9211
2007-10-30,0.9185
2007-10-31,0.9271
2007-11-01,0.9186
2007-11-02,0.9180
2007-11-05,0.9196
2007-11-06,0.9253
2007-11-07,0.9369
2007-11-08,0.9266
2007-11-09,0.9145
2007-11-12,.
2007-11-13,0.8893
2007-11-14,0.9002
2007-11-15,0.8921
2007-11-16,0.8909
2007-11-19,0.8835
2007-11-20,0.8874
2007-11-21,0.8698
2007-11-22,0.8698
2007-11-23,0.8744
2007-11-26,0.8778
2007-11-27,0.8744
2007-11-28,0.8817
2007-11-29,0.8830
2007-11-30,0.8848
2007-12-03,0.8828
2007-12-04,0.8726
2007-12-05,0.8709
2007-12-06,0.8731
2007-12-07,0.8807
2007-12-10,0.8829
2007-12-11,0.8867
2007-12-12,0.8857
2007-12-13,0.8745
2007-12-14,0.8620
2007-12-17,0.8570
2007-12-18,0.8557
2007-12-19,0.8567
2007-12-20,0.8577
2007-12-21,0.8657
2007-12-24,0.8705
2007-12-25,.
2007-12-26,0.8734
2007-12-27,0.8773
2007-12-28,0.8740
2007-12-31,0.8776
2008-01-01,.
2008-01-02,0.8812
2008-01-03,0.8819
2008-01-04,0.8762
2008-01-07,0.8712
2008-01-08,0.8812
2008-01-09,0.8801
2008-01-10,0.8891
2008-01-11,0.8927
2008-01-14,0.8981
2008-01-15,0.8875
2008-01-16,0.8780
2008-01-17,0.8827
2008-01-18,0.8759
2008-01-21,.
2008-01-22,0.8684
2008-01-23,0.8654
2008-01-24,0.8790
2008-01-25,0.8817
2008-01-28,0.8833
2008-01-29,0.8895
2008-01-30,0.8893
2008-01-31,0.8968
2008-02-01,0.9035
2008-02-04,0.9091
2008-02-05,0.8997
2008-02-06,0.8983
2008-02-07,0.8942
2008-02-08,0.8945
2008-02-11,0.9027
2008-02-12,0.9058
2008-02-13,0.8934
2008-02-14,0.9034
2008-02-15,0.9069
2008-02-18,.
2008-02-19,0.9203
2008-02-20,0.9148
2008-02-21,0.9206
2008-02-22,0.9205
2008-02-25,0.9232
2008-02-26,0.9292
2008-02-27,0.9417
2008-02-28,0.9463
2008-02-29,0.9370
2008-03-03,0.9409
2008-03-04,0.9227
2008-03-05,0.9319
2008-03-06,0.9317
2008-03-07,0.9283
2008-03-10,0.9177
2008-03-11,0.9249
2008-03-12,0.9322
2008-03-13,0.9411
2008-03-14,0.9371
2008-03-17,0.9184
2008-03-18,0.9271
2008-03-19,0.9214
2008-03-20,0.8958
2008-03-21,0.9016
2008-03-24,0.9062
2008-03-25,0.9136
2008-03-26,0.9196
2008-03-27,0.9202
2008-03-28,0.9188
2008-03-31,0.9132
2008-04-01,0.9067
2008-04-02,0.9134
2008-04-03,0.9152
2008-04-04,0.9214
2008-04-07,0.9274
2008-04-08,0.9278
2008-04-09,0.9283
2008-04-10,0.9324
2008-04-11,0.9290
2008-04-14,0.9229
2008-04-15,0.9245
2008-04-16,0.9396
2008-04-17,0.9370
2008-04-18,0.9294
2008-04-21,0.9418
2008-04-22,0.9458
2008-04-23,0.9488
2008-04-24,0.9395
2008-04-25,0.9330
2008-04-28,0.9395
2008-04-29,0.9347
2008-04-30,0.9419
2008-05-01,0.9338
2008-05-02,0.9366
2008-05-05,0.9454
2008-05-06,0.9481
2008-05-07,0.9426
2008-05-08,0.9430
2008-05-09,0.9417
2008-05-12,0.9467
2008-05-13,0.9420
2008-05-14,0.9348
2008-05-15,0.9415
2008-05-16,0.9540
2008-05-19,0.9532
2008-05-20,0.9599
2008-05-21,0.9644
2008-05-22,0.9552
2008-05-23,0.9608
2008-05-26,.
2008-05-27,0.9588
2008-05-28,0.9616
2008-05-29,0.9545
2008-05-30,0.9551
2008-06-02,0.9548
2008-06-03,0.9545
2008-06-04,0.9605
2008-06-05,0.9567
2008-06-06,0.9603
2008-06-09,0.9523
2008-06-10,0.9448
2008-06-11,0.9487
2008-06-12,0.9342
2008-06-13,0.9390
2008-06-16,0.9404
2008-06-17,0.9428
2008-06-18,0.9441
2008-06-19,0.9499
2008-06-20,0.9540
2008-06-23,0.9507
2008-06-24,0.9573
2008-06-25,0.9540
2008-06-26,0.9573
2008-06-27,0.9610
2008-06-30,0.9562
2008-07-01,0.9535
2008-07-02,0.9634
2008-07-03,0.9604
2008-07-04,.
2008-07-07,0.9531
2008-07-08,0.9533
2008-07-09,0.9585
2008-07-10,0.9621
2008-07-11,0.9674
2008-07-14,0.9721
2008-07-15,0.9797
2008-07-16,0.9761
2008-07-17,0.9750
2008-07-18,0.9728
2008-07-21,0.9749
2008-07-22,0.9715
2008-07-23,0.9636
2008-07-24,0.9570
2008-07-25,0.9562
2008-07-28,0.9571
2008-07-29,0.9508
2008-07-30,0.9434
2008-07-31,0.9415
2008-08-01,0.9317
2008-08-04,0.9299
2008-08-05,0.9157
2008-08-06,0.9078
2008-08-07,0.9079
2008-08-08,0.8915
2008-08-11,0.8869
2008-08-12,0.8757
2008-08-13,0.8675
2008-08-14,0.8709
2008-08-15,0.8676
2008-08-18,0.8712
2008-08-19,0.8710
2008-08-20,0.8712
2008-08-21,0.8785
2008-08-22,0.8689
2008-08-25,0.8676
2008-08-26,0.8561
2008-08-27,0.8553
2008-08-28,0.8618
2008-08-29,0.8563
2008-09-01,.
2008-09-02,0.8360
2008-09-03,0.8352
2008-09-04,0.8298
2008-09-05,0.8107
2008-09-08,0.8151
2008-09-09,0.8081
2008-09-10,0.8036
2008-09-11,0.7978
2008-09-12,0.8170
2008-09-15,0.8080
2008-09-16,0.7939
2008-09-17,0.7831
2008-09-18,0.7989
2008-09-19,0.8288
2008-09-22,0.8441
2008-09-23,0.8385
2008-09-24,0.8366
2008-09-25,0.8360
2008-09-26,0.8292
2008-09-29,0.8125
2008-09-30,0.7904
2008-10-01,0.7937
2008-10-02,0.7770
2008-10-03,0.7750
2008-10-06,0.7139
2008-10-07,0.7216
2008-10-08,0.6690
2008-10-09,0.7015
2008-10-10,0.6531
2008-10-13,.
2008-10-14,0.7054
2008-10-15,0.6833
2008-10-16,0.6708
2008-10-17,0.6907
2008-10-20,0.6969
2008-10-21,0.6813
2008-10-22,0.6698
2008-10-23,0.6657
2008-10-24,0.6165
2008-10-27,0.6073
2008-10-28,0.6252
2008-10-29,0.6683
2008-10-30,0.6695
2008-10-31,0.6574
2008-11-03,0.6823
2008-11-04,0.7005
2008-11-05,0.6972
2008-11-06,0.6790
2008-11-07,0.6726
2008-11-10,0.6755
2008-11-11,.
2008-11-12,0.6449
2008-11-13,0.6402
2008-11-14,0.6627
2008-11-17,0.6562
2008-11-18,0.6575
2008-11-19,0.6501
2008-11-20,0.6191
2008-11-21,0.6254
2008-11-24,0.6501
2008-11-25,0.6488
2008-11-26,0.6470
2008-11-27,.
2008-11-28,0.6546
2008-12-01,0.6447
2008-12-02,0.6443
2008-12-03,0.6482
2008-12-04,0.6527
2008-12-05,0.6343
2008-12-08,0.6644
2008-12-09,0.6600
2008-12-10,0.6615
2008-12-11,0.6779
2008-12-12,0.6580
2008-12-15,0.6713
2008-12-16,0.6775
2008-12-17,0.6967
2008-12-18,0.6985
2008-12-19,0.6806
2008-12-22,0.6832
2008-12-23,0.6804
2008-12-24,0.6826
2008-12-25,.
2008-12-26,0.6814
2008-12-29,0.6950
2008-12-30,0.6906
2008-12-31,0.6983
2009-01-01,.
2009-01-02,0.7083
2009-01-05,0.7146
2009-01-06,0.7187
2009-01-07,0.7212
2009-01-08,0.7071
2009-01-09,0.7063
2009-01-12,0.6814
2009-01-13,0.6675
2009-01-14,0.6640
2009-01-15,0.6558
2009-01-16,0.6660
2009-01-19,.
2009-01-20,0.6574
2009-01-21,0.6495
2009-01-22,0.6544
2009-01-23,0.6522
2009-01-26,0.6610
2009-01-27,0.6602
2009-01-28,0.6699
2009-01-29,0.6550
2009-01-30,0.6380
2009-02-02,0.6320
2009-02-03,0.6476
2009-02-04,0.6499
2009-02-05,0.6539
2009-02-06,0.6715
2009-02-09,0.6834
2009-02-10,0.6589
2009-02-11,0.6549
2009-02-12,0.6507
2009-02-13,0.6595
2009-02-16,.
2009-02-17,0.6386
2009-02-18,0.6385
2009-02-19,0.6450
2009-02-20,0.6419
2009-02-23,0.6456
2009-02-24,0.6429
2009-02-25,0.6476
2009-02-26,0.6536
2009-02-27,0.6419
2009-03-02,0.6301
2009-03-03,0.6388
2009-03-04,0.6499
2009-03-05,0.6408
2009-03-06,0.6408
2009-03-09,0.6311
2009-03-10,0.6473
2009-03-11,0.6497
2009-03-12,0.6473
2009-03-13,0.6576
2009-03-16,0.6611
2009-03-17,0.6591
2009-03-18,0.6589
2009-03-19,0.6927
2009-03-20,0.6892
2009-03-23,0.6994
2009-03-24,0.7017
2009-03-25,0.7009
2009-03-26,0.7022
2009-03-27,0.6946
2009-03-30,0.6788
2009-03-31,0.6925
2009-04-01,0.6941
2009-04-02,0.7169
2009-04-03,0.7103
2009-04-06,0.7101
2009-04-07,0.7160
2009-04-08,0.7110
2009-04-09,0.7168
2009-04-10,0.7189
2009-04-13,0.7288
2009-04-14,0.7286
2009-04-15,0.7228
2009-04-16,0.7201
2009-04-17,0.7204
2009-04-20,0.7020
2009-04-21,0.7095
2009-04-22,0.7109
2009-04-23,0.7105
2009-04-24,0.7220
2009-04-27,0.7157
2009-04-28,0.7043
2009-04-29,0.7268
2009-04-30,0.7317
2009-05-01,0.7290
2009-05-04,0.7388
2009-05-05,0.7436
2009-05-06,0.7467
2009-05-07,0.7579
2009-05-08,0.7609
2009-05-11,0.7614
2009-05-12,0.7635
2009-05-13,0.7570
2009-05-14,0.7573
2009-05-15,0.7526
2009-05-18,0.7596
2009-05-19,0.7741
2009-05-20,0.7770
2009-05-21,0.7743
2009-05-22,0.7853
2009-05-25,.
2009-05-26,0.7842
2009-05-27,0.7874
2009-05-28,0.7861
2009-05-29,0.7993
2009-06-01,0.8101
2009-06-02,0.8194
2009-06-03,0.8103
2009-06-04,0.7990
2009-06-05,0.8012
2009-06-08,0.7851
2009-06-09,0.7980
2009-06-10,0.8043
2009-06-11,0.8195
2009-06-12,0.8132
2009-06-15,0.7920
2009-06-16,0.8000
2009-06-17,0.7887
2009-06-18,0.8038
2009-06-19,0.8111
2009-06-22,0.7896
2009-06-23,0.7901
2009-06-24,0.8028
2009-06-25,0.7990
2009-06-26,0.8053
2009-06-29,0.8066
2009-06-30,0.8055
2009-07-01,0.8105
2009-07-02,0.7948
2009-07-03,0.7986
2009-07-06,0.7922
2009-07-07,0.7963
2009-07-08,0.7780
2009-07-09,0.7834
2009-07-10,0.7751
2009-07-13,0.7807
2009-07-14,0.7895
2009-07-15,0.8041
2009-07-16,0.8019
2009-07-17,0.8013
2009-07-20,0.8131
2009-07-21,0.8123
2009-07-22,0.8161
2009-07-23,0.8206
2009-07-24,0.8162
2009-07-27,0.8212
2009-07-28,0.8287
2009-07-29,0.8164
2009-07-30,0.8272
2009-07-31,0.8339
2009-08-03,0.8428
2009-08-04,0.8422
2009-08-05,0.8384
2009-08-06,0.8397
2009-08-07,0.8371
2009-08-10,0.8377
2009-08-11,0.8296
2009-08-12,0.8333
2009-08-13,0.8396
2009-08-14,0.8323
2009-08-17,0.8234
2009-08-18,0.8201
2009-08-19,0.8293
2009-08-20,0.8308
2009-08-21,0.8349
2009-08-24,0.8407
2009-08-25,0.8412
2009-08-26,0.8273
2009-08-27,0.8355
2009-08-28,0.8425
2009-08-31,0.8439
2009-09-01,0.8306
2009-09-02,0.8323
2009-09-03,0.8406
2009-09-04,0.8485
2009-09-07,.
2009-09-08,0.8636
2009-09-09,0.8639
2009-09-10,0.8596
2009-09-11,0.8649
2009-09-14,0.8604
2009-09-15,0.8603
2009-09-16,0.8724
2009-09-17,0.8731
2009-09-18,0.8668
2009-09-21,0.8636
2009-09-22,0.8736
2009-09-23,0.8722
2009-09-24,0.8686
2009-09-25,0.8655
2009-09-28,0.8734
2009-09-29,0.8701
2009-09-30,0.8824
2009-10-01,0.8730
2009-10-02,0.8656
2009-10-05,0.8772
2009-10-06,0.8912
2009-10-07,0.8878
2009-10-08,0.9072
2009-10-09,0.9034
2009-10-12,.
2009-10-13,0.9074
2009-10-14,0.9133
2009-10-15,0.9204
2009-10-16,0.9158
2009-10-19,0.9266
2009-10-20,0.9209
2009-10-21,0.9275
2009-10-22,0.9223
2009-10-23,0.9255
2009-10-26,0.9200
2009-10-27,0.9163
2009-10-28,0.9013
2009-10-29,0.9143
2009-10-30,0.9038
2009-11-02,0.9083
2009-11-03,0.8985
2009-11-04,0.9087
2009-11-05,0.9083
2009-11-06,0.9164
2009-11-09,0.9293
2009-11-10,0.9278
2009-11-11,.
2009-11-12,0.9248
2009-11-13,0.9311
2009-11-16,0.9369
2009-11-17,0.9264
2009-11-18,0.9302
2009-11-19,0.9186
2009-11-20,0.9155
2009-11-23,0.9247
2009-11-24,0.9169
2009-11-25,0.9282
2009-11-26,.
2009-11-27,0.9089
2009-11-30,0.9143
2009-12-01,0.9249
2009-12-02,0.9262
2009-12-03,0.9265
2009-12-04,0.9149
2009-12-07,0.9130
2009-12-08,0.9083
2009-12-09,0.9077
2009-12-10,0.9163
2009-12-11,0.9112
2009-12-14,0.9156
2009-12-15,0.9066
2009-12-16,0.9014
2009-12-17,0.8855
2009-12-18,0.8866
2009-12-21,0.8833
2009-12-22,0.8777
2009-12-23,0.8811
2009-12-24,0.8828
2009-12-25,.
2009-12-28,0.8875
2009-12-29,0.8969
2009-12-30,0.8945
2009-12-31,0.8979
2010-01-01,.
2010-01-04,0.9133
2010-01-05,0.9143
2010-01-06,0.9189
2010-01-07,0.9168
2010-01-08,0.9218
2010-01-11,0.9295
2010-01-12,0.9242
2010-01-13,0.9225
2010-01-14,0.9306
2010-01-15,0.9234
2010-01-18,.
2010-01-19,0.9232
2010-01-20,0.9085
2010-01-21,0.9053
2010-01-22,0.9050
2010-01-25,0.9030
2010-01-26,0.8949
2010-01-27,0.8967
2010-01-28,0.9024
2010-01-29,0.8873
2010-02-01,0.8877
2010-02-02,0.8843
2010-02-03,0.8818
2010-02-04,0.8646
2010-02-05,0.8617
2010-02-08,0.8693
2010-02-09,0.8772
2010-02-10,0.8740
2010-02-11,0.8886
2010-02-12,0.8839
2010-02-15,.
2010-02-16,0.8994
2010-02-17,0.8994
2010-02-18,0.8971
2010-02-19,0.8954
2010-02-22,0.8994
2010-02-23,0.8935
2010-02-24,0.8941
2010-02-25,0.8811
2010-02-26,0.8961
2010-03-01,0.9001
2010-03-02,0.9043
2010-03-03,0.9077
2010-03-04,0.8997
2010-03-05,0.9065
2010-03-08,0.9084
2010-03-09,0.9138
2010-03-10,0.9170
2010-03-11,0.9150
2010-03-12,0.9152
2010-03-15,0.9117
2010-03-16,0.9148
2010-03-17,0.9225
2010-03-18,0.9201
2010-03-19,0.9164
2010-03-22,0.9154
2010-03-23,0.9186
2010-03-24,0.9090
2010-03-25,0.9119
2010-03-26,0.9042
2010-03-29,0.9152
2010-03-30,0.9183
2010-03-31,0.9169
2010-04-01,0.9212
2010-04-02,0.9187
2010-04-05,0.9210
2010-04-06,0.9254
2010-04-07,0.9287
2010-04-08,0.9283
2010-04-09,0.9326
2010-04-12,0.9297
2010-04-13,0.9274
2010-04-14,0.9359
2010-04-15,0.9322
2010-04-16,0.9252
2010-04-19,0.9185
2010-04-20,0.9312
2010-04-21,0.9278
2010-04-22,0.9246
2010-04-23,0.9229
2010-04-26,0.9273
2010-04-27,0.9170
2010-04-28,0.9220
2010-04-29,0.9277
2010-04-30,0.9306
2010-05-03,0.9255
2010-05-04,0.9125
2010-05-05,0.9095
2010-05-06,0.8939
2010-05-07,0.8890
2010-05-10,0.9016
2010-05-11,0.8990
2010-05-12,0.8926
2010-05-13,0.8998
2010-05-14,0.8886
2010-05-17,0.8735
2010-05-18,0.8727
2010-05-19,0.8380
2010-05-20,0.8250
2010-05-21,0.8302
2010-05-24,0.8324
2010-05-25,0.8172
2010-05-26,0.8291
2010-05-27,0.8467
2010-05-28,0.8491
2010-05-31,.
2010-06-01,0.8396
2010-06-02,0.8355
2010-06-03,0.8420
2010-06-04,0.8279
2010-06-07,0.8192
2010-06-08,0.8232
2010-06-09,0.8337
2010-06-10,0.8469
2010-06-11,0.8493
2010-06-14,0.8634
2010-06-15,0.8616
2010-06-16,0.8648
2010-06-17,0.8648
2010-06-18,0.8699
2010-06-21,0.8818
2010-06-22,0.8791
2010-06-23,0.8739
2010-06-24,0.8671
2010-06-25,0.8682
2010-06-28,0.8738
2010-06-29,0.8525
2010-06-30,0.8480
2010-07-01,0.8380
2010-07-02,0.8432
2010-07-05,.
2010-07-06,0.8555
2010-07-07,0.8568
2010-07-08,0.8767
2010-07-09,0.8753
2010-07-12,0.8733
2010-07-13,0.8821
2010-07-14,0.8854
2010-07-15,0.8781
2010-07-16,0.8707
2010-07-19,0.8692
2010-07-20,0.8788
2010-07-21,0.8824
2010-07-22,0.8920
2010-07-23,0.8946
2010-07-26,0.8998
2010-07-27,0.9017
2010-07-28,0.8929
2010-07-29,0.8981
2010-07-30,0.9051
2010-08-02,0.9135
2010-08-03,0.9150
2010-08-04,0.9160
2010-08-05,0.9131
2010-08-06,0.9165
2010-08-09,0.9170
2010-08-10,0.9086
2010-08-11,0.9006
2010-08-12,0.8964
2010-08-13,0.8955
2010-08-16,0.8976
2010-08-17,0.9067
2010-08-18,0.8995
2010-08-19,0.8928
2010-08-20,0.8881
2010-08-23,0.8930
2010-08-24,0.8862
2010-08-25,0.8807
2010-08-26,0.8881
2010-08-27,0.8979
2010-08-30,0.8940
2010-08-31,0.8910
2010-09-01,0.9093
2010-09-02,0.9104
2010-09-03,0.9155
2010-09-06,.
2010-09-07,0.9143
2010-09-08,0.9185
2010-09-09,0.9248
2010-09-10,0.9258
2010-09-13,0.9359
2010-09-14,0.9436
2010-09-15,0.9397
2010-09-16,0.9351
2010-09-17,0.9378
2010-09-20,0.9479
2010-09-21,0.9475
2010-09-22,0.9536
2010-09-23,0.9538
2010-09-24,0.9584
2010-09-27,0.9622
2010-09-28,0.9673
2010-09-29,0.9714
2010-09-30,0.9640
2010-10-01,0.9710
2010-10-04,0.9666
2010-10-05,0.9699
2010-10-06,0.9781
2010-10-07,0.9815
2010-10-08,0.9866
2010-10-11,.
2010-10-12,0.9848
2010-10-13,0.9922
2010-10-14,0.9943
2010-10-15,0.9883
2010-10-18,0.9917
2010-10-19,0.9758
2010-10-20,0.9848
2010-10-21,0.9838
2010-10-22,0.9784
2010-10-25,0.9933
2010-10-26,0.9863
2010-10-27,0.9699
2010-10-28,0.9787
2010-10-29,0.9798
2010-11-01,0.9878
2010-11-02,0.9990
2010-11-03,0.9967
2010-11-04,1.0143
2010-11-05,1.0138
2010-11-08,1.0134
2010-11-09,1.0120
2010-11-10,1.0025
2010-11-11,.
2010-11-12,0.9906
2010-11-15,0.9904
2010-11-16,0.9755
2010-11-17,0.9821
2010-11-18,0.9890
2010-11-19,0.9846
2010-11-22,0.9867
2010-11-23,0.9730
2010-11-24,0.9822
2010-11-25,.
2010-11-26,0.9640
2010-11-29,0.9594
2010-11-30,0.9607
2010-12-01,0.9675
2010-12-02,0.9774
2010-12-03,0.9877
2010-12-06,0.9883
2010-12-07,0.9894
2010-12-08,0.9780
2010-12-09,0.9823
2010-12-10,0.9856
2010-12-13,0.9942
2010-12-14,0.9998
2010-12-15,0.9917
2010-12-16,0.9866
2010-12-17,0.9854
2010-12-20,0.9933
2010-12-21,0.9972
2010-12-22,1.0003
2010-12-23,1.0051
2010-12-24,.
2010-12-27,1.0026
2010-12-28,1.0112
2010-12-29,1.0153
2010-12-30,1.0122
2010-12-31,.
2011-01-03,1.0200
2011-01-04,1.0044
2011-01-05,1.0003
2011-01-06,0.9959
2011-01-07,0.9954
2011-01-10,0.9936
2011-01-11,0.9873
2011-01-12,0.9934
2011-01-13,1.0003
2011-01-14,0.9886
2011-01-17,.
2011-01-18,0.9980
2011-01-19,1.0030
2011-01-20,0.9868
2011-01-21,0.9892
2011-01-24,1.0001
2011-01-25,0.9910
2011-01-26,0.9948
2011-01-27,0.9907
2011-01-28,0.9926
2011-01-31,0.9976
2011-02-01,1.0122
2011-02-02,1.0062
2011-02-03,1.0143
2011-02-04,1.0139
2011-02-07,1.0139
2011-02-08,1.0176
2011-02-09,1.0095
2011-02-10,1.0061
2011-02-11,1.0001
2011-02-14,1.0024
2011-02-15,0.9989
2011-02-16,0.9984
2011-02-17,1.0116
2011-02-18,1.0144
2011-02-21,.
2011-02-22,0.9992
2011-02-23,1.0001
2011-02-24,1.0088
2011-02-25,1.0155
2011-02-28,1.0174
2011-03-01,1.0159
2011-03-02,1.0157
2011-03-03,1.0131
2011-03-04,1.0111
2011-03-07,1.0110
2011-03-08,1.0113
2011-03-09,1.0111
2011-03-10,1.0017
2011-03-11,1.0110
2011-03-14,1.0073
2011-03-15,0.9900
2011-03-16,0.9842
2011-03-17,0.9823
2011-03-18,0.9953
2011-03-21,1.0044
2011-03-22,1.0118
2011-03-23,1.0105
2011-03-24,1.0219
2011-03-25,1.0282
2011-03-28,1.0281
2011-03-29,1.0264
2011-03-30,1.0319
2011-03-31,1.0358
2011-04-01,1.0387
2011-04-04,1.0352
2011-04-05,1.0346
2011-04-06,1.0425
2011-04-07,1.0456
2011-04-08,1.0531
2011-04-11,1.0534
2011-04-12,1.0470
2011-04-13,1.0504
2011-04-14,1.0523
2011-04-15,1.0558
2011-04-18,1.0490
2011-04-19,1.0507
2011-04-20,1.0677
2011-04-21,1.0747
2011-04-22,1.0735
2011-04-25,1.0717
2011-04-26,1.0772
2011-04-27,1.0790
2011-04-28,1.0893
2011-04-29,1.0937
2011-05-02,1.0970
2011-05-03,1.0921
2011-05-04,1.0765
2011-05-05,1.0642
2011-05-06,1.0763
2011-05-09,1.0754
2011-05-10,1.0803
2011-05-11,1.0756
2011-05-12,1.0652
2011-05-13,1.0565
2011-05-16,1.0620
2011-05-17,1.0539
2011-05-18,1.0617
2011-05-19,1.0614
2011-05-20,1.0644
2011-05-23,1.0496
2011-05-24,1.0555
2011-05-25,1.0537
2011-05-26,1.0590
2011-05-27,1.0711
2011-05-30,.
2011-05-31,1.0660
2011-06-01,1.0716
2011-06-02,1.0617
2011-06-03,1.0714
2011-06-06,1.0737
2011-06-07,1.0713
2011-06-08,1.0635
2011-06-09,1.0642
2011-06-10,1.0567
2011-06-13,1.0562
2011-06-14,1.0691
2011-06-15,1.0621
2011-06-16,1.0541
2011-06-17,1.0620
2011-06-20,1.0587
2011-06-21,1.0598
2011-06-22,1.0633
2011-06-23,1.0484
2011-06-24,1.0523
2011-06-27,1.0439
2011-06-28,1.0521
2011-06-29,1.0673
2011-06-30,1.0732
2011-07-01,1.0754
2011-07-04,.
2011-07-05,1.0698
2011-07-06,1.0696
2011-07-07,1.0764
2011-07-08,1.0727
2011-07-11,1.0662
2011-07-12,1.0626
2011-07-13,1.0763
2011-07-14,1.0741
2011-07-15,1.0656
2011-07-18,1.0565
2011-07-19,1.0699
2011-07-20,1.0727
2011-07-21,1.0837
2011-07-22,1.0851
2011-07-25,1.0853
2011-07-26,1.0942
2011-07-27,1.1026
2011-07-28,1.1025
2011-07-29,1.1001
2011-08-01,1.0930
2011-08-02,1.0840
2011-08-03,1.0721
2011-08-04,1.0516
