DATE,DEXUSNZ
2016-02-16,0.6565
2016-02-17,0.6628
2016-02-18,0.6626
2016-02-19,0.6615
2016-02-22,0.6720
2016-02-23,0.6660
2016-02-24,0.6632
2016-02-25,0.6699
2016-02-26,0.6648
2016-02-29,0.6601
2016-03-01,0.6619
2016-03-02,0.6642
2016-03-03,0.6746
2016-03-04,0.6799
2016-03-07,0.6801
2016-03-08,0.6770
2016-03-09,0.6809
2016-03-10,0.6667
2016-03-11,0.6763
2016-03-14,0.6690
2016-03-15,0.6614
2016-03-16,0.6601
2016-03-17,0.6835
2016-03-18,0.6812
2016-03-21,0.6764
2016-03-22,0.6760
2016-03-23,0.6702
2016-03-24,0.6695
2016-03-25,0.6685
2016-03-28,0.6729
2016-03-29,0.6803
2016-03-30,0.6914
2016-03-31,0.6926
2016-04-01,0.6899
2016-04-04,0.6852
2016-04-05,0.6787
2016-04-06,0.6840
2016-04-07,0.6774
2016-04-08,0.6815
2016-04-11,0.6860
2016-04-12,0.6902
2016-04-13,0.6916
2016-04-14,0.6866
2016-04-15,0.6913
2016-04-18,0.6946
2016-04-19,0.7034
2016-04-20,0.6997
2016-04-21,0.6924
2016-04-22,0.6854
2016-04-25,0.6856
2016-04-26,0.6895
2016-04-27,0.6851
2016-04-28,0.6969
2016-04-29,0.6984
2016-05-02,0.7009
2016-05-03,0.6925
2016-05-04,0.6874
2016-05-05,0.6894
2016-05-06,0.6843
2016-05-09,0.6778
2016-05-10,0.6746
2016-05-11,0.6845
2016-05-12,0.6816
2016-05-13,0.6781
2016-05-16,0.6805
2016-05-17,0.6840
2016-05-18,0.6782
2016-05-19,0.6748
2016-05-20,0.6760
2016-05-23,0.6754
2016-05-24,0.6738
2016-05-25,0.6752
2016-05-26,0.6752
2016-05-27,0.6729
2016-05-30,.
2016-05-31,0.6769
2016-06-01,0.6807
2016-06-02,0.6815
2016-06-03,0.6942
2016-06-06,0.6931
2016-06-07,0.6981
2016-06-08,0.7024
2016-06-09,0.7133
2016-06-10,0.7069
2016-06-13,0.7064
2016-06-14,0.7003
2016-06-15,0.7028
2016-06-16,0.6996
2016-06-17,0.7056
2016-06-20,0.7109
2016-06-21,0.7138
2016-06-22,0.7165
2016-06-23,0.7242
2016-06-24,0.7109
2016-06-27,0.7020
2016-06-28,0.7031
2016-06-29,0.7121
2016-06-30,0.7120
2016-07-01,0.7167
2016-07-04,.
2016-07-05,0.7147
2016-07-06,0.7130
2016-07-07,0.7213
2016-07-08,0.7293
2016-07-11,0.7222
2016-07-12,0.7304
2016-07-13,0.7303
2016-07-14,0.7199
2016-07-15,0.7133
2016-07-18,0.7117
2016-07-19,0.7049
2016-07-20,0.7033
2016-07-21,0.6989
2016-07-22,0.6990
2016-07-25,0.6981
2016-07-26,0.7038
2016-07-27,0.7042
2016-07-28,0.7075
2016-07-29,0.7216
2016-08-01,0.7196
2016-08-02,0.7235
2016-08-03,0.7163
2016-08-04,0.7195
2016-08-05,0.7138
2016-08-08,0.7139
2016-08-09,0.7178
2016-08-10,0.7220
2016-08-11,0.7242
2016-08-12,0.7215
2016-08-15,0.7219
2016-08-16,0.7266
2016-08-17,0.7219
2016-08-18,0.7292
2016-08-19,0.7268
2016-08-22,0.7278
2016-08-23,0.7307
2016-08-24,0.7307
2016-08-25,0.7297
2016-08-26,0.7302
2016-08-29,0.7254
2016-08-30,0.7222
2016-08-31,0.7257
2016-09-01,0.7282
2016-09-02,0.7286
2016-09-05,.
2016-09-06,0.7407
2016-09-07,0.7451
2016-09-08,0.7406
2016-09-09,0.7336
2016-09-12,0.7321
2016-09-13,0.7262
2016-09-14,0.7304
2016-09-15,0.7308
2016-09-16,0.7271
2016-09-19,0.7317
2016-09-20,0.7323
2016-09-21,0.7328
2016-09-22,0.7315
2016-09-23,0.7235
2016-09-26,0.7280
2016-09-27,0.7294
2016-09-28,0.7254
2016-09-29,0.7285
2016-09-30,0.7290
2016-10-03,0.7263
2016-10-04,0.7246
2016-10-05,0.7173
2016-10-06,0.7161
2016-10-07,0.7119
2016-10-10,.
2016-10-11,0.7067
2016-10-12,0.7048
2016-10-13,0.7081
2016-10-14,0.7087
2016-10-17,0.7134
2016-10-18,0.7218
2016-10-19,0.7223
2016-10-20,0.7203
2016-10-21,0.7154
2016-10-24,0.7133
2016-10-25,0.7168
2016-10-26,0.7156
2016-10-27,0.7123
2016-10-28,0.7144
2016-10-31,0.7156
2016-11-01,0.7176
2016-11-02,0.7296
2016-11-03,0.7322
2016-11-04,0.7311
2016-11-07,0.7324
2016-11-08,0.7355
2016-11-09,0.7302
2016-11-10,0.7202
2016-11-11,.
2016-11-14,0.7085
2016-11-15,0.7095
2016-11-16,0.7079
2016-11-17,0.7058
2016-11-18,0.7028
2016-11-21,0.7057
2016-11-22,0.7048
2016-11-23,0.7010
2016-11-24,.
2016-11-25,0.7045
2016-11-28,0.7063
2016-11-29,0.7119
2016-11-30,0.7081
2016-12-01,0.7072
2016-12-02,0.7139
2016-12-05,0.7134
2016-12-06,0.7113
2016-12-07,0.7160
2016-12-08,0.7168
2016-12-09,0.7139
2016-12-12,0.7189
2016-12-13,0.7204
2016-12-14,0.7228
2016-12-15,0.7015
2016-12-16,0.6981
2016-12-19,0.6949
2016-12-20,0.6921
2016-12-21,0.6902
2016-12-22,0.6909
2016-12-23,0.6870
2016-12-26,.
2016-12-27,0.6890
2016-12-28,0.6910
2016-12-29,0.6958
2016-12-30,0.6958
2017-01-02,.
2017-01-03,0.6927
2017-01-04,0.6949
2017-01-05,0.7022
2017-01-06,0.6973
2017-01-09,0.7027
2017-01-10,0.6986
2017-01-11,0.7008
2017-01-12,0.7138
2017-01-13,0.7105
2017-01-16,.
2017-01-17,0.7183
2017-01-18,0.7178
2017-01-19,0.7171
2017-01-20,.
2017-01-23,0.7215
2017-01-24,0.7261
2017-01-25,0.7268
2017-01-26,0.7232
2017-01-27,0.7257
2017-01-30,0.7281
2017-01-31,0.7329
2017-02-01,0.7251
2017-02-02,0.7306
2017-02-03,0.7322
