DATE,DEXCAUS
2007-02-05,1.1816
2007-02-06,1.1819
2007-02-07,1.1851
2007-02-08,1.1852
2007-02-09,1.1736
2007-02-12,1.1746
2007-02-13,1.1686
2007-02-14,1.1660
2007-02-15,1.1642
2007-02-16,1.1638
2007-02-19,.
2007-02-20,1.1697
2007-02-21,1.1609
2007-02-22,1.1616
2007-02-23,1.1586
2007-02-26,1.1601
2007-02-27,1.1639
2007-02-28,1.1700
2007-03-01,1.1711
2007-03-02,1.1752
2007-03-05,1.1810
2007-03-06,1.1759
2007-03-07,1.1785
2007-03-08,1.1802
2007-03-09,1.1712
2007-03-12,1.1689
2007-03-13,1.1687
2007-03-14,1.1755
2007-03-15,1.1757
2007-03-16,1.1738
2007-03-19,1.1750
2007-03-20,1.1638
2007-03-21,1.1578
2007-03-22,1.1574
2007-03-23,1.1601
2007-03-26,1.1627
2007-03-27,1.1584
2007-03-28,1.1579
2007-03-29,1.1577
2007-03-30,1.1530
2007-04-02,1.1556
2007-04-03,1.1573
2007-04-04,1.1583
2007-04-05,1.1509
2007-04-06,1.1511
2007-04-09,1.1522
2007-04-10,1.1479
2007-04-11,1.1449
2007-04-12,1.1362
2007-04-13,1.1379
2007-04-16,1.1309
2007-04-17,1.1293
2007-04-18,1.1288
2007-04-19,1.1286
2007-04-20,1.1227
2007-04-23,1.1225
2007-04-24,1.1228
2007-04-25,1.1146
2007-04-26,1.1202
2007-04-27,1.1152
2007-04-30,1.1068
2007-05-01,1.1088
2007-05-02,1.1087
2007-05-03,1.1069
2007-05-04,1.1069
2007-05-07,1.1024
2007-05-08,1.1048
2007-05-09,1.1063
2007-05-10,1.1073
2007-05-11,1.1136
2007-05-14,1.1067
2007-05-15,1.0976
2007-05-16,1.1028
2007-05-17,1.0976
2007-05-18,1.0883
2007-05-21,1.0854
2007-05-22,1.0854
2007-05-23,1.0816
2007-05-24,1.0841
2007-05-25,1.0794
2007-05-28,.
2007-05-29,1.0719
2007-05-30,1.0753
2007-05-31,1.0701
2007-06-01,1.0602
2007-06-04,1.0579
2007-06-05,1.0605
2007-06-06,1.0586
2007-06-07,1.0611
2007-06-08,1.0622
2007-06-11,1.0614
2007-06-12,1.0636
2007-06-13,1.0668
2007-06-14,1.0684
2007-06-15,1.0678
2007-06-18,1.0720
2007-06-19,1.0638
2007-06-20,1.0646
2007-06-21,1.0727
2007-06-22,1.0676
2007-06-25,1.0712
2007-06-26,1.0692
2007-06-27,1.0716
2007-06-28,1.0626
2007-06-29,1.0634
2007-07-02,1.0553
2007-07-03,1.0593
2007-07-04,.
2007-07-05,1.0567
2007-07-06,1.0478
2007-07-09,1.0479
2007-07-10,1.0520
2007-07-11,1.0557
2007-07-12,1.0467
2007-07-13,1.0476
2007-07-16,1.0430
2007-07-17,1.0435
2007-07-18,1.0435
2007-07-19,1.0425
2007-07-20,1.0440
2007-07-23,1.0450
2007-07-24,1.0372
2007-07-25,1.0423
2007-07-26,1.0504
2007-07-27,1.0590
2007-07-30,1.0689
2007-07-31,1.0656
2007-08-01,1.0565
2007-08-02,1.0528
2007-08-03,1.0526
2007-08-06,1.0513
2007-08-07,1.0553
2007-08-08,1.0497
2007-08-09,1.0566
2007-08-10,1.0538
2007-08-13,1.0508
2007-08-14,1.0635
2007-08-15,1.0746
2007-08-16,1.0754
2007-08-17,1.0635
2007-08-20,1.0580
2007-08-21,1.0601
2007-08-22,1.0620
2007-08-23,1.0566
2007-08-24,1.0525
2007-08-27,1.0515
2007-08-28,1.0616
2007-08-29,1.0592
2007-08-30,1.0567
2007-08-31,1.0560
2007-09-03,1.0560
2007-09-04,1.0493
2007-09-05,1.0508
2007-09-06,1.0534
2007-09-07,1.0546
2007-09-10,1.0532
2007-09-11,1.0430
2007-09-12,1.0372
2007-09-13,1.0324
2007-09-14,1.0292
2007-09-17,1.0307
2007-09-18,1.0234
2007-09-19,1.0147
2007-09-20,1.0011
2007-09-21,1.0008
2007-09-24,1.0011
2007-09-25,1.0005
2007-09-26,1.0045
2007-09-27,1.0031
2007-09-28,0.9959
2007-10-01,0.9929
2007-10-02,1.0002
2007-10-03,0.9961
2007-10-04,0.9980
2007-10-05,0.9815
2007-10-08,0.9815
2007-10-09,0.9846
2007-10-10,0.9813
2007-10-11,0.9744
2007-10-12,0.9737
2007-10-15,0.9756
2007-10-16,0.9778
2007-10-17,0.9736
2007-10-18,0.9733
2007-10-19,0.9637
2007-10-22,0.9811
2007-10-23,0.9673
2007-10-24,0.9710
2007-10-25,0.9673
2007-10-26,0.9619
2007-10-29,0.9547
2007-10-30,0.9534
2007-10-31,0.9496
2007-11-01,0.9497
2007-11-02,0.9360
2007-11-05,0.9337
2007-11-06,0.9243
2007-11-07,0.9168
2007-11-08,0.9303
2007-11-09,0.9385
2007-11-12,.
2007-11-13,0.9639
2007-11-14,0.9608
2007-11-15,0.9804
2007-11-16,0.9727
2007-11-19,0.9839
2007-11-20,0.9848
2007-11-21,0.9894
2007-11-22,0.9894
2007-11-23,0.9887
2007-11-26,0.9877
2007-11-27,0.9968
2007-11-28,0.9907
2007-11-29,0.9928
2007-11-30,1.0007
2007-12-03,1.0000
2007-12-04,1.0106
2007-12-05,1.0127
2007-12-06,1.0125
2007-12-07,1.0051
2007-12-10,1.0103
2007-12-11,1.0107
2007-12-12,1.0107
2007-12-13,1.0216
2007-12-14,1.0135
2007-12-17,1.0072
2007-12-18,1.0105
2007-12-19,1.0056
2007-12-20,0.9983
2007-12-21,0.9943
2007-12-24,0.9871
2007-12-25,.
2007-12-26,0.9834
2007-12-27,0.9808
2007-12-28,0.9784
2007-12-31,0.9881
2008-01-01,.
2008-01-02,0.9922
2008-01-03,0.9905
2008-01-04,0.9988
2008-01-07,1.0050
2008-01-08,0.9985
2008-01-09,1.0083
2008-01-10,1.0139
2008-01-11,1.0198
2008-01-14,1.0210
2008-01-15,1.0167
2008-01-16,1.0238
2008-01-17,1.0290
2008-01-18,1.0294
2008-01-21,.
2008-01-22,1.0248
2008-01-23,1.0282
2008-01-24,1.0071
2008-01-25,1.0044
2008-01-28,1.0042
2008-01-29,0.9978
2008-01-30,0.9936
2008-01-31,1.0018
2008-02-01,0.9939
2008-02-04,0.9927
2008-02-05,1.0043
2008-02-06,1.0023
2008-02-07,1.0115
2008-02-08,0.9994
2008-02-11,1.0018
2008-02-12,0.9963
2008-02-13,0.9992
2008-02-14,0.9967
2008-02-15,1.0013
2008-02-18,.
2008-02-19,1.0159
2008-02-20,1.0188
2008-02-21,1.0083
2008-02-22,1.0155
2008-02-25,0.9982
2008-02-26,0.9861
2008-02-27,0.9776
2008-02-28,0.9717
2008-02-29,0.9796
2008-03-03,0.9867
2008-03-04,0.9954
2008-03-05,0.9897
2008-03-06,0.9847
2008-03-07,0.9916
2008-03-10,0.9975
2008-03-11,0.9953
2008-03-12,0.9895
2008-03-13,0.9841
2008-03-14,0.9867
2008-03-17,0.9977
2008-03-18,0.9938
2008-03-19,1.0027
2008-03-20,1.0265
2008-03-21,1.0239
2008-03-24,1.0203
2008-03-25,1.0176
2008-03-26,1.0180
2008-03-27,1.0146
2008-03-28,1.0180
2008-03-31,1.0275
2008-04-01,1.0268
2008-04-02,1.0173
2008-04-03,1.0079
2008-04-04,1.0088
2008-04-07,1.0108
2008-04-08,1.0151
2008-04-09,1.0192
2008-04-10,1.0178
2008-04-11,1.0216
2008-04-14,1.0207
2008-04-15,1.0181
2008-04-16,1.0021
2008-04-17,1.0107
2008-04-18,1.0084
2008-04-21,1.0066
2008-04-22,1.0033
2008-04-23,1.0194
2008-04-24,1.0131
2008-04-25,1.0163
2008-04-28,1.0158
2008-04-29,1.0128
2008-04-30,1.0092
2008-05-01,1.0187
2008-05-02,1.0182
2008-05-05,1.0125
2008-05-06,1.0036
2008-05-07,1.0020
2008-05-08,1.0149
2008-05-09,1.0062
2008-05-12,1.0037
2008-05-13,0.9996
2008-05-14,1.0018
2008-05-15,0.9996
2008-05-16,0.9966
2008-05-19,0.9914
2008-05-20,0.9928
2008-05-21,0.9840
2008-05-22,0.9861
2008-05-23,0.9883
2008-05-26,.
2008-05-27,0.9932
2008-05-28,0.9913
2008-05-29,0.9871
2008-05-30,0.9938
2008-06-02,1.0011
2008-06-03,1.0051
2008-06-04,1.0145
2008-06-05,1.0195
2008-06-06,1.0187
2008-06-09,1.0223
2008-06-10,1.0241
2008-06-11,1.0170
2008-06-12,1.0230
2008-06-13,1.0282
2008-06-16,1.0210
2008-06-17,1.0201
2008-06-18,1.0186
2008-06-19,1.0130
2008-06-20,1.0173
2008-06-23,1.0161
2008-06-24,1.0135
2008-06-25,1.0134
2008-06-26,1.0121
2008-06-27,1.0120
2008-06-30,1.0185
2008-07-01,1.0220
2008-07-02,1.0127
2008-07-03,1.0204
2008-07-04,.
2008-07-07,1.0174
2008-07-08,1.0205
2008-07-09,1.0108
2008-07-10,1.0103
2008-07-11,1.0093
2008-07-14,1.0060
2008-07-15,1.0015
2008-07-16,1.0020
2008-07-17,1.0018
2008-07-18,1.0053
2008-07-21,1.0019
2008-07-22,1.0083
2008-07-23,1.0088
2008-07-24,1.0114
2008-07-25,1.0167
2008-07-28,1.0220
2008-07-29,1.0260
2008-07-30,1.0240
2008-07-31,1.0261
2008-08-01,1.0251
2008-08-04,1.0355
2008-08-05,1.0425
2008-08-06,1.0470
2008-08-07,1.0510
2008-08-08,1.0677
2008-08-11,1.0673
2008-08-12,1.0641
2008-08-13,1.0658
2008-08-14,1.0621
2008-08-15,1.0609
2008-08-18,1.0603
2008-08-19,1.0606
2008-08-20,1.0627
2008-08-21,1.0454
2008-08-22,1.0456
2008-08-25,1.0463
2008-08-26,1.0486
2008-08-27,1.0483
2008-08-28,1.0527
2008-08-29,1.0631
2008-09-01,.
2008-09-02,1.0698
2008-09-03,1.0610
2008-09-04,1.0640
2008-09-05,1.0637
2008-09-08,1.0694
2008-09-09,1.0677
2008-09-10,1.0735
2008-09-11,1.0797
2008-09-12,1.0606
2008-09-15,1.0670
2008-09-16,1.0737
2008-09-17,1.0788
2008-09-18,1.0696
2008-09-19,1.0469
2008-09-22,1.0383
2008-09-23,1.0355
2008-09-24,1.0351
2008-09-25,1.0338
2008-09-26,1.0352
2008-09-29,1.0393
2008-09-30,1.0597
2008-10-01,1.0607
2008-10-02,1.0769
2008-10-03,1.0815
2008-10-06,1.1027
2008-10-07,1.1055
2008-10-08,1.1246
2008-10-09,1.1483
2008-10-10,1.1900
2008-10-13,.
2008-10-14,1.1599
2008-10-15,1.1804
2008-10-16,1.1953
2008-10-17,1.1820
2008-10-20,1.1977
2008-10-21,1.2208
2008-10-22,1.2496
2008-10-23,1.2573
2008-10-24,1.2735
2008-10-27,1.2935
2008-10-28,1.2942
2008-10-29,1.2302
2008-10-30,1.2229
2008-10-31,1.2158
2008-11-03,1.1866
2008-11-04,1.1502
2008-11-05,1.1590
2008-11-06,1.1816
2008-11-07,1.1830
2008-11-10,1.1948
2008-11-11,.
2008-11-12,1.2296
2008-11-13,1.2311
2008-11-14,1.2241
2008-11-17,1.2213
2008-11-18,1.2237
2008-11-19,1.2370
2008-11-20,1.2850
2008-11-21,1.2849
2008-11-24,1.2246
2008-11-25,1.2214
2008-11-26,1.2338
2008-11-27,.
2008-11-28,1.2360
2008-12-01,1.2370
2008-12-02,1.2422
2008-12-03,1.2573
2008-12-04,1.2540
2008-12-05,1.2971
2008-12-08,1.2570
2008-12-09,1.2602
2008-12-10,1.2553
2008-12-11,1.2181
2008-12-12,1.2453
2008-12-15,1.2350
2008-12-16,1.2238
2008-12-17,1.2058
2008-12-18,1.1962
2008-12-19,1.2273
2008-12-22,1.2188
2008-12-23,1.2160
2008-12-24,1.2125
2008-12-25,.
2008-12-26,1.2207
2008-12-29,1.2162
2008-12-30,1.2215
2008-12-31,1.2240
2009-01-01,.
2009-01-02,1.2101
2009-01-05,1.1920
2009-01-06,1.1822
2009-01-07,1.1850
2009-01-08,1.1890
2009-01-09,1.1920
2009-01-12,1.2075
2009-01-13,1.2255
2009-01-14,1.2373
2009-01-15,1.2623
2009-01-16,1.2540
2009-01-19,.
2009-01-20,1.2604
2009-01-21,1.2749
2009-01-22,1.2624
2009-01-23,1.2478
2009-01-26,1.2200
2009-01-27,1.2292
2009-01-28,1.2096
2009-01-29,1.2187
2009-01-30,1.2365
2009-02-02,1.2408
2009-02-03,1.2334
2009-02-04,1.2268
2009-02-05,1.2307
2009-02-06,1.2388
2009-02-09,1.2190
2009-02-10,1.2332
2009-02-11,1.2418
2009-02-12,1.2478
2009-02-13,1.2435
2009-02-16,.
2009-02-17,1.2606
2009-02-18,1.2592
2009-02-19,1.2590
2009-02-20,1.2543
2009-02-23,1.2508
2009-02-24,1.2468
2009-02-25,1.2558
2009-02-26,1.2455
2009-02-27,1.2710
2009-03-02,1.2891
2009-03-03,1.2937
2009-03-04,1.2768
2009-03-05,1.2875
2009-03-06,1.2865
2009-03-09,1.2995
2009-03-10,1.2796
2009-03-11,1.2808
2009-03-12,1.2909
2009-03-13,1.2752
2009-03-16,1.2723
2009-03-17,1.2717
2009-03-18,1.2715
2009-03-19,1.2336
2009-03-20,1.2370
2009-03-23,1.2322
2009-03-24,1.2263
2009-03-25,1.2245
2009-03-26,1.2327
2009-03-27,1.2392
2009-03-30,1.2582
2009-03-31,1.2606
2009-04-01,1.2640
2009-04-02,1.2380
2009-04-03,1.2335
2009-04-06,1.2427
2009-04-07,1.2339
2009-04-08,1.2353
2009-04-09,1.2273
2009-04-10,1.2273
2009-04-13,1.2210
2009-04-14,1.2093
2009-04-15,1.2040
2009-04-16,1.2062
2009-04-17,1.2146
2009-04-20,1.2338
2009-04-21,1.2373
2009-04-22,1.2361
2009-04-23,1.2291
2009-04-24,1.2095
2009-04-27,1.2106
2009-04-28,1.2238
2009-04-29,1.2008
2009-04-30,1.1939
2009-05-01,1.1868
2009-05-04,1.1779
2009-05-05,1.1758
2009-05-06,1.1726
2009-05-07,1.1714
2009-05-08,1.1580
2009-05-11,1.1591
2009-05-12,1.1671
2009-05-13,1.1686
2009-05-14,1.1726
2009-05-15,1.1756
2009-05-18,1.1656
2009-05-19,1.1567
2009-05-20,1.1434
2009-05-21,1.1412
2009-05-22,1.1234
2009-05-25,.
2009-05-26,1.1199
2009-05-27,1.1120
2009-05-28,1.1123
2009-05-29,1.0957
2009-06-01,1.0870
2009-06-02,1.0828
2009-06-03,1.0973
2009-06-04,1.0997
2009-06-05,1.1144
2009-06-08,1.1228
2009-06-09,1.1042
2009-06-10,1.1100
2009-06-11,1.0977
2009-06-12,1.1170
2009-06-15,1.1338
2009-06-16,1.1325
2009-06-17,1.1371
2009-06-18,1.1273
2009-06-19,1.1287
2009-06-22,1.1547
2009-06-23,1.1557
2009-06-24,1.1462
2009-06-25,1.1576
2009-06-26,1.1527
2009-06-29,1.1580
2009-06-30,1.1626
2009-07-01,1.1446
2009-07-02,1.1600
2009-07-03,1.1625
2009-07-06,1.1608
2009-07-07,1.1630
2009-07-08,1.1650
2009-07-09,1.1623
2009-07-10,1.1649
2009-07-13,1.1541
2009-07-14,1.1401
2009-07-15,1.1192
2009-07-16,1.1172
2009-07-17,1.1168
2009-07-20,1.1065
2009-07-21,1.1077
2009-07-22,1.0980
2009-07-23,1.0867
2009-07-24,1.0843
2009-07-27,1.0833
2009-07-28,1.0802
2009-07-29,1.0881
2009-07-30,1.0814
2009-07-31,1.0791
2009-08-03,1.0650
2009-08-04,1.0685
2009-08-05,1.0722
2009-08-06,1.0760
2009-08-07,1.0838
2009-08-10,1.0848
2009-08-11,1.0987
2009-08-12,1.0875
2009-08-13,1.0881
2009-08-14,1.0973
2009-08-17,1.1077
2009-08-18,1.1097
2009-08-19,1.0968
2009-08-20,1.0902
2009-08-21,1.0799
2009-08-24,1.0740
2009-08-25,1.0727
2009-08-26,1.0988
2009-08-27,1.0961
2009-08-28,1.0875
2009-08-31,1.0967
2009-09-01,1.1028
2009-09-02,1.1060
2009-09-03,1.1034
2009-09-04,1.0894
2009-09-07,.
2009-09-08,1.0762
2009-09-09,1.0783
2009-09-10,1.0811
2009-09-11,1.0742
2009-09-14,1.0859
2009-09-15,1.0760
2009-09-16,1.0662
2009-09-17,1.0615
2009-09-18,1.0721
2009-09-21,1.0775
2009-09-22,1.0683
2009-09-23,1.0722
2009-09-24,1.0864
2009-09-25,1.0918
2009-09-28,1.0860
2009-09-29,1.0872
2009-09-30,1.0719
2009-10-01,1.0773
2009-10-02,1.0843
2009-10-05,1.0755
2009-10-06,1.0570
2009-10-07,1.0619
2009-10-08,1.0533
2009-10-09,1.0425
2009-10-12,.
2009-10-13,1.0297
2009-10-14,1.0289
2009-10-15,1.0304
2009-10-16,1.0389
2009-10-19,1.0307
2009-10-20,1.0494
2009-10-21,1.0413
2009-10-22,1.0476
2009-10-23,1.0507
2009-10-26,1.0618
2009-10-27,1.0644
2009-10-28,1.0757
2009-10-29,1.0702
2009-10-30,1.0767
2009-11-02,1.0742
2009-11-03,1.0701
2009-11-04,1.0644
2009-11-05,1.0649
2009-11-06,1.0717
2009-11-09,1.0563
2009-11-10,1.0516
2009-11-11,.
2009-11-12,1.0513
2009-11-13,1.0500
2009-11-16,1.0458
2009-11-17,1.0589
2009-11-18,1.0496
2009-11-19,1.0634
2009-11-20,1.0698
2009-11-23,1.0550
2009-11-24,1.0608
2009-11-25,1.0499
2009-11-26,.
2009-11-27,1.0620
2009-11-30,1.0570
2009-12-01,1.0430
2009-12-02,1.0465
2009-12-03,1.0539
2009-12-04,1.0515
2009-12-07,1.0508
2009-12-08,1.0599
2009-12-09,1.0550
2009-12-10,1.0518
2009-12-11,1.0583
2009-12-14,1.0590
2009-12-15,1.0622
2009-12-16,1.0579
2009-12-17,1.0713
2009-12-18,1.0679
2009-12-21,1.0592
2009-12-22,1.0555
2009-12-23,1.0476
2009-12-24,1.0485
2009-12-25,.
2009-12-28,1.0430
2009-12-29,1.0400
2009-12-30,1.0523
2009-12-31,1.0461
2010-01-01,.
2010-01-04,1.0377
2010-01-05,1.0371
2010-01-06,1.0333
2010-01-07,1.0351
2010-01-08,1.0345
2010-01-11,1.0317
2010-01-12,1.0374
2010-01-13,1.0319
2010-01-14,1.0260
2010-01-15,1.0287
2010-01-18,.
2010-01-19,1.0325
2010-01-20,1.0477
2010-01-21,1.0483
2010-01-22,1.0561
2010-01-25,1.0582
2010-01-26,1.0669
2010-01-27,1.0657
2010-01-28,1.0584
2010-01-29,1.0652
2010-02-01,1.0651
2010-02-02,1.0607
2010-02-03,1.0608
2010-02-04,1.0735
2010-02-05,1.0727
2010-02-08,1.0692
2010-02-09,1.0690
2010-02-10,1.0667
2010-02-11,1.0522
2010-02-12,1.0529
2010-02-15,.
2010-02-16,1.0427
2010-02-17,1.0455
2010-02-18,1.0450
2010-02-19,1.0419
2010-02-22,1.0428
2010-02-23,1.0517
2010-02-24,1.0551
2010-02-25,1.0675
2010-02-26,1.0520
2010-03-01,1.0421
2010-03-02,1.0325
2010-03-03,1.0286
2010-03-04,1.0307
2010-03-05,1.0284
2010-03-08,1.0286
2010-03-09,1.0249
2010-03-10,1.0241
2010-03-11,1.0262
2010-03-12,1.0187
2010-03-15,1.0216
2010-03-16,1.0147
2010-03-17,1.0110
2010-03-18,1.0139
2010-03-19,1.0153
2010-03-22,1.0193
2010-03-23,1.0176
2010-03-24,1.0268
2010-03-25,1.0188
2010-03-26,1.0283
2010-03-29,1.0201
2010-03-30,1.0189
2010-03-31,1.0156
2010-04-01,1.0073
2010-04-02,1.0110
2010-04-05,1.0025
2010-04-06,1.0001
2010-04-07,1.0028
2010-04-08,1.0019
2010-04-09,1.0055
2010-04-12,1.0015
2010-04-13,1.0029
2010-04-14,0.9960
2010-04-15,1.0013
2010-04-16,1.0145
2010-04-19,1.0199
2010-04-20,0.9984
2010-04-21,0.9983
2010-04-22,1.0014
2010-04-23,1.0026
2010-04-26,1.0009
2010-04-27,1.0169
2010-04-28,1.0125
2010-04-29,1.0052
2010-04-30,1.0112
2010-05-03,1.0134
2010-05-04,1.0215
2010-05-05,1.0264
2010-05-06,1.0437
2010-05-07,1.0423
2010-05-10,1.0245
2010-05-11,1.0193
2010-05-12,1.0197
2010-05-13,1.0148
2010-05-14,1.0343
2010-05-17,1.0400
2010-05-18,1.0329
2010-05-19,1.0510
2010-05-20,1.0656
2010-05-21,1.0564
2010-05-24,1.0587
2010-05-25,1.0776
2010-05-26,1.0647
2010-05-27,1.0491
2010-05-28,1.0497
2010-05-31,.
2010-06-01,1.0476
2010-06-02,1.0404
2010-06-03,1.0413
2010-06-04,1.0516
2010-06-07,1.0537
2010-06-08,1.0517
2010-06-09,1.0395
2010-06-10,1.0336
2010-06-11,1.0329
2010-06-14,1.0251
2010-06-15,1.0287
2010-06-16,1.0236
2010-06-17,1.0283
2010-06-18,1.0237
2010-06-21,1.0197
2010-06-22,1.0201
2010-06-23,1.0390
2010-06-24,1.0429
2010-06-25,1.0369
2010-06-28,1.0337
2010-06-29,1.0531
2010-06-30,1.0606
2010-07-01,1.0622
2010-07-02,1.0647
2010-07-05,.
2010-07-06,1.0497
2010-07-07,1.0525
2010-07-08,1.0410
2010-07-09,1.0328
2010-07-12,1.0377
2010-07-13,1.0281
2010-07-14,1.0304
2010-07-15,1.0401
2010-07-16,1.0536
2010-07-19,1.0557
2010-07-20,1.0526
2010-07-21,1.0422
2010-07-22,1.0373
2010-07-23,1.0376
2010-07-26,1.0312
2010-07-27,1.0357
2010-07-28,1.0356
2010-07-29,1.0368
2010-07-30,1.0293
2010-08-02,1.0227
2010-08-03,1.0219
2010-08-04,1.0184
2010-08-05,1.0154
2010-08-06,1.0272
2010-08-09,1.0266
2010-08-10,1.0347
2010-08-11,1.0455
2010-08-12,1.0433
2010-08-13,1.0400
2010-08-16,1.0429
2010-08-17,1.0311
2010-08-18,1.0286
2010-08-19,1.0397
2010-08-20,1.0499
2010-08-23,1.0512
2010-08-24,1.0563
2010-08-25,1.0640
2010-08-26,1.0545
2010-08-27,1.0547
2010-08-30,1.0561
2010-08-31,1.0640
2010-09-01,1.0497
2010-09-02,1.0520
2010-09-03,1.0411
2010-09-06,.
2010-09-07,1.0426
2010-09-08,1.0359
2010-09-09,1.0323
2010-09-10,1.0357
2010-09-13,1.0277
2010-09-14,1.0219
2010-09-15,1.0281
2010-09-16,1.0274
2010-09-17,1.0331
2010-09-20,1.0280
2010-09-21,1.0314
2010-09-22,1.0325
2010-09-23,1.0307
2010-09-24,1.0262
2010-09-27,1.0260
2010-09-28,1.0305
2010-09-29,1.0300
2010-09-30,1.0293
2010-10-01,1.0214
2010-10-04,1.0235
2010-10-05,1.0169
2010-10-06,1.0073
2010-10-07,1.0167
2010-10-08,1.0138
2010-10-11,.
2010-10-12,1.0111
2010-10-13,1.0028
2010-10-14,1.0036
2010-10-15,1.0108
2010-10-18,1.0145
2010-10-19,1.0298
2010-10-20,1.0245
2010-10-21,1.0232
2010-10-22,1.0262
2010-10-25,1.0197
2010-10-26,1.0220
2010-10-27,1.0321
2010-10-28,1.0194
2010-10-29,1.0187
2010-11-01,1.0133
2010-11-02,1.0098
2010-11-03,1.0090
2010-11-04,1.0022
2010-11-05,1.0012
2010-11-08,1.0021
2010-11-09,1.0013
2010-11-10,1.0016
2010-11-11,.
2010-11-12,1.0079
2010-11-15,1.0064
2010-11-16,1.0231
2010-11-17,1.0205
2010-11-18,1.0172
2010-11-19,1.0206
2010-11-22,1.0187
2010-11-23,1.0240
2010-11-24,1.0110
2010-11-25,.
2010-11-26,1.0188
2010-11-29,1.0227
2010-11-30,1.0266
2010-12-01,1.0160
2010-12-02,1.0045
2010-12-03,1.0059
2010-12-06,1.0056
2010-12-07,1.0093
2010-12-08,1.0100
2010-12-09,1.0098
2010-12-10,1.0091
2010-12-13,1.0046
2010-12-14,1.0039
2010-12-15,1.0033
2010-12-16,1.0056
2010-12-17,1.0125
2010-12-20,1.0176
2010-12-21,1.0173
2010-12-22,1.0143
2010-12-23,1.0095
2010-12-24,.
2010-12-27,1.0086
2010-12-28,1.0006
2010-12-29,1.0004
2010-12-30,1.0009
2010-12-31,.
2011-01-03,0.9903
2011-01-04,0.9985
2011-01-05,0.9946
2011-01-06,0.9953
2011-01-07,0.9932
2011-01-10,0.9923
2011-01-11,0.9901
2011-01-12,0.9864
2011-01-13,0.9866
2011-01-14,0.9902
2011-01-17,.
2011-01-18,0.9912
2011-01-19,0.9938
2011-01-20,1.0001
2011-01-21,0.9943
2011-01-24,0.9933
2011-01-25,0.9984
2011-01-26,0.9954
2011-01-27,0.9940
2011-01-28,0.9989
2011-01-31,1.0020
2011-02-01,0.9921
2011-02-02,0.9883
2011-02-03,0.9901
2011-02-04,0.9899
2011-02-07,0.9885
2011-02-08,0.9905
2011-02-09,0.9946
2011-02-10,0.9955
2011-02-11,0.9900
2011-02-14,0.9883
2011-02-15,0.9885
2011-02-16,0.9853
2011-02-17,0.9839
2011-02-18,0.9827
2011-02-21,.
2011-02-22,0.9860
2011-02-23,0.9922
2011-02-24,0.9842
2011-02-25,0.9808
2011-02-28,0.9737
2011-03-01,0.9742
2011-03-02,0.9733
2011-03-03,0.9746
2011-03-04,0.9715
2011-03-07,0.9737
2011-03-08,0.9712
2011-03-09,0.9686
2011-03-10,0.9729
2011-03-11,0.9732
2011-03-14,0.9758
2011-03-15,0.9831
2011-03-16,0.9921
2011-03-17,0.9886
2011-03-18,0.9846
2011-03-21,0.9772
2011-03-22,0.9769
2011-03-23,0.9820
2011-03-24,0.9748
2011-03-25,0.9779
2011-03-28,0.9757
2011-03-29,0.9758
2011-03-30,0.9715
2011-03-31,0.9717
2011-04-01,0.9629
2011-04-04,0.9677
2011-04-05,0.9635
2011-04-06,0.9587
2011-04-07,0.9593
2011-04-08,0.9564
2011-04-11,0.9547
2011-04-12,0.9624
2011-04-13,0.9638
2011-04-14,0.9626
2011-04-15,0.9615
2011-04-18,0.9689
2011-04-19,0.9572
2011-04-20,0.9523
2011-04-21,0.9518
2011-04-22,0.9535
2011-04-25,0.9541
2011-04-26,0.9508
2011-04-27,0.9550
2011-04-28,0.9513
2011-04-29,0.9486
2011-05-02,0.9492
2011-05-03,0.9489
2011-05-04,0.9579
2011-05-05,0.9667
2011-05-06,0.9616
2011-05-09,0.9660
2011-05-10,0.9611
2011-05-11,0.9581
2011-05-12,0.9656
2011-05-13,0.9708
2011-05-16,0.9701
