DATE,DEXINUS
2016-03-10,67.2000
2016-03-11,66.9300
2016-03-14,67.1500
2016-03-15,67.3300
2016-03-16,67.2400
2016-03-17,66.6100
2016-03-18,66.3400
2016-03-21,66.4500
2016-03-22,66.5800
2016-03-23,66.8200
2016-03-24,66.8200
2016-03-25,66.8200
2016-03-28,66.5800
2016-03-29,66.4600
2016-03-30,66.3700
2016-03-31,66.2500
2016-04-01,66.3400
2016-04-04,66.0500
2016-04-05,66.4000
2016-04-06,66.4900
2016-04-07,66.7000
2016-04-08,66.4900
2016-04-11,66.3300
2016-04-12,66.3500
2016-04-13,66.6200
2016-04-14,66.5600
2016-04-15,66.4900
2016-04-18,66.4200
2016-04-19,66.1200
2016-04-20,66.1200
2016-04-21,66.4300
2016-04-22,66.6000
2016-04-25,66.6500
2016-04-26,66.4000
2016-04-27,66.5200
2016-04-28,66.3900
2016-04-29,66.3900
2016-05-02,66.3600
2016-05-03,66.5100
2016-05-04,66.6300
2016-05-05,66.5300
2016-05-06,66.5200
2016-05-09,66.7000
2016-05-10,66.5800
2016-05-11,66.5300
2016-05-12,66.7000
2016-05-13,66.8400
2016-05-16,66.7800
2016-05-17,66.7400
2016-05-18,66.9500
2016-05-19,67.5700
2016-05-20,67.4200
2016-05-23,67.4700
2016-05-24,67.5900
2016-05-25,67.2800
2016-05-26,66.9000
2016-05-27,66.9600
2016-05-30,.
2016-05-31,67.1200
2016-06-01,67.4400
2016-06-02,67.2200
2016-06-03,66.9900
2016-06-06,66.8100
2016-06-07,66.6400
2016-06-08,66.5100
2016-06-09,66.6800
2016-06-10,66.8400
2016-06-13,67.1700
2016-06-14,67.3400
2016-06-15,67.0800
2016-06-16,67.4300
2016-06-17,67.1100
2016-06-20,67.5400
2016-06-21,67.7300
2016-06-22,67.4900
2016-06-23,67.2900
2016-06-24,67.8200
2016-06-27,67.9200
2016-06-28,67.8600
2016-06-29,67.4200
2016-06-30,67.5100
2016-07-01,67.2400
2016-07-04,.
2016-07-05,67.4000
2016-07-06,67.4500
2016-07-07,67.4900
2016-07-08,67.1300
2016-07-11,67.1100
2016-07-12,67.0500
2016-07-13,66.9900
2016-07-14,66.8100
2016-07-15,67.0700
2016-07-18,67.1400
2016-07-19,67.1400
2016-07-20,67.1800
2016-07-21,67.1500
2016-07-22,67.1900
2016-07-25,67.4100
2016-07-26,67.3400
2016-07-27,67.1400
2016-07-28,66.9600
2016-07-29,66.7700
2016-08-01,66.6300
2016-08-02,66.6500
2016-08-03,66.8000
2016-08-04,66.7600
2016-08-05,66.8400
2016-08-08,66.8200
2016-08-09,66.7600
2016-08-10,66.7200
2016-08-11,66.7500
2016-08-12,66.8200
2016-08-15,66.8500
2016-08-16,66.8300
2016-08-17,66.9600
2016-08-18,66.8300
2016-08-19,67.1300
2016-08-22,67.1800
2016-08-23,67.0900
2016-08-24,67.1400
2016-08-25,67.0100
2016-08-26,66.9800
2016-08-29,67.1500
2016-08-30,67.1400
2016-08-31,66.9400
2016-09-01,66.8500
2016-09-02,66.6000
2016-09-05,.
2016-09-06,66.2800
2016-09-07,66.4200
2016-09-08,66.5200
2016-09-09,66.7600
2016-09-12,66.7900
2016-09-13,67.0300
2016-09-14,66.7800
2016-09-15,66.8400
2016-09-16,67.1000
2016-09-19,66.9400
2016-09-20,66.9700
2016-09-21,66.9900
2016-09-22,66.6000
2016-09-23,66.6600
2016-09-26,66.5600
2016-09-27,66.5000
2016-09-28,66.5000
2016-09-29,66.7200
2016-09-30,66.5800
2016-10-03,66.5200
2016-10-04,66.4900
2016-10-05,66.5300
2016-10-06,66.7000
2016-10-07,66.6100
2016-10-10,.
2016-10-11,66.8100
2016-10-12,66.8500
2016-10-13,66.8400
2016-10-14,66.6900
2016-10-17,66.8000
2016-10-18,66.7100
2016-10-19,66.6400
2016-10-20,66.8300
2016-10-21,66.9400
2016-10-24,66.8900
2016-10-25,66.8000
2016-10-26,66.8300
2016-10-27,66.8500
2016-10-28,66.7800
2016-10-31,66.7200
2016-11-01,66.7000
2016-11-02,66.6600
2016-11-03,66.6800
2016-11-04,66.7500
2016-11-07,66.7300
2016-11-08,66.3900
2016-11-09,66.4800
2016-11-10,66.8600
2016-11-11,.
2016-11-14,67.7800
2016-11-15,67.8000
2016-11-16,68.0700
2016-11-17,67.9300
2016-11-18,68.1200
2016-11-21,68.2300
2016-11-22,68.4000
2016-11-23,68.8600
2016-11-24,.
2016-11-25,68.5900
2016-11-28,68.5600
2016-11-29,68.6400
2016-11-30,68.5600
2016-12-01,68.2900
2016-12-02,68.0400
2016-12-05,68.0600
2016-12-06,67.7200
2016-12-07,67.5000
2016-12-08,67.4200
2016-12-09,67.5100
2016-12-12,67.3800
2016-12-13,67.4700
2016-12-14,67.4300
2016-12-15,67.9100
2016-12-16,67.8200
2016-12-19,67.8300
2016-12-20,67.9700
2016-12-21,67.8200
2016-12-22,67.8600
2016-12-23,67.8400
2016-12-26,.
2016-12-27,68.0100
2016-12-28,68.2000
2016-12-29,67.9100
2016-12-30,67.9200
2017-01-02,.
2017-01-03,68.3700
2017-01-04,67.9000
2017-01-05,67.7400
2017-01-06,68.1200
2017-01-09,68.0800
2017-01-10,68.2500
2017-01-11,68.3900
2017-01-12,67.9900
2017-01-13,68.1600
2017-01-16,.
2017-01-17,67.9000
2017-01-18,68.1200
2017-01-19,68.1000
2017-01-20,.
2017-01-23,68.1100
2017-01-24,68.1200
2017-01-25,68.0400
2017-01-26,68.1700
2017-01-27,68.0600
2017-01-30,67.8000
2017-01-31,67.4800
2017-02-01,67.4000
2017-02-02,67.2000
2017-02-03,67.1800
