DATE,DEXUSUK
2007-02-05,1.9600
2007-02-06,1.9693
2007-02-07,1.9699
2007-02-08,1.9586
2007-02-09,1.9512
2007-02-12,1.9474
2007-02-13,1.9443
2007-02-14,1.9628
2007-02-15,1.9532
2007-02-16,1.9499
2007-02-19,.
2007-02-20,1.9547
2007-02-21,1.9524
2007-02-22,1.9571
2007-02-23,1.9639
2007-02-26,1.9631
2007-02-27,1.9661
2007-02-28,1.9613
2007-03-01,1.9579
2007-03-02,1.9458
2007-03-05,1.9235
2007-03-06,1.9270
2007-03-07,1.9315
2007-03-08,1.9300
2007-03-09,1.9318
2007-03-12,1.9291
2007-03-13,1.9322
2007-03-14,1.9337
2007-03-15,1.9365
2007-03-16,1.9423
2007-03-19,1.9460
2007-03-20,1.9580
2007-03-21,1.9596
2007-03-22,1.9672
2007-03-23,1.9632
2007-03-26,1.9694
2007-03-27,1.9664
2007-03-28,1.9611
2007-03-29,1.9627
2007-03-30,1.9685
2007-04-02,1.9786
2007-04-03,1.9781
2007-04-04,1.9756
2007-04-05,1.9708
2007-04-06,1.9655
2007-04-09,1.9608
2007-04-10,1.9718
2007-04-11,1.9786
2007-04-12,1.9769
2007-04-13,1.9829
2007-04-16,1.9907
2007-04-17,2.0061
2007-04-18,2.0041
2007-04-19,2.0029
2007-04-20,2.0047
2007-04-23,2.0017
2007-04-24,2.0028
2007-04-25,2.0042
2007-04-26,1.9903
2007-04-27,1.9985
2007-04-30,2.0000
2007-05-01,1.9993
2007-05-02,1.9910
2007-05-03,1.9878
2007-05-04,1.9931
2007-05-07,1.9944
2007-05-08,1.9902
2007-05-09,1.9963
2007-05-10,1.9833
2007-05-11,1.9824
2007-05-14,1.9803
2007-05-15,1.9862
2007-05-16,1.9774
2007-05-17,1.9748
2007-05-18,1.9755
2007-05-21,1.9695
2007-05-22,1.9768
2007-05-23,1.9879
2007-05-24,1.9852
2007-05-25,1.9845
2007-05-28,.
2007-05-29,1.9814
2007-05-30,1.9747
2007-05-31,1.9797
2007-06-01,1.9804
2007-06-04,1.9922
2007-06-05,1.9941
2007-06-06,1.9915
2007-06-07,1.9798
2007-06-08,1.9657
2007-06-11,1.9686
2007-06-12,1.9750
2007-06-13,1.9728
2007-06-14,1.9696
2007-06-15,1.9765
2007-06-18,1.9822
2007-06-19,1.9884
2007-06-20,1.9937
2007-06-21,1.9924
2007-06-22,1.9975
2007-06-25,1.9962
2007-06-26,1.9997
2007-06-27,1.9965
2007-06-28,2.0022
2007-06-29,2.0063
2007-07-02,2.0161
2007-07-03,2.0168
2007-07-04,.
2007-07-05,2.0114
2007-07-06,2.0119
2007-07-09,2.0166
2007-07-10,2.0248
2007-07-11,2.0320
2007-07-12,2.0288
2007-07-13,2.0344
2007-07-16,2.0374
2007-07-17,2.0455
2007-07-18,2.0534
2007-07-19,2.0490
2007-07-20,2.0566
2007-07-23,2.0585
2007-07-24,2.0626
2007-07-25,2.0511
2007-07-26,2.0488
2007-07-27,2.0290
2007-07-30,2.0238
2007-07-31,2.0364
2007-08-01,2.0309
2007-08-02,2.0346
2007-08-03,2.0426
2007-08-06,2.0293
2007-08-07,2.0202
2007-08-08,2.0368
2007-08-09,2.0271
2007-08-10,2.0219
2007-08-13,2.0123
2007-08-14,2.0000
2007-08-15,1.9923
2007-08-16,1.9829
2007-08-17,1.9828
2007-08-20,1.9830
2007-08-21,1.9813
2007-08-22,1.9916
2007-08-23,2.0035
2007-08-24,2.0099
2007-08-27,2.0134
2007-08-28,2.0065
2007-08-29,2.0182
2007-08-30,2.0160
2007-08-31,2.0165
2007-09-03,2.0165
2007-09-04,2.0109
2007-09-05,2.0221
2007-09-06,2.0242
2007-09-07,2.0283
2007-09-10,2.0288
2007-09-11,2.0319
2007-09-12,2.0314
2007-09-13,2.0278
2007-09-14,2.0067
2007-09-17,1.9920
2007-09-18,1.9973
2007-09-19,1.9983
2007-09-20,2.0132
2007-09-21,2.0208
2007-09-24,2.0222
2007-09-25,2.0169
2007-09-26,2.0159
2007-09-27,2.0235
2007-09-28,2.0389
2007-10-01,2.0436
2007-10-02,2.0417
2007-10-03,2.0369
2007-10-04,2.0392
2007-10-05,2.0436
2007-10-08,2.0436
2007-10-09,2.0331
2007-10-10,2.0432
2007-10-11,2.0342
2007-10-12,2.0340
2007-10-15,2.0419
2007-10-16,2.0327
2007-10-17,2.0387
2007-10-18,2.0457
2007-10-19,2.0484
2007-10-22,2.0279
2007-10-23,2.0495
2007-10-24,2.0491
2007-10-25,2.0485
2007-10-26,2.0514
2007-10-29,2.0609
2007-10-30,2.0671
2007-10-31,2.0777
2007-11-01,2.0818
2007-11-02,2.0820
2007-11-05,2.0799
2007-11-06,2.0859
2007-11-07,2.1045
2007-11-08,2.1104
2007-11-09,2.0911
2007-11-12,.
2007-11-13,2.0729
2007-11-14,2.0586
2007-11-15,2.0483
2007-11-16,2.0480
2007-11-19,2.0478
2007-11-20,2.0652
2007-11-21,2.0585
2007-11-22,2.0585
2007-11-23,2.0564
2007-11-26,2.0681
2007-11-27,2.0653
2007-11-28,2.0688
2007-11-29,2.0642
2007-11-30,2.0567
2007-12-03,2.0658
2007-12-04,2.0577
2007-12-05,2.0288
2007-12-06,2.0289
2007-12-07,2.0289
2007-12-10,2.0457
2007-12-11,2.0387
2007-12-12,2.0494
2007-12-13,2.0395
2007-12-14,2.0197
2007-12-17,2.0168
2007-12-18,2.0140
2007-12-19,1.9931
2007-12-20,1.9821
2007-12-21,1.9833
2007-12-24,1.9774
2007-12-25,.
2007-12-26,1.9833
2007-12-27,1.9907
2007-12-28,1.9929
2007-12-31,1.9843
2008-01-01,.
2008-01-02,1.9824
2008-01-03,1.9733
2008-01-04,1.9757
2008-01-07,1.9703
2008-01-08,1.9731
2008-01-09,1.9564
2008-01-10,1.9565
2008-01-11,1.9592
2008-01-14,1.9583
2008-01-15,1.9671
2008-01-16,1.9638
2008-01-17,1.9744
2008-01-18,1.9529
2008-01-21,.
2008-01-22,1.9577
2008-01-23,1.9515
2008-01-24,1.9733
2008-01-25,1.9802
2008-01-28,1.9857
2008-01-29,1.9857
2008-01-30,1.9880
2008-01-31,1.9895
2008-02-01,1.9687
2008-02-04,1.9777
2008-02-05,1.9626
2008-02-06,1.9604
2008-02-07,1.9420
2008-02-08,1.9473
2008-02-11,1.9486
2008-02-12,1.9622
2008-02-13,1.9618
2008-02-14,1.9708
2008-02-15,1.9613
2008-02-18,.
2008-02-19,1.9511
2008-02-20,1.9405
2008-02-21,1.9614
2008-02-22,1.9668
2008-02-25,1.9668
2008-02-26,1.9747
2008-02-27,1.9923
2008-02-28,1.9879
2008-02-29,1.9864
2008-03-03,1.9850
2008-03-04,1.9854
2008-03-05,1.9939
2008-03-06,2.0073
2008-03-07,2.0128
2008-03-10,2.0166
2008-03-11,2.0041
2008-03-12,2.0211
2008-03-13,2.0311
2008-03-14,2.0294
2008-03-17,2.0008
2008-03-18,2.0216
2008-03-19,1.9858
2008-03-20,1.9823
2008-03-21,1.9826
2008-03-24,1.9852
2008-03-25,1.9997
2008-03-26,2.0019
2008-03-27,2.0097
2008-03-28,1.9890
2008-03-31,1.9855
2008-04-01,1.9774
2008-04-02,1.9827
2008-04-03,1.9961
2008-04-04,1.9947
2008-04-07,1.9855
2008-04-08,1.9690
2008-04-09,1.9726
2008-04-10,1.9742
2008-04-11,1.9707
2008-04-14,1.9816
2008-04-15,1.9627
2008-04-16,1.9756
2008-04-17,1.9908
2008-04-18,1.9965
2008-04-21,1.9813
2008-04-22,1.9994
2008-04-23,1.9786
2008-04-24,1.9716
2008-04-25,1.9833
2008-04-28,1.9908
2008-04-29,1.9747
2008-04-30,1.9847
2008-05-01,1.9749
2008-05-02,1.9756
2008-05-05,1.9679
2008-05-06,1.9747
2008-05-07,1.9522
2008-05-08,1.9543
2008-05-09,1.9486
2008-05-12,1.9616
2008-05-13,1.9470
2008-05-14,1.9451
2008-05-15,1.9488
2008-05-16,1.9580
2008-05-19,1.9472
2008-05-20,1.9705
2008-05-21,1.9669
2008-05-22,1.9785
2008-05-23,1.9818
2008-05-26,.
2008-05-27,1.9751
2008-05-28,1.9806
2008-05-29,1.9759
2008-05-30,1.9793
2008-06-02,1.9666
2008-06-03,1.9650
2008-06-04,1.9548
2008-06-05,1.9563
2008-06-06,1.9695
2008-06-09,1.9758
2008-06-10,1.9543
2008-06-11,1.9646
2008-06-12,1.9467
2008-06-13,1.9496
2008-06-16,1.9637
2008-06-17,1.9544
2008-06-18,1.9570
2008-06-19,1.9729
2008-06-20,1.9737
2008-06-23,1.9609
2008-06-24,1.9707
2008-06-25,1.9672
2008-06-26,1.9873
2008-06-27,1.9938
2008-06-30,1.9906
2008-07-01,1.9930
2008-07-02,1.9925
2008-07-03,1.9825
2008-07-04,.
2008-07-07,1.9697
2008-07-08,1.9685
2008-07-09,1.9812
2008-07-10,1.9777
2008-07-11,1.9895
2008-07-14,1.9925
2008-07-15,2.0036
2008-07-16,1.9995
2008-07-17,2.0038
2008-07-18,1.9985
2008-07-21,1.9979
2008-07-22,1.9941
2008-07-23,2.0021
2008-07-24,1.9832
2008-07-25,1.9880
2008-07-28,1.9943
2008-07-29,1.9805
2008-07-30,1.9810
2008-07-31,1.9806
2008-08-01,1.9743
2008-08-04,1.9606
2008-08-05,1.9532
2008-08-06,1.9479
2008-08-07,1.9439
2008-08-08,1.9193
2008-08-11,1.9144
2008-08-12,1.9005
2008-08-13,1.8682
2008-08-14,1.8715
2008-08-15,1.8651
2008-08-18,1.8673
2008-08-19,1.8655
2008-08-20,1.8603
2008-08-21,1.8758
2008-08-22,1.8544
2008-08-25,1.8587
2008-08-26,1.8387
2008-08-27,1.8318
2008-08-28,1.8264
2008-08-29,1.8190
2008-09-01,.
2008-09-02,1.7853
2008-09-03,1.7795
2008-09-04,1.7689
2008-09-05,1.7687
2008-09-08,1.7543
2008-09-09,1.7672
2008-09-10,1.7547
2008-09-11,1.7497
2008-09-12,1.7896
2008-09-15,1.7877
2008-09-16,1.7802
2008-09-17,1.7895
2008-09-18,1.8186
2008-09-19,1.8297
2008-09-22,1.8484
2008-09-23,1.8558
2008-09-24,1.8502
2008-09-25,1.8406
2008-09-26,1.8400
2008-09-29,1.8044
2008-09-30,1.7804
2008-10-01,1.7804
2008-10-02,1.7655
2008-10-03,1.7740
2008-10-06,1.7380
2008-10-07,1.7592
2008-10-08,1.7310
2008-10-09,1.7225
2008-10-10,1.7037
2008-10-13,.
2008-10-14,1.7482
2008-10-15,1.7432
2008-10-16,1.7243
2008-10-17,1.7307
2008-10-20,1.7134
2008-10-21,1.6837
2008-10-22,1.6174
2008-10-23,1.6181
2008-10-24,1.5631
2008-10-27,1.5472
2008-10-28,1.5591
2008-10-29,1.6298
2008-10-30,1.6270
2008-10-31,1.6165
2008-11-03,1.5855
2008-11-04,1.6095
2008-11-05,1.6156
2008-11-06,1.5814
2008-11-07,1.5788
2008-11-10,1.5639
2008-11-11,.
2008-11-12,1.5012
2008-11-13,1.4799
2008-11-14,1.4860
2008-11-17,1.5030
2008-11-18,1.5042
2008-11-19,1.5095
2008-11-20,1.4789
2008-11-21,1.4816
2008-11-24,1.5177
2008-11-25,1.5349
2008-11-26,1.5218
2008-11-27,.
2008-11-28,1.5348
2008-12-01,1.4840
2008-12-02,1.4949
2008-12-03,1.4783
2008-12-04,1.4791
2008-12-05,1.4606
2008-12-08,1.4831
2008-12-09,1.4776
2008-12-10,1.4830
2008-12-11,1.4953
2008-12-12,1.4874
2008-12-15,1.5278
2008-12-16,1.5320
2008-12-17,1.5457
2008-12-18,1.5103
2008-12-19,1.4854
2008-12-22,1.4805
2008-12-23,1.4761
2008-12-24,1.4673
2008-12-25,.
2008-12-26,1.4700
2008-12-29,1.4591
2008-12-30,1.4395
2008-12-31,1.4619
2009-01-01,.
2009-01-02,1.4520
2009-01-05,1.4602
2009-01-06,1.4777
2009-01-07,1.5254
2009-01-08,1.5190
2009-01-09,1.5239
2009-01-12,1.4827
2009-01-13,1.4528
2009-01-14,1.4617
2009-01-15,1.4602
2009-01-16,1.4737
2009-01-19,.
2009-01-20,1.4023
2009-01-21,1.3728
2009-01-22,1.3840
2009-01-23,1.3658
2009-01-26,1.3960
2009-01-27,1.4148
2009-01-28,1.4317
2009-01-29,1.4262
2009-01-30,1.4413
2009-02-02,1.4228
2009-02-03,1.4394
2009-02-04,1.4472
2009-02-05,1.4633
2009-02-06,1.4775
2009-02-09,1.4936
2009-02-10,1.4604
2009-02-11,1.4367
2009-02-12,1.4248
2009-02-13,1.4422
2009-02-16,.
2009-02-17,1.4224
2009-02-18,1.4235
2009-02-19,1.4307
2009-02-20,1.4333
2009-02-23,1.4553
2009-02-24,1.4408
2009-02-25,1.4265
2009-02-26,1.4342
2009-02-27,1.4276
2009-03-02,1.3989
2009-03-03,1.4034
2009-03-04,1.4142
2009-03-05,1.4124
2009-03-06,1.4110
2009-03-09,1.3757
2009-03-10,1.3840
2009-03-11,1.3780
2009-03-12,1.3811
2009-03-13,1.3972
2009-03-16,1.4091
2009-03-17,1.4018
2009-03-18,1.3974
2009-03-19,1.4584
2009-03-20,1.4435
2009-03-23,1.4496
2009-03-24,1.4730
2009-03-25,1.4585
2009-03-26,1.4497
2009-03-27,1.4325
2009-03-30,1.4148
2009-03-31,1.4300
2009-04-01,1.4402
2009-04-02,1.4700
2009-04-03,1.4801
2009-04-06,1.4712
2009-04-07,1.4744
2009-04-08,1.4692
2009-04-09,1.4623
2009-04-10,1.4635
2009-04-13,1.4831
2009-04-14,1.4907
2009-04-15,1.4990
2009-04-16,1.4909
2009-04-17,1.4778
2009-04-20,1.4532
2009-04-21,1.4688
2009-04-22,1.4496
2009-04-23,1.4635
2009-04-24,1.4697
2009-04-27,1.4678
2009-04-28,1.4607
2009-04-29,1.4802
2009-04-30,1.4799
2009-05-01,1.4881
2009-05-04,1.4985
2009-05-05,1.5099
2009-05-06,1.5063
2009-05-07,1.5019
2009-05-08,1.5090
2009-05-11,1.5145
2009-05-12,1.5240
2009-05-13,1.5165
2009-05-14,1.5195
2009-05-15,1.5222
2009-05-18,1.5309
2009-05-19,1.5501
2009-05-20,1.5670
2009-05-21,1.5763
2009-05-22,1.5892
2009-05-25,.
2009-05-26,1.5938
2009-05-27,1.6068
2009-05-28,1.5956
2009-05-29,1.6160
2009-06-01,1.6448
2009-06-02,1.6515
2009-06-03,1.6405
2009-06-04,1.6173
2009-06-05,1.6017
2009-06-08,1.5976
2009-06-09,1.6267
2009-06-10,1.6334
2009-06-11,1.6547
2009-06-12,1.6523
2009-06-15,1.6268
2009-06-16,1.6446
2009-06-17,1.6293
2009-06-18,1.6369
2009-06-19,1.6537
2009-06-22,1.6343
2009-06-23,1.6344
2009-06-24,1.6486
2009-06-25,1.6336
2009-06-26,1.6498
2009-06-29,1.6533
2009-06-30,1.6452
2009-07-01,1.6524
2009-07-02,1.6398
2009-07-03,1.6336
2009-07-06,1.6230
2009-07-07,1.6158
2009-07-08,1.6027
2009-07-09,1.6301
2009-07-10,1.6185
2009-07-13,1.6179
2009-07-14,1.6294
2009-07-15,1.6439
2009-07-16,1.6417
2009-07-17,1.6330
2009-07-20,1.6494
2009-07-21,1.6419
2009-07-22,1.6439
2009-07-23,1.6562
2009-07-24,1.6432
2009-07-27,1.6486
2009-07-28,1.6477
2009-07-29,1.6379
2009-07-30,1.6483
2009-07-31,1.6713
2009-08-03,1.6956
2009-08-04,1.6932
2009-08-05,1.6977
2009-08-06,1.6774
2009-08-07,1.6669
2009-08-10,1.6487
2009-08-11,1.6501
2009-08-12,1.6538
2009-08-13,1.6580
2009-08-14,1.6529
2009-08-17,1.6323
2009-08-18,1.6418
2009-08-19,1.6555
2009-08-20,1.6494
2009-08-21,1.6503
2009-08-24,1.6417
2009-08-25,1.6430
2009-08-26,1.6235
2009-08-27,1.6212
2009-08-28,1.6331
2009-08-31,1.6314
2009-09-01,1.6168
2009-09-02,1.6269
2009-09-03,1.6354
2009-09-04,1.6378
2009-09-07,.
2009-09-08,1.6512
2009-09-09,1.6557
2009-09-10,1.6649
2009-09-11,1.6695
2009-09-14,1.6588
2009-09-15,1.6436
2009-09-16,1.6501
2009-09-17,1.6522
2009-09-18,1.6266
2009-09-21,1.6228
2009-09-22,1.6380
2009-09-23,1.6404
2009-09-24,1.6068
2009-09-25,1.5967
2009-09-28,1.5910
2009-09-29,1.5924
2009-09-30,1.6004
2009-10-01,1.5950
2009-10-02,1.5878
2009-10-05,1.5926
2009-10-06,1.5904
2009-10-07,1.5899
2009-10-08,1.6090
2009-10-09,1.5896
2009-10-12,.
2009-10-13,1.5896
2009-10-14,1.5974
2009-10-15,1.6249
2009-10-16,1.6350
2009-10-19,1.6400
2009-10-20,1.6380
2009-10-21,1.6610
2009-10-22,1.6595
2009-10-23,1.6351
2009-10-26,1.6351
2009-10-27,1.6334
2009-10-28,1.6375
2009-10-29,1.6559
2009-10-30,1.6479
2009-11-02,1.6410
2009-11-03,1.6383
2009-11-04,1.6571
2009-11-05,1.6565
2009-11-06,1.6586
2009-11-09,1.6721
2009-11-10,1.6681
2009-11-11,.
2009-11-12,1.6543
2009-11-13,1.6657
2009-11-16,1.6795
2009-11-17,1.6768
2009-11-18,1.6756
2009-11-19,1.6658
2009-11-20,1.6529
2009-11-23,1.6599
2009-11-24,1.6577
2009-11-25,1.6671
2009-11-26,.
2009-11-27,1.6494
2009-11-30,1.6409
2009-12-01,1.6626
2009-12-02,1.6641
2009-12-03,1.6578
2009-12-04,1.6515
2009-12-07,1.6429
2009-12-08,1.6302
2009-12-09,1.6242
2009-12-10,1.6257
2009-12-11,1.6236
2009-12-14,1.6285
2009-12-15,1.6234
2009-12-16,1.6369
2009-12-17,1.6135
2009-12-18,1.6083
2009-12-21,1.6083
2009-12-22,1.5956
2009-12-23,1.5955
2009-12-24,1.5941
2009-12-25,.
2009-12-28,1.6001
2009-12-29,1.5892
2009-12-30,1.6050
2009-12-31,1.6167
2010-01-01,.
2010-01-04,1.6109
2010-01-05,1.6009
2010-01-06,1.6016
2010-01-07,1.5912
2010-01-08,1.5993
2010-01-11,1.6146
2010-01-12,1.6181
2010-01-13,1.6288
2010-01-14,1.6320
2010-01-15,1.6240
2010-01-18,.
2010-01-19,1.6370
2010-01-20,1.6287
2010-01-21,1.6214
2010-01-22,1.6120
2010-01-25,1.6236
2010-01-26,1.6109
2010-01-27,1.6204
2010-01-28,1.6242
2010-01-29,1.6009
2010-02-01,1.5924
2010-02-02,1.5968
2010-02-03,1.5915
2010-02-04,1.5763
2010-02-05,1.5619
2010-02-08,1.5650
2010-02-09,1.5679
2010-02-10,1.5606
2010-02-11,1.5674
2010-02-12,1.5669
2010-02-15,.
2010-02-16,1.5732
2010-02-17,1.5704
2010-02-18,1.5582
2010-02-19,1.5437
2010-02-22,1.5477
2010-02-23,1.5464
2010-02-24,1.5432
2010-02-25,1.5201
2010-02-26,1.5239
2010-03-01,1.4974
2010-03-02,1.4940
2010-03-03,1.5124
2010-03-04,1.5031
2010-03-05,1.5115
2010-03-08,1.5060
2010-03-09,1.5003
2010-03-10,1.4977
2010-03-11,1.5052
2010-03-12,1.5188
2010-03-15,1.5043
2010-03-16,1.5192
2010-03-17,1.5296
2010-03-18,1.5247
2010-03-19,1.5014
2010-03-22,1.5071
2010-03-23,1.5067
2010-03-24,1.4914
2010-03-25,1.4884
2010-03-26,1.4906
2010-03-29,1.4969
2010-03-30,1.5090
2010-03-31,1.5186
2010-04-01,1.5290
2010-04-02,1.5197
2010-04-05,1.5284
2010-04-06,1.5230
2010-04-07,1.5246
2010-04-08,1.5272
2010-04-09,1.5371
2010-04-12,1.5368
2010-04-13,1.5416
2010-04-14,1.5484
2010-04-15,1.5465
2010-04-16,1.5395
2010-04-19,1.5263
2010-04-20,1.5375
2010-04-21,1.5397
2010-04-22,1.5368
2010-04-23,1.5363
2010-04-26,1.5466
2010-04-27,1.5285
2010-04-28,1.5160
2010-04-29,1.5303
2010-04-30,1.5308
2010-05-03,1.5242
2010-05-04,1.5135
2010-05-05,1.5134
2010-05-06,1.4889
2010-05-07,1.4739
2010-05-10,1.4980
2010-05-11,1.4952
2010-05-12,1.4855
2010-05-13,1.4659
2010-05-14,1.4557
2010-05-17,1.4388
2010-05-18,1.4439
2010-05-19,1.4349
2010-05-20,1.4344
2010-05-21,1.4466
2010-05-24,1.4437
2010-05-25,1.4352
2010-05-26,1.4401
2010-05-27,1.4569
2010-05-28,1.4492
2010-05-31,.
2010-06-01,1.4673
2010-06-02,1.4641
2010-06-03,1.4616
2010-06-04,1.4493
2010-06-07,1.4498
2010-06-08,1.4422
2010-06-09,1.4585
2010-06-10,1.4674
2010-06-11,1.4545
2010-06-14,1.4770
2010-06-15,1.4827
2010-06-16,1.4838
2010-06-17,1.4806
2010-06-18,1.4787
2010-06-21,1.4826
2010-06-22,1.4850
2010-06-23,1.4952
2010-06-24,1.4986
2010-06-25,1.4985
2010-06-28,1.5098
2010-06-29,1.5081
2010-06-30,1.4947
2010-07-01,1.5126
2010-07-02,1.5179
2010-07-05,.
2010-07-06,1.5180
2010-07-07,1.5179
2010-07-08,1.5157
2010-07-09,1.5095
2010-07-12,1.5016
2010-07-13,1.5175
2010-07-14,1.5284
2010-07-15,1.5376
2010-07-16,1.5289
2010-07-19,1.5222
2010-07-20,1.5255
2010-07-21,1.5201
2010-07-22,1.5283
2010-07-23,1.5425
2010-07-26,1.5490
2010-07-27,1.5538
2010-07-28,1.5611
2010-07-29,1.5591
2010-07-30,1.5714
2010-08-02,1.5897
2010-08-03,1.5941
2010-08-04,1.5887
2010-08-05,1.5860
2010-08-06,1.5979
2010-08-09,1.5945
2010-08-10,1.5776
2010-08-11,1.5688
2010-08-12,1.5573
2010-08-13,1.5580
2010-08-16,1.5679
2010-08-17,1.5586
2010-08-18,1.5619
2010-08-19,1.5612
2010-08-20,1.5515
2010-08-23,1.5532
2010-08-24,1.5471
2010-08-25,1.5460
2010-08-26,1.5574
2010-08-27,1.5528
2010-08-30,1.5473
2010-08-31,1.5358
2010-09-01,1.5472
2010-09-02,1.5393
2010-09-03,1.5452
2010-09-06,.
2010-09-07,1.5315
2010-09-08,1.5513
2010-09-09,1.5448
2010-09-10,1.5387
2010-09-13,1.5466
2010-09-14,1.5559
2010-09-15,1.5641
2010-09-16,1.5612
2010-09-17,1.5635
2010-09-20,1.5564
2010-09-21,1.5551
2010-09-22,1.5649
2010-09-23,1.5723
2010-09-24,1.5829
2010-09-27,1.5851
2010-09-28,1.5808
2010-09-29,1.5812
2010-09-30,1.5731
2010-10-01,1.5829
2010-10-04,1.5849
2010-10-05,1.5915
2010-10-06,1.5903
2010-10-07,1.5930
2010-10-08,1.5951
2010-10-11,.
2010-10-12,1.5799
2010-10-13,1.5843
2010-10-14,1.5992
2010-10-15,1.6027
2010-10-18,1.5907
2010-10-19,1.5739
2010-10-20,1.5857
2010-10-21,1.5753
2010-10-22,1.5677
2010-10-25,1.5748
2010-10-26,1.5871
2010-10-27,1.5782
2010-10-28,1.5945
2010-10-29,1.6020
2010-11-01,1.6050
2010-11-02,1.6010
2010-11-03,1.6080
2010-11-04,1.6282
2010-11-05,1.6211
2010-11-08,1.6150
2010-11-09,1.6050
2010-11-10,1.6071
2010-11-11,.
2010-11-12,1.6172
2010-11-15,1.6064
2010-11-16,1.5881
2010-11-17,1.5941
2010-11-18,1.6010
2010-11-19,1.5961
2010-11-22,1.5932
2010-11-23,1.5824
2010-11-24,1.5774
2010-11-25,.
2010-11-26,1.5616
2010-11-29,1.5557
2010-11-30,1.5578
2010-12-01,1.5603
2010-12-02,1.5610
2010-12-03,1.5723
2010-12-06,1.5680
2010-12-07,1.5802
2010-12-08,1.5792
2010-12-09,1.5733
2010-12-10,1.5809
2010-12-13,1.5882
2010-12-14,1.5795
2010-12-15,1.5613
2010-12-16,1.5612
2010-12-17,1.5480
2010-12-20,1.5521
2010-12-21,1.5462
2010-12-22,1.5390
2010-12-23,1.5400
2010-12-24,.
2010-12-27,1.5382
2010-12-28,1.5361
2010-12-29,1.5463
2010-12-30,1.5392
2010-12-31,.
2011-01-03,1.5490
2011-01-04,1.5586
2011-01-05,1.5497
2011-01-06,1.5490
2011-01-07,1.5560
2011-01-10,1.5583
2011-01-11,1.5628
2011-01-12,1.5716
2011-01-13,1.5870
2011-01-14,1.5874
2011-01-17,.
2011-01-18,1.6000
2011-01-19,1.5991
2011-01-20,1.5875
2011-01-21,1.5997
2011-01-24,1.5995
2011-01-25,1.5818
2011-01-26,1.5886
2011-01-27,1.5905
2011-01-28,1.5838
2011-01-31,1.6042
2011-02-01,1.6124
2011-02-02,1.6167
2011-02-03,1.6159
2011-02-04,1.6089
2011-02-07,1.6111
2011-02-08,1.6091
2011-02-09,1.6089
2011-02-10,1.6132
2011-02-11,1.5986
2011-02-14,1.6023
2011-02-15,1.6128
2011-02-16,1.6063
2011-02-17,1.6172
2011-02-18,1.6245
2011-02-21,.
2011-02-22,1.6129
2011-02-23,1.6221
2011-02-24,1.6106
2011-02-25,1.6078
2011-02-28,1.6247
2011-03-01,1.6309
2011-03-02,1.6311
2011-03-03,1.6266
2011-03-04,1.6250
2011-03-07,1.6204
2011-03-08,1.6164
2011-03-09,1.6202
2011-03-10,1.6063
2011-03-11,1.6033
2011-03-14,1.6181
2011-03-15,1.6064
2011-03-16,1.6028
2011-03-17,1.6143
2011-03-18,1.6187
2011-03-21,1.6276
2011-03-22,1.6387
2011-03-23,1.6246
2011-03-24,1.6159
2011-03-25,1.6086
2011-03-28,1.6024
2011-03-29,1.5983
2011-03-30,1.6038
2011-03-31,1.6048
2011-04-01,1.6132
2011-04-04,1.6129
2011-04-05,1.6282
2011-04-06,1.6314
2011-04-07,1.6304
2011-04-08,1.6341
2011-04-11,1.6386
2011-04-12,1.6263
2011-04-13,1.6285
2011-04-14,1.6350
2011-04-15,1.6325
2011-04-18,1.6229
2011-04-19,1.6315
2011-04-20,1.6405
2011-04-21,1.6572
2011-04-22,1.6517
2011-04-25,1.6497
2011-04-26,1.6465
2011-04-27,1.6530
2011-04-28,1.6636
2011-04-29,1.6691
2011-05-02,1.6690
2011-05-03,1.6536
2011-05-04,1.6524
2011-05-05,1.6427
2011-05-06,1.6417
2011-05-09,1.6338
2011-05-10,1.6331
2011-05-11,1.6412
2011-05-12,1.6290
2011-05-13,1.6179
2011-05-16,1.6240
2011-05-17,1.6206
2011-05-18,1.6148
2011-05-19,1.6179
2011-05-20,1.6222
2011-05-23,1.6102
2011-05-24,1.6185
2011-05-25,1.6277
2011-05-26,1.6346
2011-05-27,1.6494
2011-05-30,.
2011-05-31,1.6439
2011-06-01,1.6391
2011-06-02,1.6325
2011-06-03,1.6397
2011-06-06,1.6362
2011-06-07,1.6444
2011-06-08,1.6381
2011-06-09,1.6382
2011-06-10,1.6254
2011-06-13,1.6308
2011-06-14,1.6388
2011-06-15,1.6218
2011-06-16,1.6130
2011-06-17,1.6186
2011-06-20,1.6206
2011-06-21,1.6232
2011-06-22,1.6131
2011-06-23,1.5977
2011-06-24,1.5985
2011-06-27,1.5972
2011-06-28,1.6016
2011-06-29,1.6070
2011-06-30,1.6067
2011-07-01,1.6070
2011-07-04,.
2011-07-05,1.6085
2011-07-06,1.5998
2011-07-07,1.5967
2011-07-08,1.6030
2011-07-11,1.5932
2011-07-12,1.5940
2011-07-13,1.6111
2011-07-14,1.6125
2011-07-15,1.6149
2011-07-18,1.6024
2011-07-19,1.6135
2011-07-20,1.6139
2011-07-21,1.6301
2011-07-22,1.6319
2011-07-25,1.6285
2011-07-26,1.6392
2011-07-27,1.6357
2011-07-28,1.6338
2011-07-29,1.6455
2011-08-01,1.6278
2011-08-02,1.6287
2011-08-03,1.6406
2011-08-04,1.6308
2011-08-05,1.6362
