#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
533,7506.942000,-10.08697
534,7506.943000,-10.08665
535,7506.944000,-10.06167
536,7506.945000,-10.01756
537,7506.946000,-10.07727
538,7506.947000,-10.06484
539,7506.948000,-9.974241
540,7506.949000,-10.03377
541,7506.950000,-9.998011
542,7506.951000,-10.00288
543,7506.952000,-10.00847
544,7506.953000,-10.02979
545,7506.954000,-10.00793
546,7506.955000,-10.02396
547,7506.956000,-10.07038
548,7506.957000,-10.09179
549,7506.958000,-10.12055
550,7506.959000,-10.13003
551,7506.960000,-10.39391
552,7506.961000,-10.45112
553,7506.962000,-10.44488
554,7506.963000,-10.42683
555,7506.964000,-10.23092
556,7506.965000,-9.888516
557,7506.966000,-10.00107
558,7506.967000,-9.902136
559,7506.968000,-9.87977
560,7506.969000,-10.26873
561,7506.970000,-9.920123
562,7506.971000,-9.975485
563,7506.972000,-10.3358
564,7506.973000,-10.05376
565,7506.974000,-10.26029
566,7506.975000,-10.24524
567,7506.976000,-10.1744
568,7506.977000,-10.19921
569,7506.978000,-10.19749
570,7506.979000,-10.24731
571,7506.980000,-10.2055
572,7506.981000,-10.28671
573,7506.982000,-10.2478
574,7506.983000,-10.14958
575,7506.984000,-10.23851
576,7506.985000,-10.28239
577,7506.986000,-10.26396
578,7506.987000,-10.25677
579,7506.988000,-10.27423
580,7506.989000,-10.34413
581,7506.990000,-10.21329
582,7506.991000,-10.35648
583,7506.992000,-10.22926
584,7506.993000,-10.35305
585,7506.994000,-10.2996
586,7506.995000,-10.29847
587,7506.996000,-10.35087
588,7506.997000,-10.31291
589,7506.998000,-10.34124
590,7506.999000,-10.38082
591,7507.000000,-10.32162
592,7507.001000,-10.28699
593,7507.002000,-10.42605
594,7507.003000,-10.31167
595,7507.004000,-10.32208
596,7507.005000,-10.27966
597,7507.006000,-10.33945
598,7507.007000,-10.43393
599,7507.008000,-10.4055
600,7507.009000,-10.35197
601,7507.010000,-10.52326
602,7507.011000,-10.39622
603,7507.012000,-10.44576
604,7507.013000,-10.46537
605,7507.014000,-10.31212
606,7507.015000,-10.42778
607,7507.016000,-10.39297
608,7507.017000,-10.46521
609,7507.018000,-10.45619
610,7507.019000,-10.39597
611,7507.020000,-10.51916
612,7507.021000,-10.43874
613,7507.022000,-10.46007
614,7507.023000,-10.46107
615,7507.024000,-10.47447
616,7507.025000,-10.50191
617,7507.026000,-10.45887
618,7507.027000,-10.51941
619,7507.028000,-10.48938
620,7507.029000,-10.42442
621,7507.030000,-10.58466
622,7507.031000,-10.51629
623,7507.032000,-10.50363
624,7507.033000,-10.46291
625,7507.034000,-10.61386
626,7507.035000,-10.48444
627,7507.036000,-10.57838
628,7507.037000,-10.53821
629,7507.038000,-10.56054
630,7507.039000,-10.5814
631,7507.040000,-10.53094
632,7507.041000,-10.55758
633,7507.042000,-10.54177
634,7507.043000,-10.53333
635,7507.044000,-10.52224
636,7507.045000,-10.50916
637,7507.046000,-10.50979
638,7507.047000,-10.52562
639,7507.048000,-10.58628
640,7507.049000,-10.7001
641,7507.050000,-10.61171
642,7507.051000,-10.64224
643,7507.052000,-10.65729
644,7507.053000,-10.54319
645,7507.054000,-10.54546
646,7507.055000,-10.60159
647,7507.056000,-10.46829
648,7507.057000,-10.76381
649,7507.058000,-10.57976
650,7507.059000,-10.32479
651,7507.060000,-10.94391
652,7507.061000,-10.49857
653,7507.062000,-10.60585
654,7507.063000,-10.61067
655,7507.064000,-10.613
656,7507.065000,-10.6143
657,7507.066000,-10.61559
658,7507.067000,-10.61574
