#HEADER
#TITLES
 , ,2XH1-1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
186,7968.848000,-0.1357919
187,7968.849000,-0.1247279
188,7968.850000,-0.1471961
189,7968.851000,-0.1471643
190,7968.852000,-0.123034
191,7968.853000,-0.1425609
192,7968.854000,-0.1382504
193,7968.855000,-0.1388022
194,7968.856000,-0.1378255
195,7968.857000,-0.1352031
196,7968.858000,-0.1392865
197,7968.859000,-0.1503939
198,7968.860000,-0.126561
199,7968.861000,-0.1398361
200,7968.862000,-0.1422541
201,7968.863000,-0.1393112
202,7968.864000,-0.138077
203,7968.865000,-0.1398757
204,7968.866000,-0.1395987
205,7968.867000,-0.1397198
206,7968.868000,-0.1398486
207,7968.869000,-0.1399741
208,7968.870000,-0.1400347
209,7968.871000,-0.1400193
210,7968.872000,-0.1399589
211,7968.873000,-0.139832
212,7968.874000,-0.1396838
213,7968.875000,-0.1395182
214,7968.876000,-0.1392119
215,7968.877000,-0.1387601
216,7968.878000,-0.1390012
217,7968.879000,-0.1399842
218,7968.880000,-0.1379945
219,7968.881000,-0.1329696
220,7968.882000,-0.1430364
221,7968.883000,-0.1342347
222,7968.884000,-0.1367353
223,7968.885000,-0.1393313
224,7968.886000,-0.1320096
225,7968.887000,-0.1363472
226,7968.888000,-0.1347149
227,7968.889000,-0.1342984
228,7968.890000,-0.133762
229,7968.891000,-0.1331169
230,7968.892000,-0.1329271
231,7968.893000,-0.1331808
232,7968.894000,-0.1312427
233,7968.895000,-0.1329159
234,7968.896000,-0.1294099
235,7968.897000,-0.1224262
236,7968.898000,-0.1344505
237,7968.899000,-0.1270624
238,7968.900000,-0.13096
239,7968.901000,-0.1338218
240,7968.902000,-0.1301578
241,7968.903000,-0.1192177
242,7968.904000,-0.116171
243,7968.905000,-0.1200429
244,7968.906000,-0.1260259
245,7968.907000,-0.1373291
246,7968.908000,-0.1160381
247,7968.909000,-0.1385977
248,7968.910000,-0.1282481
249,7968.911000,-0.1102173
250,7968.912000,-0.1105895
251,7968.913000,-0.1283851
252,7968.914000,-0.128319
253,7968.915000,-0.1203421
254,7968.916000,-0.1221862
255,7968.917000,-0.1314078
256,7968.918000,-0.1197335
257,7968.919000,-0.08827481
258,7968.920000,-0.1528131
259,7968.921000,-0.138794
260,7968.922000,-0.09338101
261,7968.923000,-0.1324971
262,7968.924000,-0.1234722
263,7968.925000,-0.1239791
264,7968.926000,-0.1239869
265,7968.927000,-0.1234418
266,7968.928000,-0.1225552
267,7968.929000,-0.1211728
268,7968.930000,-0.1196889
269,7968.931000,-0.1181153
270,7968.932000,-0.1138499
271,7968.933000,-0.10675
272,7968.934000,-0.1151371
273,7968.935000,-0.1167565
274,7968.936000,-0.127442
275,7968.937000,-0.1412653
276,7968.938000,-0.1396427
277,7968.939000,-0.1207057
278,7968.940000,-0.1161241
279,7968.941000,-0.122598
280,7968.942000,-0.1214864
281,7968.943000,-0.1177986
282,7968.944000,-0.1205662
283,7968.945000,-0.1281936
284,7968.946000,-0.1241809
285,7968.947000,-0.108681
286,7968.948000,-0.1098895
287,7968.949000,-0.1260884
288,7968.950000,-0.1291218
289,7968.951000,-0.1230324
290,7968.952000,-0.123009
291,7968.953000,-0.1249377
292,7968.954000,-0.1234958
293,7968.955000,-0.1202395
294,7968.956000,-0.1177967
295,7968.957000,-0.1156308
296,7968.958000,-0.116602
297,7968.959000,-0.1215327
298,7968.960000,-0.1497184
299,7968.961000,-0.1158881
300,7968.962000,-0.1129344
301,7968.963000,-0.1250614
302,7968.964000,-0.1250823
303,7968.965000,-0.1233539
304,7968.966000,-0.1237134
305,7968.967000,-0.1240686
306,7968.968000,-0.1238185
307,7968.969000,-0.1232623
308,7968.970000,-0.1238572
309,7968.971000,-0.1256573
310,7968.972000,-0.1211906
311,7968.973000,-0.123923
312,7968.974000,-0.1230982
313,7968.975000,-0.1231925
314,7968.976000,-0.1233624
315,7968.977000,-0.1236725
316,7968.978000,-0.1228452
317,7968.979000,-0.1207639
318,7968.980000,-0.1181248
319,7968.981000,-0.1145797
320,7968.982000,-0.1159287
321,7968.983000,-0.1227596
322,7968.984000,-0.129283
323,7968.985000,-0.1368514
324,7968.986000,-0.1261363
325,7968.987000,-0.1138871
326,7968.988000,-0.09569405
327,7968.989000,-0.07531488
328,7968.990000,-0.1652852
329,7968.991000,-0.1124187
330,7968.992000,-0.1282085
331,7968.993000,-0.1217921
332,7968.994000,-0.1078331
333,7968.995000,-0.08371253
334,7968.996000,-0.1441624
335,7968.997000,-0.112869
336,7968.998000,-0.09737183
337,7968.999000,-0.116821
338,7969.000000,-0.1241145
339,7969.001000,-0.04020479
340,7969.002000,-0.1083281
341,7969.003000,-0.1453345
342,7969.004000,-0.1358839
343,7969.005000,-0.217489
344,7969.006000,-0.06814776
345,7969.007000,-0.02820124
346,7969.008000,-0.1254229
347,7969.009000,-0.07609972
348,7969.010000,-0.1062871
349,7969.011000,-0.1008947
350,7969.012000,-0.1168714
351,7969.013000,-0.1448493
352,7969.014000,-0.1326269
353,7969.015000,-0.08018535
354,7969.016000,-0.04128218
355,7969.017000,-0.1209646
356,7969.018000,-0.12658
357,7969.019000,-0.1133002
358,7969.020000,-0.09639449
359,7969.021000,-0.07473516
360,7969.022000,-0.1291385
361,7969.023000,-0.09536675
362,7969.024000,-0.09295176
363,7969.025000,-0.09791008
364,7969.026000,-0.09675334
365,7969.027000,-0.1004136
366,7969.028000,-0.1012516
367,7969.029000,-0.09982947
368,7969.030000,-0.1055341
369,7969.031000,-0.1180076
370,7969.032000,-0.05500784
371,7969.033000,-0.07276134
372,7969.034000,-0.1375954
373,7969.035000,-0.09165923
374,7969.036000,-0.06972501
375,7969.037000,-0.09027819
376,7969.038000,-0.081916
377,7969.039000,-0.09320392
378,7969.040000,-0.09620538
379,7969.041000,-0.09654772
380,7969.042000,-0.09091187
381,7969.043000,-0.07655857
382,7969.044000,-0.09970538
383,7969.045000,-0.06729592
384,7969.046000,-0.07609426
385,7969.047000,-0.09583669
386,7969.048000,-0.07960051
387,7969.049000,-0.07972445
388,7969.050000,-0.07526971
389,7969.051000,-0.07936682
390,7969.052000,-0.07876755
391,7969.053000,-0.07612628
392,7969.054000,-0.07491884
393,7969.055000,-0.07390159
394,7969.056000,-0.0722153
395,7969.057000,-0.07015993
396,7969.058000,-0.07153165
397,7969.059000,-0.06807919
398,7969.060000,-0.07306825
399,7969.061000,-0.02398366
400,7969.062000,-0.1009012
401,7969.063000,-0.04766732
402,7969.064000,-0.06051178
403,7969.065000,-0.06121945
404,7969.066000,-0.06232593
405,7969.067000,-0.06381833
406,7969.068000,-0.0668346
407,7969.069000,-0.07140615
408,7969.070000,-0.06733321
409,7969.071000,-0.03137358
410,7969.072000,-0.06527093
411,7969.073000,-0.05531899
412,7969.074000,0.01011904
413,7969.075000,-0.05782506
414,7969.076000,-0.04040628
415,7969.077000,-0.07348692
416,7969.078000,-0.06881263
417,7969.079000,-0.0206363
418,7969.080000,-0.06932993
419,7969.081000,-0.07570592
420,7969.082000,0.02301877
421,7969.083000,0.02732232
422,7969.084000,-0.06255097
423,7969.085000,-0.04157572
424,7969.086000,-0.03673983
425,7969.087000,-0.04105327
426,7969.088000,-0.02650983
427,7969.089000,-0.01247042
428,7969.090000,-0.01628299
429,7969.091000,-0.03513116
430,7969.092000,-0.01076424
431,7969.093000,-0.03777203
432,7969.094000,-0.028495
433,7969.095000,-0.01137522
434,7969.096000,0.03120008
435,7969.097000,-0.02027571
436,7969.098000,-0.06516504
437,7969.099000,0.05250029
438,7969.100000,-0.01887312
439,7969.101000,-0.01023852
440,7969.102000,-0.001676213
441,7969.103000,0.01082618
442,7969.104000,-0.002576835
443,7969.105000,0.008685535
444,7969.106000,0.01360087
445,7969.107000,0.02961596
446,7969.108000,-0.02444718
447,7969.109000,-0.04303595
448,7969.110000,0.01690803
449,7969.111000,0.05500411
450,7969.112000,0.06447218
451,7969.113000,0.004290232
452,7969.114000,-0.001954179
453,7969.115000,0.02854771
454,7969.116000,0.02692391
455,7969.117000,-0.02260903
456,7969.118000,0.01537238
457,7969.119000,0.1256803
458,7969.120000,-0.02265437
459,7969.121000,0.04244336
460,7969.122000,-0.0197319
461,7969.123000,0.01688203
462,7969.124000,0.1935303
463,7969.125000,-2.897531E-4
464,7969.126000,0.02930333
465,7969.127000,0.05862773
466,7969.128000,0.03452569
467,7969.129000,0.09480977
468,7969.130000,-0.01981139
469,7969.131000,0.04292553
470,7969.132000,0.07400245
471,7969.133000,0.06406578
472,7969.134000,0.07937475
473,7969.135000,0.07892574
474,7969.136000,0.06856395
475,7969.137000,0.04368273
476,7969.138000,0.0791544
477,7969.139000,0.07340789
478,7969.140000,0.07691463
479,7969.141000,0.05774804
480,7969.142000,0.06946243
481,7969.143000,0.1088582
482,7969.144000,0.05304004
483,7969.145000,0.1015896
484,7969.146000,0.1082653
485,7969.147000,0.1140485
486,7969.148000,0.1103489
487,7969.149000,0.0799773
488,7969.150000,0.08963947
489,7969.151000,0.1358716
490,7969.152000,0.07643155
491,7969.153000,0.1138252
492,7969.154000,0.1047447
493,7969.155000,0.1098446
494,7969.156000,0.1114319
495,7969.157000,0.1113578
496,7969.158000,0.1188816
497,7969.159000,0.1338339
498,7969.160000,0.1410224
499,7969.161000,0.1400366
500,7969.162000,0.163699
501,7969.163000,0.1169881
502,7969.164000,0.07698122
503,7969.165000,0.1458944
504,7969.166000,0.1426271
505,7969.167000,0.1695003
506,7969.168000,0.1654747
507,7969.169000,0.1364902
508,7969.170000,0.1485686
509,7969.171000,0.1646085
510,7969.172000,0.1566013
511,7969.173000,0.1639888
512,7969.174000,0.1690282
513,7969.175000,0.1828173
514,7969.176000,0.1557959
515,7969.177000,0.1495266
516,7969.178000,0.1880487
517,7969.179000,0.1743863
518,7969.180000,0.1881301
519,7969.181000,0.2103256
520,7969.182000,0.2035452
521,7969.183000,0.1710075
522,7969.184000,0.1750712
523,7969.185000,0.1840937
524,7969.186000,0.2311061
525,7969.187000,0.2144747
526,7969.188000,0.1741244
527,7969.189000,0.2133115
528,7969.190000,0.2084439
529,7969.191000,0.2122221
530,7969.192000,0.2216803
531,7969.193000,0.2366217
532,7969.194000,0.2351387
533,7969.195000,0.1855219
534,7969.196000,0.2802761
535,7969.197000,0.2276847
536,7969.198000,0.2096651
537,7969.199000,0.276052
538,7969.200000,0.201492
539,7969.201000,0.2613327
540,7969.202000,0.2443415
541,7969.203000,0.2617002
542,7969.204000,0.2614562
543,7969.205000,0.2550436
544,7969.206000,0.2877582
545,7969.207000,0.2507893
546,7969.208000,0.251288
547,7969.209000,0.2514541
548,7969.210000,0.2331188
549,7969.211000,0.3371616
550,7969.212000,0.3296607
551,7969.213000,0.2600412
552,7969.214000,0.2811265
553,7969.215000,0.2755427
554,7969.216000,0.2956938
555,7969.217000,0.3252065
556,7969.218000,0.2581455
557,7969.219000,0.335359
558,7969.220000,0.3095704
559,7969.221000,0.3477077
560,7969.222000,0.335723
561,7969.223000,0.2987476
562,7969.224000,0.2910144
563,7969.225000,0.3025091
564,7969.226000,0.395091
565,7969.227000,0.3177718
566,7969.228000,0.3390028
567,7969.229000,0.3491116
568,7969.230000,0.3506534
569,7969.231000,0.3451647
570,7969.232000,0.3507006
571,7969.233000,0.298496
572,7969.234000,0.3843073
573,7969.235000,0.3673638
574,7969.236000,0.4082511
575,7969.237000,0.3574133
576,7969.238000,0.3649751
577,7969.239000,0.3950899
578,7969.240000,0.3977381
579,7969.241000,0.3825974
580,7969.242000,0.4359505
581,7969.243000,0.4117863
582,7969.244000,0.4202432
583,7969.245000,0.4140552
584,7969.246000,0.4036339
585,7969.247000,0.3872889
586,7969.248000,0.310141
587,7969.249000,0.4300183
588,7969.250000,0.4550577
589,7969.251000,0.3917919
590,7969.252000,0.4380359
591,7969.253000,0.4355694
592,7969.254000,0.4309949
593,7969.255000,0.3946406
594,7969.256000,0.502933
595,7969.257000,0.5387458
596,7969.258000,0.4099451
597,7969.259000,0.4964107
598,7969.260000,0.4911484
599,7969.261000,0.4454342
600,7969.262000,0.4613221
601,7969.263000,0.509856
602,7969.264000,0.4277726
603,7969.265000,0.5045774
604,7969.266000,0.4989641
605,7969.267000,0.5040443
606,7969.268000,0.5010999
607,7969.269000,0.4868836
608,7969.270000,0.5266147
609,7969.271000,0.5551115
610,7969.272000,0.4870728
611,7969.273000,0.495957
612,7969.274000,0.5080635
613,7969.275000,0.5877916
614,7969.276000,0.5692196
615,7969.277000,0.4851209
616,7969.278000,0.4980696
617,7969.279000,0.5998802
618,7969.280000,0.6055909
619,7969.281000,0.5386212
620,7969.282000,0.5377471
621,7969.283000,0.5783461
622,7969.284000,0.5883399
623,7969.285000,0.5950981
624,7969.286000,0.59912
625,7969.287000,0.5528327
626,7969.288000,0.6078346
627,7969.289000,0.6121799
628,7969.290000,0.5981273
629,7969.291000,0.6003318
630,7969.292000,0.5788479
631,7969.293000,0.5514327
632,7969.294000,0.5986434
633,7969.295000,0.5916907
634,7969.296000,0.6963924
635,7969.297000,0.6272223
636,7969.298000,0.6231499
637,7969.299000,0.586548
638,7969.300000,0.630426
639,7969.301000,0.6901097
640,7969.302000,0.5897359
641,7969.303000,0.5550891
642,7969.304000,0.6402651
643,7969.305000,0.6370593
644,7969.306000,0.6288973
645,7969.307000,0.625782
646,7969.308000,0.6292427
647,7969.309000,0.6219463
648,7969.310000,0.6261638
649,7969.311000,0.6386099
650,7969.312000,0.6252167
651,7969.313000,0.6015681
652,7969.314000,0.6104379
653,7969.315000,0.655399
654,7969.316000,0.6535383
655,7969.317000,0.6162077
656,7969.318000,0.6104034
657,7969.319000,0.6263908
658,7969.320000,0.6242477
659,7969.321000,0.6136377
660,7969.322000,0.609851
661,7969.323000,0.6252159
662,7969.324000,0.6164154
663,7969.325000,0.6382509
664,7969.326000,0.6340907
665,7969.327000,0.6177575
666,7969.328000,0.624841
667,7969.329000,0.5758683
668,7969.330000,0.6099735
669,7969.331000,0.6562233
670,7969.332000,0.5745861
671,7969.333000,0.5545543
672,7969.334000,0.6133034
673,7969.335000,0.6505824
674,7969.336000,0.6085019
675,7969.337000,0.6016214
676,7969.338000,0.5983502
677,7969.339000,0.6399106
678,7969.340000,0.5682578
679,7969.341000,0.5343587
680,7969.342000,0.6159225
681,7969.343000,0.6040752
682,7969.344000,0.5256531
683,7969.345000,0.6074626
684,7969.346000,0.5772018
685,7969.347000,0.5688328
686,7969.348000,0.5206402
687,7969.349000,0.5300814
688,7969.350000,0.6395859
689,7969.351000,0.5619756
690,7969.352000,0.456998
691,7969.353000,0.4628879
692,7969.354000,0.555709
693,7969.355000,0.6336147
694,7969.356000,0.5945677
695,7969.357000,0.4545128
696,7969.358000,0.5862319
697,7969.359000,0.482182
698,7969.360000,0.5594041
699,7969.361000,0.583235
700,7969.362000,0.4134998
701,7969.363000,0.561334
702,7969.364000,0.5480477
703,7969.365000,0.5047033
704,7969.366000,0.4564649
705,7969.367000,0.5028273
706,7969.368000,0.4988423
707,7969.369000,0.4994256
708,7969.370000,0.490647
709,7969.371000,0.4662763
710,7969.372000,0.4675991
711,7969.373000,0.4939255
712,7969.374000,0.5187307
713,7969.375000,0.4268501
714,7969.376000,0.4657496
715,7969.377000,0.476401
716,7969.378000,0.4852193
717,7969.379000,0.4683962
718,7969.380000,0.4436209
719,7969.381000,0.4452988
720,7969.382000,0.4476946
721,7969.383000,0.4716572
722,7969.384000,0.4636052
723,7969.385000,0.4242694
724,7969.386000,0.4062037
725,7969.387000,0.3961842
726,7969.388000,0.4130046
727,7969.389000,0.3765882
728,7969.390000,0.3737779
729,7969.391000,0.3806596
730,7969.392000,0.3789805
731,7969.393000,0.4046413
732,7969.394000,0.4084361
733,7969.395000,0.3995603
734,7969.396000,0.4302399
735,7969.397000,0.3039216
736,7969.398000,0.3146373
737,7969.399000,0.3141511
738,7969.400000,0.3123453
739,7969.401000,0.3166572
740,7969.402000,0.3141758
741,7969.403000,0.3037773
742,7969.404000,0.2852333
743,7969.405000,0.2683861
744,7969.406000,0.2708957
745,7969.407000,0.2544325
746,7969.408000,0.2494082
747,7969.409000,0.2424712
748,7969.410000,0.2355165
749,7969.411000,0.2279102
750,7969.412000,0.2223429
751,7969.413000,0.2186006
752,7969.414000,0.206443
753,7969.415000,0.1854774
754,7969.416000,0.1918595
755,7969.417000,0.1782569
756,7969.418000,0.1511868
757,7969.419000,0.1477577
758,7969.420000,0.2054719
759,7969.421000,0.2084354
760,7969.422000,0.219085
761,7969.423000,0.2137074
762,7969.424000,0.2015446
763,7969.425000,0.1822121
764,7969.426000,0.1675985
765,7969.427000,0.1602308
766,7969.428000,0.1474443
767,7969.429000,0.1326629
768,7969.430000,0.1213716
769,7969.431000,0.1126457
770,7969.432000,0.1065614
771,7969.433000,0.1042954
772,7969.434000,0.1001466
773,7969.435000,0.09417818
774,7969.436000,0.09023748
775,7969.437000,0.08721112
776,7969.438000,0.0817083
777,7969.439000,0.07382333
778,7969.440000,0.06418951
779,7969.441000,0.05191944
780,7969.442000,0.04100026
781,7969.443000,0.03152816
782,7969.444000,0.01526238
783,7969.445000,0.003793169
784,7969.446000,-0.007096788
785,7969.447000,-0.01357353
786,7969.448000,-0.02182767
787,7969.449000,-0.03097256
788,7969.450000,-0.03829134
789,7969.451000,-0.04458851
790,7969.452000,-0.05088763
791,7969.453000,-0.05698957
792,7969.454000,-0.06267425
793,7969.455000,-0.06809817
794,7969.456000,-0.07699519
795,7969.457000,-0.08975724
796,7969.458000,-0.0846335
797,7969.459000,-0.09776742
798,7969.460000,-0.1031067
799,7969.461000,-0.1124967
800,7969.462000,-0.1109228
801,7969.463000,-0.1192797
802,7969.464000,-0.132056
803,7969.465000,-0.1444538
804,7969.466000,-0.1375349
805,7969.467000,-0.1570255
806,7969.468000,-0.163388
807,7969.469000,-0.1730973
808,7969.470000,-0.1810406
809,7969.471000,-0.1870832
810,7969.472000,-0.1978904
811,7969.473000,-0.2134375
812,7969.474000,-0.204079
813,7969.475000,-0.2152223
814,7969.476000,-0.2357362
815,7969.477000,-0.2317407
816,7969.478000,-0.2435428
817,7969.479000,-0.2549363
818,7969.480000,-0.2628845
819,7969.481000,-0.2871206
820,7969.482000,-0.2792764
821,7969.483000,-0.2947529
822,7969.484000,-0.2974775
823,7969.485000,-0.3026603
824,7969.486000,-0.3028303
825,7969.487000,-0.3202379
826,7969.488000,-0.3332913
827,7969.489000,-0.3342772
828,7969.490000,-0.3435475
829,7969.491000,-0.353765
830,7969.492000,-0.3611566
831,7969.493000,-0.3665072
832,7969.494000,-0.3778599
833,7969.495000,-0.3914363
834,7969.496000,-0.3891752
835,7969.497000,-0.3913993
836,7969.498000,-0.4244958
837,7969.499000,-0.4275178
838,7969.500000,-0.4344928
839,7969.501000,-0.4394527
840,7969.502000,-0.4891674
841,7969.503000,-0.441633
842,7969.504000,-0.4609455
843,7969.505000,-0.4958639
844,7969.506000,-0.5127973
845,7969.507000,-0.5185885
846,7969.508000,-0.5453943
847,7969.509000,-0.5886384
848,7969.510000,-0.5598623
849,7969.511000,-0.5557025
850,7969.512000,-0.5547916
851,7969.513000,-0.5850095
852,7969.514000,-0.5883443
853,7969.515000,-0.5863411
854,7969.516000,-0.5948039
855,7969.517000,-0.612645
856,7969.518000,-0.6184765
857,7969.519000,-0.6409331
858,7969.520000,-0.6485456
859,7969.521000,-0.6743656
860,7969.522000,-0.6845823
861,7969.523000,-0.6870483
862,7969.524000,-0.6915958
863,7969.525000,-0.6957411
864,7969.526000,-0.6832467
865,7969.527000,-0.6756024
866,7969.528000,-0.7367761
867,7969.529000,-0.7261286
868,7969.530000,-0.7380428
869,7969.531000,-0.8272749
870,7969.532000,-0.8816758
871,7969.533000,-0.8292137
872,7969.534000,-0.8460109
873,7969.535000,-0.8800932
874,7969.536000,-0.8840694
875,7969.537000,-0.8696032
876,7969.538000,-0.870768
877,7969.539000,-0.881978
878,7969.540000,-0.8901584
879,7969.541000,-0.9008921
880,7969.542000,-0.8954152
881,7969.543000,-0.8710507
882,7969.544000,-0.8767803
883,7969.545000,-0.9111114
884,7969.546000,-0.9275091
885,7969.547000,-0.9339443
886,7969.548000,-0.9399585
887,7969.549000,-0.9379518
888,7969.550000,-0.9925153
889,7969.551000,-1.006062
890,7969.552000,-0.9112467
891,7969.553000,-0.9836897
892,7969.554000,-1.007118
893,7969.555000,-1.009157
894,7969.556000,-1.056271
895,7969.557000,-0.9971796
896,7969.558000,-1.035444
897,7969.559000,-1.04473
898,7969.560000,-1.020525
899,7969.561000,-1.028262
900,7969.562000,-1.029793
901,7969.563000,-1.051423
902,7969.564000,-1.035114
903,7969.565000,-1.078064
904,7969.566000,-1.053138
905,7969.567000,-1.072038
906,7969.568000,-1.069268
907,7969.569000,-1.070569
908,7969.570000,-1.060659
909,7969.571000,-1.068929
910,7969.572000,-1.069062
911,7969.573000,-1.069137
912,7969.574000,-1.071735
913,7969.575000,-1.075683
914,7969.576000,-1.081277
915,7969.577000,-1.088975
916,7969.578000,-1.091673
917,7969.579000,-1.088928
918,7969.580000,-1.086962
919,7969.581000,-1.084203
920,7969.582000,-1.082803
921,7969.583000,-1.083812
922,7969.584000,-1.095475
923,7969.585000,-1.086796
924,7969.586000,-1.090601
925,7969.587000,-1.094938
926,7969.588000,-1.090074
927,7969.589000,-1.091347
928,7969.590000,-1.093022
929,7969.591000,-1.099978
930,7969.592000,-1.078781
931,7969.593000,-1.088806
932,7969.594000,-1.087668
933,7969.595000,-1.095697
934,7969.596000,-1.098688
935,7969.597000,-1.097611
936,7969.598000,-1.070836
937,7969.599000,-1.1037
938,7969.600000,-1.082425
939,7969.601000,-1.090714
940,7969.602000,-1.087861
941,7969.603000,-1.089401
942,7969.604000,-1.090623
943,7969.605000,-1.0923
944,7969.606000,-1.086484
945,7969.607000,-1.072211
946,7969.608000,-1.061278
947,7969.609000,-1.052215
948,7969.610000,-1.037133
949,7969.611000,-1.017621
950,7969.612000,-0.9986767
951,7969.613000,-0.9794389
952,7969.614000,-0.958407
953,7969.615000,-0.9364084
954,7969.616000,-0.9499749
955,7969.617000,-0.9288996
